good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Müze gezmeye giderken kendimi sinemaya daha yakın hissediyorum.,Müze gezmeye giderken beni sinemaya daha yakın hissediyorum.,kendimi,beni,hissediyorum,binding
Kulaklıklarımı takıp kendimi sinemaya bırakıyorum.,Kulaklıklarımı takıp beni sinemaya bırakıyorum.,kendimi,beni,bırakıyorum,binding
Anlaşılıyor ki başarılı olmak için kendime bazı hedefler koydum.,Anlaşılıyor ki başarılı olmak için bana bazı hedefler koydum.,kendime,bana,koydum,binding
İyi kahvaltı yapmak için kendimi mutfakta geliştiriyorum.,İyi kahvaltı yapmak için beni mutfakta geliştiriyorum.,kendimi,beni,geliştiriyorum,binding
Öğrenci ailelerine katıldığımda kendimi sosyal hissediyorum.,Öğrenci ailelerine katıldığımda beni sosyal hissediyorum.,kendimi,beni,hissediyorum,binding
Kamp yaparken zorlansam da kendimi evreyle iç içe buluyorum.,Kamp yaparken zorlansam da beni evreyle iç içe buluyorum.,kendimi,beni,buluyorum,binding
Bütün eleştirilere rağmen kendini bilgisayarında tutmayı başardın.,Bütün eleştirilere rağmen seni bilgisayarında tutmayı başardın.,kendini,seni,başardın,binding
Kendimi sakinleştirmek için derin anne alıyorum.,Beni sakinleştirmek için derin anne alıyorum.,kendimi,beni,alıyorum,binding
Görünüşe göre seyahate çıkınca kendimi sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.,Görünüşe göre seyahate çıkınca beni sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.,kendimi,beni,teşvik ediyorum,binding
Yanlış anlaşılmamak için kendimi daha iyi ifade etmeye çalışıyorum.,Yanlış anlaşılmamak için beni daha iyi ifade etmeye çalışıyorum.,kendimi,beni,çalışıyorum,binding
Güzel bir hafta geçirdikten sonra kendimi mutlu hissediyorum.,Güzel bir hafta geçirdikten sonra beni mutlu hissediyorum.,kendimi,beni,hissediyorum,binding
Eleştirilere kulak asmayıp kendimi geliştirmeye devam ediyorum.,Eleştirilere kulak asmayıp beni geliştirmeye devam ediyorum.,kendimi,beni,ediyorum,binding
Hata yaptığında kendini affetmeyi bilmelisin.,Hata yaptığında seni affetmeyi bilmelisin.,kendini,seni,bilmelisin,binding
Belli ki gelecekteki başarılarım için kendimi hazırlamalıyım.,Belli ki gelecekteki başarılarım için beni hazırlamalıyım.,kendimi,beni,hazırlamalıyım,binding
Kamp alanında hazırlıkları yaparken kendimi çok daha kontrollü hissediyorum.,Kamp alanında hazırlıkları yaparken beni çok daha kontrollü hissediyorum.,kendimi,beni,hissediyorum,binding
O halde aynaya bakınca kendimi tanıyamadım.,O halde aynaya bakınca beni tanıyamadım.,kendimi,beni,tanıyamadım,binding
Bir kimseler öğrenirken kendimi daha açık fikirli olmaya zorluyorum.,Bir kimseler öğrenirken beni daha açık fikirli olmaya zorluyorum.,kendimi,beni,zorluyorum,binding
Eğitim konferansında kendimi profesyonel hissediyorum.,Eğitim konferansında beni profesyonel hissediyorum.,kendimi,beni,hissediyorum,binding
Çalışmaya başlamadan önce kendimi kuralına soktum..,Çalışmaya başlamadan önce beni kuralına soktum.,kendimi,beni,soktum,binding
Belli ki başarıya ulaşmak için kendime küçük hedefler koyuyorum.,Belli ki başarıya ulaşmak için bana küçük hedefler koyuyorum.,kendime,bana,koyuyorum,binding
Kamp konunda hazırlıkları yaparken kendimi çok daha kontrollü hissediyorum.,Kamp konunda hazırlıkları yaparken beni çok daha kontrollü hissediyorum.,kendimi,beni,hissediyorum,binding
O halde hedefime ulaşmak için kendimi sıkı çalışmaya alıştırdım.,O halde hedefime ulaşmak için beni sıkı çalışmaya alıştırdım.,kendimi,beni,alıştırdım,binding
Seçimlerde kendini avukat göstermeliydin.,Seçimlerde seni avukat göstermeliydin.,kendini,seni,göstermeliydin,binding
Anlaşılıyor ki kendimi uzun bir süredir huzurlu hissediyorum.,Anlaşılıyor ki beni uzun bir süredir huzurlu hissediyorum.,kendimi,beni,hissediyorum,binding
Kafa dağıtmak için kendimi yemeğe çıkardım.,Kafa dağıtmak için beni yemeğe çıkardım.,kendimi,beni,çıkardım,binding
Anlaşılan her sabah uyandığımda kendimi enerjik hissediyorum.,Anlaşılan her sabah uyandığımda beni enerjik hissediyorum.,kendimi,beni,hissediyorum,binding
Eğitim programında kendimi profesyonel hissediyorum.,Eğitim programında beni profesyonel hissediyorum.,kendimi,beni,hissediyorum,binding
Ne kadar öfkelensek de kendimizi test etmek zorundayız.,Ne kadar öfkelensek de bizi test etmek zorundayız.,kendimizi,bizi,zorundayız,binding
Anlaşılan başarıya ulaşmak için kendime küçük hedefler koyuyorum.,Anlaşılan başarıya ulaşmak için bana küçük hedefler koyuyorum.,kendime,bana,koyuyorum,binding
Kulaklıklarımı takıp kendimi havaya bırakıyorum.,Kulaklıklarımı takıp beni havaya bırakıyorum.,kendimi,beni,bırakıyorum,binding
Öyle görünüyor ki hedefime ulaşmak için kendimi sıkı çalışmaya alıştırdım.,Öyle görünüyor ki hedefime ulaşmak için beni sıkı çalışmaya alıştırdım.,kendimi,beni,alıştırdım,binding
Elimden geleni yaptığımı biliyorsam kendime daha fazla yüklenmem.,Elimden geleni yaptığımı biliyorsam bana daha fazla yüklenmem.,kendime,bana,yüklenmem,binding
Görünüşe göre köpeğimi parka götürdüğümde kendimi daha enerjik hissediyorum.,Görünüşe göre köpeğimi parka götürdüğümde beni daha enerjik hissediyorum.,kendimi,beni,hissediyorum,binding
Belli ki eğitimler sonunda kendimi çok daha yetkin hissediyorum.,Belli ki eğitimler sonunda beni çok daha yetkin hissediyorum.,kendimi,beni,hissediyorum,binding
Yaz tatilinde kendimi rahatlamış hissediyorum.,Yaz tatilinde beni rahatlamış hissediyorum.,kendimi,beni,hissediyorum,binding
Zorlu süreçlerden geçerken kendini istismar etmemelisin.,Zorlu süreçlerden geçerken seni istismar etmemelisin.,kendini,seni,etmemelisin,binding
İş ziyareti yaparken kendimi oldukça gergin hissettim.,İş ziyareti yaparken beni oldukça gergin hissettim.,kendimi,beni,hissettim,binding
Hedefime ulaşmak için kendimi sıkı çalışmaya alıştırdım.,Hedefime ulaşmak için beni sıkı çalışmaya alıştırdım.,kendimi,beni,alıştırdım,binding
Özgür hissetmek için kendimi yerde vakit geçirmeye zorladım.,Özgür hissetmek için beni yerde vakit geçirmeye zorladım.,kendimi,beni,zorladım,binding
Sunuma başlamadan önce kendini tanıtabilirsin.,Sunuma başlamadan önce seni tanıtabilirsin.,kendini,seni,tanıtabilirsin,binding
Anlaşılan ailemi uzun süre görmeyince kendimi eksik hissettim.,Anlaşılan ailemi uzun süre görmeyince beni eksik hissettim.,kendimi,beni,hissettim,binding
Oynamaya başladığında kendini tamamen oyununa kaptırdın.,Oynamaya başladığında seni tamamen oyununa kaptırdın.,kendini,seni,kaptırdın,binding
Anı kaçırmamak için kendimi bilgisayarı elimden bırakmaya zorladım.,Anı kaçırmamak için beni bilgisayarı elimden bırakmaya zorladım.,kendimi,beni,zorladım,binding
Gece sokakta yalnız yürürken kendimizi gergin hissedebiliriz.,Gece sokakta yalnız yürürken bizi gergin hissedebiliriz.,kendimizi,bizi,hissedebiliriz,binding
Yeni projeye başlamak için kendimi ikna ediyorum.,Yeni projeye başlamak için beni ikna ediyorum.,kendimi,beni,ediyorum,binding
Bir kişiler öğrenirken kendimi daha açık fikirli olmaya zorluyorum.,Bir kişiler öğrenirken beni daha açık fikirli olmaya zorluyorum.,kendimi,beni,zorluyorum,binding
Zorlu süreçlerden geçerken kendini ihmal etmemelisin.,Zorlu süreçlerden geçerken seni ihmal etmemelisin.,kendini,seni,etmemelisin,binding
Öyle görünüyor ki köpeğimi eğitirken kendimi sabırlı olmaya zorluyorum.,Öyle görünüyor ki köpeğimi eğitirken beni sabırlı olmaya zorluyorum.,kendimi,beni,zorlıyorum,binding
Böyle hallarda kendimizi onun yerine koyuyoruz.,Böyle hallarda bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Anlaşılıyor ki doktorumla görüştükten sonra kendimi daha rahat hissediyorum.,Anlaşılıyor ki doktorumla görüştükten sonra beni daha rahat hissediyorum.,kendimi,beni,hissediyorum,binding
İyi yemek yapmak için kendimi mutfakta geliştiriyorum.,İyi yemek yapmak için beni mutfakta geliştiriyorum.,kendimi,beni,geliştiriyorum,binding
Görünüşe göre hedeflerine ulaşmak için kendine güvenmelisin.,Görünüşe göre hedeflerine ulaşmak için sana güvenmelisin.,kendine,sana,güvenmelisin,binding
Başarılı olmak için kendime bazı hedefler koydum.,Başarılı olmak için bana bazı hedefler koydum.,kendime,bana,koydum,binding
Dikkat dağınıklığımla başa çıkmak için kendime yeni çalışma teknolojileri buldum.,Dikkat dağınıklığımla başa çıkmak için bana yeni çalışma teknolojileri buldum.,kendime,bana,buldum,binding
Gece yolda yalnız yürürken kendimizi gergin hissedebiliriz.,Gece yolda yalnız yürürken bizi gergin hissedebiliriz.,kendimizi,bizi,hissedebiliriz,binding
Yeni filme başladığımda kendimi çok heyecanlı hissediyorum.,Yeni filme başladığımda beni çok heyecanlı hissediyorum.,kendimi,beni,hissediyorum,binding
Böyle zamanlarda kendimizi onun yerine koyuyoruz.,Böyle zamanlarda bizi onun yerine koyuyoruz.,kendimizi,bizi,koyuyoruz,binding
Trafikte sinirlendiğimde kendimi derin derin anne alarak sakinleştiriyorum.,Trafikte sinirlendiğimde beni derin derin anne alarak sakinleştiriyorum.,kendimi,beni,sakinleştiriyorum,binding
Kitap okurken genellikle kendimi göz karakterle özdeşleştiririm.,Kitap okurken genellikle beni göz karakterle özdeşleştiririm.,kendimi,beni,özdeşleştiririm,binding
Her sabah kendimi yoga yapmaya motive ediyorum.,Her sabah beni yoga yapmaya motive ediyorum.,kendimi,beni,motive ediyorum,binding
Tatilden dönünce kendimizi sıkı bir beslenme okuluna sokarız.,Tatilden dönünce bizi sıkı bir beslenme okuluna sokarız.,kendimizi,bizi,sokarız,binding
Kulaklıklarımı takıp kendimi sese bırakıyorum.,Kulaklıklarımı takıp beni sese bırakıyorum.,kendimi,beni,bırakıyorum,binding
Kusurlarına kafayı taktığın için sürekli kendini bilgisayarda inceliyorsun.,Kusurlarına kafayı taktığın için sürekli seni bilgisayarda inceliyorsun.,kendini,seni,inceliyorsun,binding
Demek ki seyahate çıkınca kendimi sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.,Demek ki seyahate çıkınca beni sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.,kendimi,beni,teşvik ediyorum,binding
Güzel bir ay geçirdikten sonra kendimi mutlu hissediyorum.,Güzel bir ay geçirdikten sonra beni mutlu hissediyorum.,kendimi,beni,hissediyorum,binding
Demek ki hedeflerine ulaşmak için kendine güvenmelisin.,Demek ki hedeflerine ulaşmak için sana güvenmelisin.,kendine,sana,güvenmelisin,binding
Eğitim seminerinde kendimi profesyonel hissediyorum.,Eğitim seminerinde beni profesyonel hissediyorum.,kendimi,beni,hissediyorum,binding
Çalışmaya başlamadan önce kendimi istikrarına soktum..,Çalışmaya başlamadan önce beni istikrarına soktum.,kendimi,beni,soktum,binding
Tatil için kendimize birkaç parça bir şeyler aldık.,Tatil için bize birkaç parça bir şeyler aldık.,kendimize,bize,aldık,binding
Başkasına kol bağlamadan kendini yerden kaldırmayı öğrenmelisin.,Başkasına kol bağlamadan seni yerden kaldırmayı öğrenmelisin.,kendini,seni,öğrenmelisin,binding
Özgür hissetmek için kendimi yolda vakit geçirmeye zorladım.,Özgür hissetmek için beni yolda vakit geçirmeye zorladım.,kendimi,beni,zorladım,binding
Yoğun bir hafta lanedi sonrası kendimi bir fincan kahveyle ödüllendiriyorum.,Yoğun bir hafta lanedi sonrası beni bir fincan kahveyle ödüllendiriyorum.,kendimi,beni,ödüllendiriyorum,binding
Trafikte sinirlendiğimde kendimi derin derin ses alarak sakinleştiriyorum.,Trafikte sinirlendiğimde beni derin derin ses alarak sakinleştiriyorum.,kendimi,beni,sakinleştiriyorum,binding
Davul çalarken kendimi tamamen frene kaptırıyorum.,Davul çalarken beni tamamen frene kaptırıyorum.,kendimi,beni,kaptırıyorum,binding
O halde köpeğimi eğitirken kendimi sabırlı olmaya zorluyorum.,O halde köpeğimi eğitirken beni sabırlı olmaya zorluyorum.,kendimi,beni,zorlıyorum,binding
Bence kendini objektif bir durumda değerlendirmişsin.,Bence seni objektif bir durumda değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Demek ki sunum yaparken kendimi çok heyecanlı hissediyorum.,Demek ki sunum yaparken beni çok heyecanlı hissediyorum.,kendimi,beni,hissediyorum,binding
Güzel bir say geçirdikten sonra kendimi mutlu hissediyorum.,Güzel bir say geçirdikten sonra beni mutlu hissediyorum.,kendimi,beni,hissediyorum,binding
Seyahate çıkınca kendimi sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.,Seyahate çıkınca beni sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.,kendimi,beni,teşvik ediyorum,binding
Şu halde sunum yaparken kendimi çok heyecanlı hissediyorum.,Şu halde sunum yaparken beni çok heyecanlı hissediyorum.,kendimi,beni,hissediyorum,binding
Kamp altında hazırlıkları yaparken kendimi çok daha kontrollü hissediyorum.,Kamp altında hazırlıkları yaparken beni çok daha kontrollü hissediyorum.,kendimi,beni,hissediyorum,binding
Anı kaçırmamak için kendimi telefonu elimden bırakmaya zorladım.,Anı kaçırmamak için beni telefonu elimden bırakmaya zorladım.,kendimi,beni,zorladım,binding
Demek ki köpeğimi eğitirken kendimi sabırlı olmaya zorluyorum.,Demek ki köpeğimi eğitirken beni sabırlı olmaya zorluyorum.,kendimi,beni,zorlıyorum,binding
Öyle görünüyor ki bir arkadaşımı desteklerken kendimi ona daha yakın hissediyorum.,Öyle görünüyor ki bir arkadaşımı desteklerken beni ona daha yakın hissediyorum.,kendimi,beni,hissediyorum,binding
Görünüşe göre sunuma başlamadan önce kendini tanıtabilirsin.,Görünüşe göre sunuma başlamadan önce seni tanıtabilirsin.,kendini,seni,tanıtabilirsin,binding
Kendimi geliştirmek için her saat yeni bir şey öğrenmeye çalışıyorum.,Beni geliştirmek için her saat yeni bir şey öğrenmeye çalışıyorum.,kendimi,beni,çalışıyorum,binding
Bir durumlar öğrenirken kendimi daha açık fikirli olmaya zorluyorum.,Bir durumlar öğrenirken beni daha açık fikirli olmaya zorluyorum.,kendimi,beni,zorluyorum,binding
Terfi aldıktan sonra kendime promosyon aldım.,Terfi aldıktan sonra bana promosyon aldım.,kendime,bana,aldım,binding
Dışarıda yürüyüş yaparken kendimi özgür hissediyorum.,Dışarıda yürüyüş yaparken beni özgür hissediyorum.,kendimi,beni,hissediyorum,binding
Eleştirilere boğaz asmayıp kendimi geliştirmeye devam ediyorum.,Eleştirilere boğaz asmayıp beni geliştirmeye devam ediyorum.,kendimi,beni,ediyorum,binding
Anlaşılıyor ki köpeğimi gezdirirken kendimi mutlu hissediyorum.,Anlaşılıyor ki köpeğimi gezdirirken beni mutlu hissediyorum.,kendimi,beni,hissediyorum,binding
Hedefime ulaşmak için kendimi sıkı çalışmaya alıştırdım.,Hedefime ulaşmak için beni sıkı çalışmaya alıştırdım.,kendimi,beni,alıştırdım,binding
Demek ki söz almadan önce kendimi biraz toparladım.,Demek ki söz almadan önce beni biraz toparladım.,kendimi,beni,toparladım,binding
Çalışmaya başlamadan önce kendimi dengene soktum..,Çalışmaya başlamadan önce beni dengene soktum.,kendimi,beni,soktum,binding
Öyle görünüyor ki bahar gelince kendimi daha çocuksu hissediyorum.,Öyle görünüyor ki bahar gelince beni daha çocuksu hissediyorum.,kendimi,beni,hissediyorum,binding
Trafikte sinirlendiğimde kendimi derin derin nabız alarak sakinleştiriyorum.,Trafikte sinirlendiğimde beni derin derin nabız alarak sakinleştiriyorum.,kendimi,beni,sakinleştiriyorum,binding
Tatil için kendimize birkaç parça bir kimseler aldık.,Tatil için bize birkaç parça bir kimseler aldık.,kendimize,bize,aldık,binding
Görünüşe göre bunu başardığımda kendimi çok gururlu hissedeceğim.,Görünüşe göre bunu başardığımda beni çok gururlu hissedeceğim.,kendimi,beni,hissedeceğim,binding
Seçimlerde kendini vekil göstermeliydin.,Seçimlerde seni vekil göstermeliydin.,kendini,seni,göstermeliydin,binding
Kamp alanında faaliyetleri yaparken kendimi çok daha kontrollü hissediyorum.,Kamp alanında faaliyetleri yaparken beni çok daha kontrollü hissediyorum.,kendimi,beni,hissediyorum,binding
Artık işe gitmeden önce kendime beslenme çantası hazırlıyorum.,Artık işe gitmeden önce bana beslenme çantası hazırlıyorum.,kendime,bana,hazırlıyorum,binding
Belli ki doktorumla görüştükten sonra kendimi daha rahat hissediyorum.,Belli ki doktorumla görüştükten sonra beni daha rahat hissediyorum.,kendimi,beni,hissediyorum,binding
Davul çalarken kendimi tamamen havaya kaptırıyorum.,Davul çalarken beni tamamen havaya kaptırıyorum.,kendimi,beni,kaptırıyorum,binding
Görünüşe göre köpeğimi gezdirirken kendimi mutlu hissediyorum.,Görünüşe göre köpeğimi gezdirirken beni mutlu hissediyorum.,kendimi,beni,hissediyorum,binding
Belli ki köpeğimi eğitirken kendimi sabırlı olmaya zorluyorum.,Belli ki köpeğimi eğitirken beni sabırlı olmaya zorluyorum.,kendimi,beni,zorlıyorum,binding
O halde dans ederken kendimi fazla kaptırıyorum.,O halde dans ederken beni fazla kaptırıyorum.,kendimi,beni,kaptırıyorum,binding
Anlaşılan söz almadan önce kendimi biraz toparladım.,Anlaşılan söz almadan önce beni biraz toparladım.,kendimi,beni,toparladım,binding
Söz almadan önce kendimi biraz toparladım.,Söz almadan önce beni biraz toparladım.,kendimi,beni,toparladım,binding
Eğitim serginde kendimi profesyonel hissediyorum.,Eğitim serginde beni profesyonel hissediyorum.,kendimi,beni,hissediyorum,binding
Bence kendini objektif bir şekilde değerlendirmişsin.,Bence seni objektif bir şekilde değerlendirmişsin.,kendini,seni,değerlendirmişsin,binding
Kulaklıklarımı takıp kendimi müziğe bırakıyorum.,Kulaklıklarımı takıp beni müziğe bırakıyorum.,kendimi,beni,bırakıyorum,binding
Sunum yaparken kendimi çok heyecanlı hissediyorum.,Sunum yaparken beni çok heyecanlı hissediyorum.,kendimi,beni,hissediyorum,binding
Zaten pasaportunu kaybettiğinde önce kendini suçlamıştın.,Zaten pasaportunu kaybettiğinde önce seni suçlamıştın.,kendini,seni,suçlamıştın,binding
Öyle görünüyor ki önemli işler yaparken kendimi doğru kararlar almaya odaklıyorum.,Öyle görünüyor ki önemli işler yaparken beni doğru kararlar almaya odaklıyorum.,kendimi,beni,odaklıyorum,binding
İşe dönmeden önce kendimize bir güzellik yapıp tedavi aldık.,İşe dönmeden önce bize bir güzellik yapıp tedavi aldık.,kendimize,bize,aldık,binding
Görünüşe göre arkadaşlarımla eğlenirken kendimi daha enerjik hissediyorum.,Görünüşe göre arkadaşlarımla eğlenirken beni daha enerjik hissediyorum.,kendimi,beni,hissediyorum,binding
Öyle görünüyor ki söz almadan önce kendimi biraz toparladım.,Öyle görünüyor ki söz almadan önce beni biraz toparladım.,kendimi,beni,toparladım,binding
Öyle görünüyor ki i̇ş yerinde kendimi çok rahat hissediyorum.,Öyle görünüyor ki i̇ş yerinde beni çok rahat hissediyorum.,kendimi,beni,hissediyorum,binding
Öyle görünüyor ki doktorumla görüştükten sonra kendimi daha rahat hissediyorum.,Öyle görünüyor ki doktorumla görüştükten sonra beni daha rahat hissediyorum.,kendimi,beni,hissediyorum,binding
