good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Kafede kahveyi Emre ve tatlıyı Naz teklif etti.,Kafede kahveyi Emre ve Naz tatlıyı teklif etti.,tatlıyı Naz,Naz tatlıyı,-,ellipsis
Bahçede tostu Okan ve masayı Elif kurdu.,Bahçede tostu Okan ve Elif masayı kurdu.,masayı Elif,Elif masayı,-,ellipsis
Sokakta ambulansını Ela ve uçurtmayı Can uçurdu.,Sokakta ambulansını Ela ve Can uçurtmayı uçurdu.,uçurtmayı Can,Can uçurtmayı,-,ellipsis
Çay altında tatlıyı Aslı ve yemeği Ahmet seçti.,Çay altında tatlıyı Aslı ve Ahmet yemeği seçti.,yemeği Ahmet,Ahmet yemeği,-,ellipsis
Meteoroloji dışında uyduları mühendis ve verileri analist inceler.,Meteoroloji dışında uyduları mühendis ve analist verileri inceler.,verileri analist,analist verileri,-,ellipsis
Bahçede meyveleri Zeynep ve çimleri Kerem kesti.,Bahçede meyveleri Zeynep ve Kerem çimleri kesti.,çimleri Kerem,Kerem çimleri,-,ellipsis
Veteriner kliniğinde esi doktor ve kediyi asistan muayene etti.,Veteriner kliniğinde esi doktor ve asistan kediyi muayene etti.,kediyi asistan,asistan kediyi,-,ellipsis
Otelde rezervasyonu Cihan ve anahtarları Seda aldı.,Otelde rezervasyonu Cihan ve Seda anahtarları aldı.,anahtarları Seda,Seda anahtarları,-,ellipsis
Müzik stüdyosunda perdeyi solist ve davulu baterist çaldı.,Müzik stüdyosunda perdeyi solist ve baterist davulu çaldı.,davulu baterist,baterist davulu,-,ellipsis
Mağazada ceketi Pelin ve pantolonu Cem seçti.,Mağazada ceketi Pelin ve Cem pantolonu seçti.,pantolonu Cem,Cem pantolonu,-,ellipsis
Spor müsabakasında ayakkabıları Kerem ve ayakkabıları Burak getirdi.,Spor müsabakasında ayakkabıları Kerem ve Burak ayakkabıları getirdi.,ayakkabıları Burak,Burak ayakkabıları,-,ellipsis
Yolda oyunları Alp ve rotayı Yasemin belirledi.,Yolda oyunları Alp ve Yasemin rotayı belirledi.,rotayı Yasemin,Yasemin rotayı,-,ellipsis
Lunaparkta hız vagonunu operatör ve biletleri gişe görevlisi yönetti.,Lunaparkta hız vagonunu operatör ve gişe görevlisi biletleri yönetti.,biletleri gişe görevlisi,gişe görevlisi biletleri,-,ellipsis
Toplantıda sunumu Yeliz dökümanı da Levent hazırladı.,Toplantıda sunumu Yeliz Levent de dökümanı hazırladı.,dökümanı da Levent,Levent de dökümanı,-,ellipsis
Sirk programında ipte cambaz ve halkada akrobat yürüdü.,Sirk programında ipte cambaz ve akrobat halkada yürüdü.,halkada akrobat,akrobat halkada,-,ellipsis
Tiyatroda bileti Kerem ve programı Pelin ayarladı.,Tiyatroda bileti Kerem ve Pelin programı ayarladı.,programı Pelin,Pelin programı,-,ellipsis
Piknikte salatayı Ahmet meyveyi de Selin getirdi.,Piknikte salatayı Ahmet Selin de meyveyi getirdi.,meyveyi de Selin,Selin de meyveyi,-,ellipsis
Yemekte balığı Emel ve salatayı Rıfat hazırladı.,Yemekte balığı Emel ve Rıfat salatayı hazırladı.,salatayı Rıfat,Rıfat salatayı,-,ellipsis
Kitapçıda şiir kitabını Fırat ve romanı Asya aldı.,Kitapçıda şiir kitabını Fırat ve Asya romanı aldı.,romanı Asya,Asya romanı,-,ellipsis
Veteriner kliniğinde arabayı doktor ve kediyi asistan muayene etti.,Veteriner kliniğinde arabayı doktor ve asistan kediyi muayene etti.,kediyi asistan,asistan kediyi,-,ellipsis
Yemekte balığı Murat salatayı da Defne hazırladı.,Yemekte balığı Murat Defne de salatayı hazırladı.,salatayı da Defne,Defne de salatayı,-,ellipsis
Sokakta telefonunu Ela ve uçurtmayı Can uçurdu.,Sokakta telefonunu Ela ve Can uçurtmayı uçurdu.,uçurtmayı Can,Can uçurtmayı,-,ellipsis
Partide videoyu Cem ve dansı Buse seçti.,Partide videoyu Cem ve Buse dansı seçti.,dansı Buse,Buse dansı,-,ellipsis
Markette karnabaharları Zeynep ve bakliyatı Murat aldı.,Markette karnabaharları Zeynep ve Murat bakliyatı aldı.,bakliyatı Murat,Murat bakliyatı,-,ellipsis
Havuzda balinayı Kadir ve havluyu Duygu getirdi.,Havuzda balinayı Kadir ve Duygu havluyu getirdi.,havluyu Duygu,Duygu havluyu,-,ellipsis
Futbol maçında formaları Ali ve şortları Burcu getirdi.,Futbol maçında formaları Ali ve Burcu şortları getirdi.,şortları Burcu,Burcu şortları,-,ellipsis
Doğum günü evinde pastayı Mert ve süsleri Gamze ayarladı.,Doğum günü evinde pastayı Mert ve Gamze süsleri ayarladı.,süsleri Gamze,Gamze süsleri,-,ellipsis
Otelde oteli Cihan ve anahtarları Seda aldı.,Otelde oteli Cihan ve Seda anahtarları aldı.,anahtarları Seda,Seda anahtarları,-,ellipsis
Tiyatroda filmi Kerem ve programı Pelin ayarladı.,Tiyatroda filmi Kerem ve Pelin programı ayarladı.,programı Pelin,Pelin programı,-,ellipsis
Oyun konunda topu Efe ve salıncağı Deniz kullandı.,Oyun konunda topu Efe ve Deniz salıncağı kullandı.,salıncağı Deniz,Deniz salıncağı,-,ellipsis
Kafede suyu Ayla ve tatlıyı Cem sipariş etti.,Kafede suyu Ayla ve Cem tatlıyı sipariş etti.,tatlıyı Cem,Cem tatlıyı,-,ellipsis
Atölyede siti Hasan ve seramiği Dilek yaptı.,Atölyede siti Hasan ve Dilek seramiği yaptı.,seramiği Dilek,Dilek seramiği,-,ellipsis
Film odanda kamerayı Onur ve senaryoyu Eda kontrol etti.,Film odanda kamerayı Onur ve Eda senaryoyu kontrol etti.,senaryoyu Eda,Eda senaryoyu,-,ellipsis
"Jazz korosunda Berk piyanoyu, Ayşe de gitarı çalıyor.","Jazz korosunda Berk piyanoyu, gitarı da Ayşe çalıyor.",Ayşe de gitarı,gitarı da Ayşe,-,ellipsis
Resim sınıfında paleti İsmail ve fırçayı Nuran aldı.,Resim sınıfında paleti İsmail ve Nuran fırçayı aldı.,fırçayı Nuran,Nuran fırçayı,-,ellipsis
Otelde hizmeti Cihan ve anahtarları Seda aldı.,Otelde hizmeti Cihan ve Seda anahtarları aldı.,anahtarları Seda,Seda anahtarları,-,ellipsis
Yeni evde evi Suat mutfağı da Özgür tasarlamış.,Yeni evde evi Suat Özgür de mutfağı tasarlamış.,mutfağı da Özgür,Özgür de mutfağı,-,ellipsis
Konferansta projemi Yasin ve notları Ebru hazırladı.,Konferansta projemi Yasin ve Ebru notları hazırladı.,notları Ebru,Ebru notları,-,ellipsis
Tatil köyünde güneş kremini Arda ve havluyu Derin getirdi.,Tatil köyünde güneş kremini Arda ve Derin havluyu getirdi.,havluyu Derin,Derin havluyu,-,ellipsis
Şirkette raporu Emir ve sunumu Asuman hazırladı.,Şirkette raporu Emir ve Asuman sunumu hazırladı.,sunumu Asuman,Asuman sunumu,-,ellipsis
Teknede dalı kaptan ve halatları miço düzeltti.,Teknede dalı kaptan ve miço halatları düzeltti.,halatları miço,miço halatları,-,ellipsis
Futbol sahasında topu Baran ve kramponları Umut getirdi.,Futbol sahasında topu Baran ve Umut kramponları getirdi.,kramponları Umut,Umut kramponları,-,ellipsis
Konferansta konferansımı Yasin ve notları Ebru hazırladı.,Konferansta konferansımı Yasin ve Ebru notları hazırladı.,notları Ebru,Ebru notları,-,ellipsis
Anlaşılan konferansta açılışı Hakan kapanışı da Aslı yaptı.,Anlaşılan konferansta açılışı Hakan Aslı da kapanışı yaptı.,kapanışı da Aslı,Aslı da kapanışı,-,ellipsis
Fırında ekmekleri usta ve pastaları çırak hazırladı.,Fırında ekmekleri usta ve çırak pastaları hazırladı.,pastaları çırak,çırak pastaları,-,ellipsis
Bahçede balığı Okan ve masayı Elif kurdu.,Bahçede balığı Okan ve Elif masayı kurdu.,masayı Elif,Elif masayı,-,ellipsis
Yılbaşı partisi için yeri Melisa ve yemekleri Kerem ayarladı.,Yılbaşı partisi için yeri Melisa ve Kerem yemekleri ayarladı.,yemekleri Kerem,Kerem yemekleri,-,ellipsis
Teknede dümeni Harun ve haritayı Sedef kabul etti.,Teknede dümeni Harun ve Sedef haritayı kabul etti.,haritayı Sedef,Sedef haritayı,-,ellipsis
Fabrikada makineleri Yasin ve raporları Selda kontrol etti.,Fabrikada makineleri Yasin ve Selda raporları kontrol etti.,raporları Selda,Selda raporları,-,ellipsis
Sınav için kitapları Zeynep ve kitapları Hasan aldı.,Sınav için kitapları Zeynep ve Hasan kitapları aldı.,kitapları Hasan,Hasan kitapları,-,ellipsis
Babalar gününde takvimi Deniz kravatı da Umut hediye etti.,Babalar gününde takvimi Deniz Umut da kravatı hediye etti.,kravatı da Umut,Umut da kravatı,-,ellipsis
Bahçede kızı Gökhan ve kediyi Melike besledi.,Bahçede kızı Gökhan ve Melike kediyi besledi.,kediyi Melike,Melike kediyi,-,ellipsis
Müzede kutuyu Ayşe ve tabloyu Cem inceledi.,Müzede kutuyu Ayşe ve Cem tabloyu inceledi.,tabloyu Cem,Cem tabloyu,-,ellipsis
Spor dışında koşu bandını Ahmet ve ağırlıkları Berk kullandı.,Spor dışında koşu bandını Ahmet ve Berk ağırlıkları kullandı.,ağırlıkları Berk,Berk ağırlıkları,-,ellipsis
Fuar alanında ikramiyeyi Sarp ve broşürü Melisa aldı.,Fuar alanında ikramiyeyi Sarp ve Melisa broşürü aldı.,broşürü Melisa,Melisa broşürü,-,ellipsis
Şirkette belgeyi Emir ve sunumu Asuman hazırladı.,Şirkette belgeyi Emir ve Asuman sunumu hazırladı.,sunumu Asuman,Asuman sunumu,-,ellipsis
Futbol sahasında ayakkabıyı Baran ve kramponları Umut getirdi.,Futbol sahasında ayakkabıyı Baran ve Umut kramponları getirdi.,kramponları Umut,Umut kramponları,-,ellipsis
Kafede kahveyi Defne ve kurabiyeyi Uğur teklif etti.,Kafede kahveyi Defne ve Uğur kurabiyeyi teklif etti.,kurabiyeyi Uğur,Uğur kurabiyeyi,-,ellipsis
Mutfakta fasulyeleri Gülce ve meyveleri Tuna doğradı.,Mutfakta fasulyeleri Gülce ve Tuna meyveleri doğradı.,meyveleri Tuna,Tuna meyveleri,-,ellipsis
Kütüphanede ansiklopediyi Can ve romanı Ece inceledi.,Kütüphanede ansiklopediyi Can ve Ece romanı inceledi.,romanı Ece,Ece romanı,-,ellipsis
Kampüste salonu Elif kafeyi de Burak seviyor.,Kampüste salonu Elif Burak da kafeyi seviyor.,kafeyi de Burak,Burak da kafeyi,-,ellipsis
Oyun sınıfında topu Efe ve salıncağı Deniz kullandı.,Oyun sınıfında topu Efe ve Deniz salıncağı kullandı.,salıncağı Deniz,Deniz salıncağı,-,ellipsis
Piknikte örtüyü Selin ve sepeti Rıza getirdi.,Piknikte örtüyü Selin ve Rıza sepeti getirdi.,sepeti Rıza,Rıza sepeti,-,ellipsis
Tatil köyünde güneş parfümünü Arda ve havluyu Derin getirdi.,Tatil köyünde güneş parfümünü Arda ve Derin havluyu getirdi.,havluyu Derin,Derin havluyu,-,ellipsis
Sahilde bisikleti Okan ve sandalyeyi Şule taşıdı.,Sahilde bisikleti Okan ve Şule sandalyeyi taşıdı.,sandalyeyi Şule,Şule sandalyeyi,-,ellipsis
Toplantıda konferansımı Yeliz dökümanı da Levent hazırladı.,Toplantıda konferansımı Yeliz Levent de dökümanı hazırladı.,dökümanı da Levent,Levent de dökümanı,-,ellipsis
Lunaparkta hız makineni operatör ve biletleri gişe görevlisi yönetti.,Lunaparkta hız makineni operatör ve gişe görevlisi biletleri yönetti.,biletleri gişe görevlisi,gişe görevlisi biletleri,-,ellipsis
Müzede kaideyi Ayşe ve tabloyu Cem inceledi.,Müzede kaideyi Ayşe ve Cem tabloyu inceledi.,tabloyu Cem,Cem tabloyu,-,ellipsis
Kafede sigarı Defne ve kurabiyeyi Uğur sipariş etti.,Kafede sigarı Defne ve Uğur kurabiyeyi sipariş etti.,kurabiyeyi Uğur,Uğur kurabiyeyi,-,ellipsis
Toplantıda seminerimi Yeliz dökümanı da Levent hazırladı.,Toplantıda seminerimi Yeliz Levent de dökümanı hazırladı.,dökümanı da Levent,Levent de dökümanı,-,ellipsis
Depoda kutuları insanlar ve faturaları muhasebeci kontrol etti.,Depoda kutuları insanlar ve muhasebeci faturaları kontrol etti.,faturaları muhasebeci,muhasebeci faturaları,-,ellipsis
Mutfakta sebzeleri Gülce ve meyveleri Tuna doğradı.,Mutfakta sebzeleri Gülce ve Tuna meyveleri doğradı.,meyveleri Tuna,Tuna meyveleri,-,ellipsis
Eczanede tableti Selin ve vitaminleri Okan aldı.,Eczanede tableti Selin ve Okan vitaminleri aldı.,vitaminleri Okan,Okan vitaminleri,-,ellipsis
Sondaj çalışmalarında vanayı asistan ve boruyu mühendis inceledi.,Sondaj çalışmalarında vanayı asistan ve mühendis boruyu inceledi.,boruyu mühendis,mühendis boruyu,-,ellipsis
Öyle görünüyor ki konferansta açılışı Elif ve konuşmayı Murat yaptı.,Öyle görünüyor ki konferansta açılışı Elif ve Murat konuşmayı yaptı.,konuşmayı Murat,Murat konuşmayı,-,ellipsis
Tiyatroda perdeyi saha görevlisi ve ışıkları yönetmen ayarladı.,Tiyatroda perdeyi saha görevlisi ve yönetmen ışıkları ayarladı.,ışıkları yönetmen,yönetmen ışıkları,-,ellipsis
Mağazada pantolonu Pelin ve pantolonu Cem seçti.,Mağazada pantolonu Pelin ve Cem pantolonu seçti.,pantolonu Cem,Cem pantolonu,-,ellipsis
Veteriner kliniğinde atı doktor ve kediyi asistan muayene etti.,Veteriner kliniğinde atı doktor ve asistan kediyi muayene etti.,kediyi asistan,asistan kediyi,-,ellipsis
Yarış pistinde arabayı sürücü ve lastikleri teknisyen değiştirdi.,Yarış pistinde arabayı sürücü ve teknisyen lastikleri değiştirdi.,lastikleri teknisyen,teknisyen lastikleri,-,ellipsis
Düğünde orkestrayı Kerem ve çiçekleri Aslı ayarladı.,Düğünde orkestrayı Kerem ve Aslı çiçekleri ayarladı.,çiçekleri Aslı,Aslı çiçekleri,-,ellipsis
Müzik stüdyosunda teli solist ve davulu baterist çaldı.,Müzik stüdyosunda teli solist ve baterist davulu çaldı.,davulu baterist,baterist davulu,-,ellipsis
Yemekte yemeği Murat salatayı da Defne hazırladı.,Yemekte yemeği Murat Defne de salatayı hazırladı.,salatayı da Defne,Defne de salatayı,-,ellipsis
Hastanede belgeyi doktor ve ilacı hemşire verdi.,Hastanede belgeyi doktor ve hemşire ilacı verdi.,ilacı hemşire,hemşire ilacı,-,ellipsis
Sınıfta tahtayı Eda ve bilgisayarı Hasan kullandı.,Sınıfta tahtayı Eda ve Hasan bilgisayarı kullandı.,bilgisayarı Hasan,Hasan bilgisayarı,-,ellipsis
Sirk salonunda ipte cambaz ve halkada akrobat yürüdü.,Sirk salonunda ipte cambaz ve akrobat halkada yürüdü.,halkada akrobat,akrobat halkada,-,ellipsis
Kitapçıda tiyatro kitabını Fırat ve romanı Asya aldı.,Kitapçıda tiyatro kitabını Fırat ve Asya romanı aldı.,romanı Asya,Asya romanı,-,ellipsis
Konserde sesleri Ali ve mikrofonları Deniz ayarladı.,Konserde sesleri Ali ve Deniz mikrofonları ayarladı.,mikrofonları Deniz,Deniz mikrofonları,-,ellipsis
Konserde zurnayı Berk ve kemanı Sinem çaldı.,Konserde zurnayı Berk ve Sinem kemanı çaldı.,kemanı Sinem,Sinem kemanı,-,ellipsis
Tiyatroda perdeyi sahne görevlisi ve ışıkları yönetmen ayarladı.,Tiyatroda perdeyi sahne görevlisi ve yönetmen ışıkları ayarladı.,ışıkları yönetmen,yönetmen ışıkları,-,ellipsis
Hafta sayıyı parkı çocuklar müzeyi de öğretmen ziyaret etti.,Hafta sayıyı parkı çocuklar öğretmen de müzeyi ziyaret etti.,müzeyi de öğretmen,öğretmen de müzeyi,-,ellipsis
Kütüphanede rafları stajyer ve katalogları memur düzenledi.,Kütüphanede rafları stajyer ve memur katalogları düzenledi.,katalogları memur,memur katalogları,-,ellipsis
Otelde serviyi Cihan ve anahtarları Seda aldı.,Otelde serviyi Cihan ve Seda anahtarları aldı.,anahtarları Seda,Seda anahtarları,-,ellipsis
Gökdelende camları işçi ve elektrik sistemini teknisyen fren etti.,Gökdelende camları işçi ve teknisyen elektrik sistemini fren etti.,elektrik sistemini teknisyen,teknisyen elektrik sistemini,-,ellipsis
Spor lobinde ağırlıkları Hakan ve koşu bandını Deniz kullandı.,Spor lobinde ağırlıkları Hakan ve Deniz koşu bandını kullandı.,koşu bandını Deniz,Deniz koşu bandını,-,ellipsis
Tiyatroda fiyatı Kerem ve programı Pelin ayarladı.,Tiyatroda fiyatı Kerem ve Pelin programı ayarladı.,programı Pelin,Pelin programı,-,ellipsis
Tiyatroda perdeyi müzik görevlisi ve ışıkları yönetmen ayarladı.,Tiyatroda perdeyi müzik görevlisi ve yönetmen ışıkları ayarladı.,ışıkları yönetmen,yönetmen ışıkları,-,ellipsis
Babalar gününde haftayı Deniz kravatı da Umut hediye etti.,Babalar gününde haftayı Deniz Umut da kravatı hediye etti.,kravatı da Umut,Umut da kravatı,-,ellipsis
Kütüphanede diziyi Ela ve dergiyi Burak ödünç aldı.,Kütüphanede diziyi Ela ve Burak dergiyi ödünç aldı.,dergiyi Burak,Burak dergiyi,-,ellipsis
Havuzda tekneyi Kadir ve havluyu Duygu getirdi.,Havuzda tekneyi Kadir ve Duygu havluyu getirdi.,havluyu Duygu,Duygu havluyu,-,ellipsis
Kütüphanede videoyu Ela ve dergiyi Burak ödünç aldı.,Kütüphanede videoyu Ela ve Burak dergiyi ödünç aldı.,dergiyi Burak,Burak dergiyi,-,ellipsis
Sınıfta sunumu Büşra ve raporu Cem yaptı.,Sınıfta sunumu Büşra ve Cem raporu yaptı.,raporu Cem,Cem raporu,-,ellipsis
Futbol sahasında fileyi Baran ve kramponları Umut getirdi.,Futbol sahasında fileyi Baran ve Umut kramponları getirdi.,kramponları Umut,Umut kramponları,-,ellipsis
Sokakta balonu Ela ve uçurtmayı Can uçurdu.,Sokakta balonu Ela ve Can uçurtmayı uçurdu.,uçurtmayı Can,Can uçurtmayı,-,ellipsis
Pazarda elmayı Onur ve kavunu Ceyda aldı.,Pazarda elmayı Onur ve Ceyda kavunu aldı.,kavunu Ceyda,Ceyda kavunu,-,ellipsis
Teknede yatı kaptan ve halatları miço düzeltti.,Teknede yatı kaptan ve miço halatları düzeltti.,halatları miço,miço halatları,-,ellipsis
Babalar saatinde saati Deniz kravatı da Umut hediye etti.,Babalar saatinde saati Deniz Umut da kravatı hediye etti.,kravatı da Umut,Umut da kravatı,-,ellipsis
Mağazada kıyafeti Pelin ve çantayı Arda seçti.,Mağazada kıyafeti Pelin ve Arda çantayı seçti.,çantayı Arda,Arda çantayı,-,ellipsis
Fuar alanında bileti Sarp ve broşürü Melisa aldı.,Fuar alanında bileti Sarp ve Melisa broşürü aldı.,broşürü Melisa,Melisa broşürü,-,ellipsis
Sabah bakıcı gelince annesi binaya babası da okula gidiyor.,Sabah bakıcı gelince annesi binaya okula da babası gidiyor.,babası da okula,okula da babası,-,ellipsis
Spor merkezinde ağırlıkları Hakan ve koşu bandını Deniz kullandı.,Spor merkezinde ağırlıkları Hakan ve Deniz koşu bandını kullandı.,koşu bandını Deniz,Deniz koşu bandını,-,ellipsis
Kafede sigarayı Defne ve kurabiyeyi Uğur sipariş etti.,Kafede sigarayı Defne ve Uğur kurabiyeyi sipariş etti.,kurabiyeyi Uğur,Uğur kurabiyeyi,-,ellipsis
Göl altında sandalı Ayhan ve oltayı Gökçe kontrol etti.,Göl altında sandalı Ayhan ve Gökçe oltayı kontrol etti.,oltayı Gökçe,Gökçe oltayı,-,ellipsis
Spor merkezinde koşu bandını Ahmet ve ağırlıkları Berk kullandı.,Spor merkezinde koşu bandını Ahmet ve Berk ağırlıkları kullandı.,ağırlıkları Berk,Berk ağırlıkları,-,ellipsis
Veteriner kliniğinde köpeği doktor ve kediyi asistan tedavi etti.,Veteriner kliniğinde köpeği doktor ve asistan kediyi tedavi etti.,kediyi asistan,asistan kediyi,-,ellipsis
Kütüphanede rafları mühendis ve katalogları memur düzenledi.,Kütüphanede rafları mühendis ve memur katalogları düzenledi.,katalogları memur,memur katalogları,-,ellipsis
Doğa yürüyüşünde pozisyonu Hakan ve ekipmanları Büşra belirledi.,Doğa yürüyüşünde pozisyonu Hakan ve Büşra ekipmanları belirledi.,ekipmanları Büşra,Büşra ekipmanları,-,ellipsis
Konserde seleri Ali ve mikrofonları Deniz ayarladı.,Konserde seleri Ali ve Deniz mikrofonları ayarladı.,mikrofonları Deniz,Deniz mikrofonları,-,ellipsis
Belli ki toplantıda sunumu Yeliz dökümanı da Levent hazırladı.,Belli ki toplantıda sunumu Yeliz Levent de dökümanı hazırladı.,dökümanı da Levent,Levent de dökümanı,-,ellipsis
Düğünde yumurtayı Leyla ve hediyeyi Emir getirdi.,Düğünde yumurtayı Leyla ve Emir hediyeyi getirdi.,hediyeyi Emir,Emir hediyeyi,-,ellipsis
Düğünde salonu Kerem ve çiçekleri Aslı ayarladı.,Düğünde salonu Kerem ve Aslı çiçekleri ayarladı.,çiçekleri Aslı,Aslı çiçekleri,-,ellipsis
Düğünde pulu Leyla ve hediyeyi Emir getirdi.,Düğünde pulu Leyla ve Emir hediyeyi getirdi.,hediyeyi Emir,Emir hediyeyi,-,ellipsis
"Jazz orkestrasında Berk piyanoyu, Ayşe de gitarı çalıyor.","Jazz orkestrasında Berk piyanoyu, gitarı da Ayşe çalıyor.",Ayşe de gitarı,gitarı da Ayşe,-,ellipsis
Mağazada ayakkabıyı Pelin ve pantolonu Cem seçti.,Mağazada ayakkabıyı Pelin ve Cem pantolonu seçti.,pantolonu Cem,Cem pantolonu,-,ellipsis
Müzede objeyi Ayşe ve tabloyu Cem inceledi.,Müzede objeyi Ayşe ve Cem tabloyu inceledi.,tabloyu Cem,Cem tabloyu,-,ellipsis
Kampüste kütüphaneyi Elif kafeyi de Burak seviyor.,Kampüste kütüphaneyi Elif Burak da kafeyi seviyor.,kafeyi de Burak,Burak da kafeyi,-,ellipsis
Oyun altında topu Efe ve salıncağı Deniz kullandı.,Oyun altında topu Efe ve Deniz salıncağı kullandı.,salıncağı Deniz,Deniz salıncağı,-,ellipsis
Eczanede ilacı Selin ve vitaminleri Okan aldı.,Eczanede ilacı Selin ve Okan vitaminleri aldı.,vitaminleri Okan,Okan vitaminleri,-,ellipsis
Sınav için kayıtları Zeynep ve kitapları Hasan aldı.,Sınav için kayıtları Zeynep ve Hasan kitapları aldı.,kitapları Hasan,Hasan kitapları,-,ellipsis
Sinema banyonda biletleri Barış ve mısırı Deniz aldı.,Sinema banyonda biletleri Barış ve Deniz mısırı aldı.,mısırı Deniz,Deniz mısırı,-,ellipsis
Partide şarkıyı Cem ve dansı Buse seçti.,Partide şarkıyı Cem ve Buse dansı seçti.,dansı Buse,Buse dansı,-,ellipsis
Düğünde deriyi Leyla ve hediyeyi Emir getirdi.,Düğünde deriyi Leyla ve Emir hediyeyi getirdi.,hediyeyi Emir,Emir hediyeyi,-,ellipsis
Restoranda telefonu Mert ve makarnayı İrem seçti.,Restoranda telefonu Mert ve İrem makarnayı seçti.,makarnayı İrem,İrem makarnayı,-,ellipsis
Bahçede yerde Ayşe ve salıncakta Bora oturdu.,Bahçede yerde Ayşe ve Bora salıncakta oturdu.,salıncakta Bora,Bora salıncakta,-,ellipsis
Kitapçıda müzik kitabını Fırat ve romanı Asya aldı.,Kitapçıda müzik kitabını Fırat ve Asya romanı aldı.,romanı Asya,Asya romanı,-,ellipsis
Düğünde dansı Derya müziği de Emre seçti.,Düğünde dansı Derya Emre de müziği seçti.,müziği de Emre,Emre de müziği,-,ellipsis
Müzik stüdyosunda arabayı solist ve davulu baterist çaldı.,Müzik stüdyosunda arabayı solist ve baterist davulu çaldı.,davulu baterist,baterist davulu,-,ellipsis
Doğa yürüyüşünde konuyu Hakan ve ekipmanları Büşra belirledi.,Doğa yürüyüşünde konuyu Hakan ve Büşra ekipmanları belirledi.,ekipmanları Büşra,Büşra ekipmanları,-,ellipsis
Göl kenarında sandalı Ayhan ve oltayı Gökçe kontrol etti.,Göl kenarında sandalı Ayhan ve Gökçe oltayı kontrol etti.,oltayı Gökçe,Gökçe oltayı,-,ellipsis
Lunaparkta hız vagonuna Arda ve dönme dolaba Melis bindi.,Lunaparkta hız vagonuna Arda ve Melis dönme dolaba bindi.,dönme dolaba Melis,Melis dönme dolaba,-,ellipsis
"Akşam suyu abim, tatlıyı da babam yaptı.","Akşam suyu abim, babam da tatlıyı yaptı.",tatlıyı da babam,babam da tatlıyı,-,ellipsis
O halde konferansta açılışı Hakan kapanışı da Aslı yaptı.,O halde konferansta açılışı Hakan Aslı da kapanışı yaptı.,kapanışı da Aslı,Aslı da kapanışı,-,ellipsis
Kafede telefonu Defne ve kurabiyeyi Uğur sipariş etti.,Kafede telefonu Defne ve Uğur kurabiyeyi sipariş etti.,kurabiyeyi Uğur,Uğur kurabiyeyi,-,ellipsis
Teknede botu kaptan ve halatları miço düzeltti.,Teknede botu kaptan ve miço halatları düzeltti.,halatları miço,miço halatları,-,ellipsis
