good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
O halde kimin yazdığı şiiri okudun?,O halde onun niçin yazdığı şiiri okudun?,Kimin,Onun niçin,şiiri,island_effects
Neyi pislik tenekesine atan adam yakalandı?,Onu neden pislik tenekesine atan adam yakalandı?,Neyi,Onu neden,adam,island_effects
Kimin kazdığı çukur sebeple dolduruldu?,Onun niçin kazdığı çukur sebeple dolduruldu?,Kimin,Onun niçin,çukur,island_effects
Kimi filmde alkışlayan seyirciler coşkuluydular?,Onu niye filmde alkışlayan seyirciler coşkuluydular?,Kimi,Onu niye,seyirciler,island_effects
O halde kimin söylediği yalan ortaya çıktı?,O halde onun neden söylediği yalan ortaya çıktı?,Kimin,Onun neden,yalan,island_effects
Neyi ormanın dallarına asan çocuk güldü?,Onu nasıl ormanın dallarına asan çocuk güldü?,Neyi,Onu nasıl,çocuk,island_effects
Öyle görünüyor ki kimin aldığı kararı duydun?,Öyle görünüyor ki onun neden aldığı kararı duydun?,Kimin,Onun neden,kararı,island_effects  
Demek ki kimin yaktığı ateş sabaha kadar söndü?,Demek ki onun nasıl yaktığı ateş sabaha kadar söndü?,Kimin,Onun nasıl,ateş,island_effects
Kimi bar arkasında bekleyen yönetmen çağırdı?,Onu niye bar arkasında bekleyen yönetmen çağırdı?,Kimi,Onu niye,yönetmen,island_effects
Öyle görünüyor ki kimin yıktığı duvar yeniden yapılıyor?,Öyle görünüyor ki onun nasıl yıktığı duvar yeniden yapılıyor?,Kimin,Onun nasıl,duvar,island_effects
Anlaşılıyor ki kimin kırdığı vazo yerdeydi?,Anlaşılıyor ki onun nasıl kırdığı vazo yerdeydi?,Kimin,Onun nasıl,vazo,island_effects  
Neyi ateş kutusuna atan çocuk yakalandı?,Onu niçin ateş kutusuna atan çocuk yakalandı?,Neyi,Onu niçin,çocuk,island_effects  
Neyi masanın içine saklayan çocuk güldü?,Onu nasıl masanın içine saklayan çocuk güldü?,Neyi,Onu nasıl,çocuk,island_effects
Yani kimin yaktığı mumlar sönmüş?,Yani onun neden yaktığı mumlar sönmüş?,Kimin,Onun neden,mumlar,island_effects
Görünüşe göre neyi çantasına koymayı unutan kadın geri döndü?,Görünüşe göre onu niçin çantasına koymayı unutan kadın geri döndü?,Neyi,Onu niçin,kadın,island_effects
Kimi hastanede umre eden doktor üzgündü?,Onu neden hastanede umre eden doktor üzgündü?,Kimi,Onu neden,doktor,island_effects
Kimi hastanede umre eden hemşire ağladı?,Onu neden hastanede umre eden hemşire ağladı?,Kimi,Onu neden,hemşire,island_effects
Kimin çaldığı perdenin sesi geliyor?,Onun niye çaldığı perdenin sesi geliyor?,Kimin,Onun niye,piyano,island_effects  
Neyi ceset kutusuna atan çocuk yakalandı?,Onu niçin ceset kutusuna atan çocuk yakalandı?,Neyi,Onu niçin,çocuk,island_effects  
Neyi evin dallarına asan çocuk sevindi?,Onu nasıl evin dallarına asan çocuk sevindi?,Neyi,Onu nasıl,çocuk,island_effects
Neyi serviste saklayan çocuk gülüyordu?,Onu neden serviste saklayan çocuk gülüyordu?,Neyi,Onu neden,çocuk,island_effects
Neyi kayanın dallarına asan çocuk güldü?,Onu nasıl kayanın dallarına asan çocuk güldü?,Neyi,Onu nasıl,çocuk,island_effects
Neyi kasadan çıkaran kadın şaşırdı?,Onu niye kasadan çıkaran kadın şaşırdı?,Neyi,Onu niye,kadın,island_effects  
Neyi arabasına koymayı unutan kadın telaşlandı?,Onu niye arabasına koymayı unutan kadın telaşlandı?,Neyi,Onu niye,kadın,island_effects
Kimin kazdığı kuyu tehlikeli görünüyordu?,Onun niçin kazdığı kuyu tehlikeli görünüyordu?,Kimin,Onun niçin,kuyu,island_effects
Neyi ormanın dallarına asan çocuk sevindi?,Onu nasıl ormanın dallarına asan çocuk sevindi?,Neyi,Onu nasıl,çocuk,island_effects
Neyi duvardan atan kedi korkuttu?,Onu neden duvardan atan kedi korkuttu?,Neyi,Onu neden,kedi,island_effects  
Kimin kırdığı bardak yerine eskisini aldılar?,Onun nasıl kırdığı bardak yerine eskisini aldılar?,Kimin,Onun nasıl,bardak,island_effects
Kimi bahçede gören komşu mesaj etti?,Onu nasıl bahçede gören komşu mesaj etti?,Kimi,Onu nasıl,komşu,island_effects
Neyi meyvenin dallarına asan çocuk güldü?,Onu nasıl meyvenin dallarına asan çocuk güldü?,Neyi,Onu nasıl,çocuk,island_effects
Kimi kitapta gören öğrenci şaşırdı?,Onu niye kitapta gören öğrenci şaşırdı?,Kimi,Onu niye,öğrenci,island_effects
Kimi filme çağıran basçıyı beğeniyor?,Onu neden filme çağıran basçıyı beğeniyor?,Kimi,Onu neden,basçıyı,island_effects
O halde kimin söylediği söz herkesi şaşırttı?,O halde onun niye söylediği söz herkesi şaşırttı?,Kimin,Onun niye,söz,island_effects
Neyi ağacın ustuncuna saklayan köpek havladı?,Onu nasıl ağacın ustuncuna saklayan köpek havladı?,Neyi,Onu nasıl,köpek,island_effects
Kimi hastanede davet eden hemşire ağladı?,Onu neden hastanede davet eden hemşire ağladı?,Kimi,Onu neden,hemşire,island_effects
Anlaşılan kimin söylediği söz herkesi şaşırttı?,Anlaşılan onun niye söylediği söz herkesi şaşırttı?,Kimin,Onun niye,söz,island_effects
Kimi okulda gören kasiyer gülümsedi?,Onu neden okulda gören kasiyer gülümsedi?,Kimi,Onu neden,kasiyer,island_effects
Kimi bahçede gören komşu bilgisayar etti?,Onu nasıl bahçede gören komşu bilgisayar etti?,Kimi,Onu nasıl,komşu,island_effects
Neyi yılanın altına saklayan köpek havlıyordu?,Onu nasıl yılanın altına saklayan köpek havlıyordu?,Neyi,Onu nasıl,köpek,island_effects
Neyi buzdolabında saklayan çocuk gülümsüyordu?,Onu neden buzdolabında saklayan çocuk gülümsüyordu?,Neyi,Onu neden,çocuk,island_effects
Kimi tiyatroda gören öğrenci şaşırdı?,Onu niye tiyatroda gören öğrenci şaşırdı?,Kimi,Onu niye,öğrenci,island_effects
Kimi hastanede giriş eden hemşire ağladı?,Onu neden hastanede giriş eden hemşire ağladı?,Kimi,Onu neden,hemşire,island_effects
Belli ki kimin aldığı kararı duydun?,Belli ki onun neden aldığı kararı duydun?,Kimin,Onun neden,kararı,island_effects  
Belli ki kimin yaktığı mumlar hala yanıyor?,Belli ki onun neden yaktığı mumlar hala yanıyor?,Kimin,Onun neden,mumlar,island_effects
Kimin kırdığı bardak yerine benzerini aldılar?,Onun nasıl kırdığı bardak yerine benzerini aldılar?,Kimin,Onun nasıl,bardak,island_effects
Neyi masaya asan ressam mutlu oldu?,Onu neden masaya asan ressam mutlu oldu?,Neyi,Onu neden,ressam,island_effects
Belli ki kimin yaktığı ateş sabaha kadar söndü?,Belli ki onun nasıl yaktığı ateş sabaha kadar söndü?,Kimin,Onun nasıl,ateş,island_effects
Kimi yolda gören balıkçı şaşırdı?,Onu neden yolda gören balıkçı şaşırdı?,Kimi,Onu neden,balıkçı,island_effects  
Neyi duvarda saklayan çocuk gülüyordu?,Onu neden duvarda saklayan çocuk gülüyordu?,Neyi,Onu neden,çocuk,island_effects
Kimi kütüphanede gören öğrenci şaşırdı?,Onu neden kütüphanede gören öğrenci şaşırdı?,Kimi,Onu neden,öğrenci,island_effects
Öyle görünüyor ki kimin yönettiği filmi izledin?,Öyle görünüyor ki onun nasıl yönettiği filmi izledin?,Kimin,Onun nasıl,filmi,island_effects
Neyi tavaya bırakan garson düşürdü?,Onu nasıl tavaya bırakan garson düşürdü?,Neyi,Onu nasıl,garson,island_effects  
Kimin kırdığı pencere camı değiştirildi?,Onun niçin kırdığı pencere camı değiştirildi?,Kimin,Onun niçin,camı,island_effects
Kimin yıktığı kuleyi yeniden destek ettiler?,Onun niye yıktığı kuleyi yeniden destek ettiler?,Kimin,Onun niye,kuleyi,island_effects
Kimi okul içerisinde gören öğretmen şaşırdı?,Onu nasıl okul içerisinde gören öğretmen şaşırdı?,Kimi,Onu nasıl,öğretmen,island_effects
Neyi masanın desteğine saklayan çocuk güldü?,Onu nasıl masanın desteğine saklayan çocuk güldü?,Neyi,Onu nasıl,çocuk,island_effects
Demek ki kimin yaptığı pastayı beğendin?,Demek ki onun niçin yaptığı pastayı beğendin?,Kimin,Onun niçin,pastayı,island_effects  
Kimi yerde gören kasiyer gülümsedi?,Onu nasıl yerde gören kasiyer gülümsedi?,Kimi,Onu nasıl,kasiyer,island_effects
Neyi balkondan atan kedi korkuttu?,Onu neden balkondan atan kedi korkuttu?,Neyi,Onu neden,kedi,island_effects  
Yani kimin yaktığı ateş sabaha kadar yandı?,Yani onun nasıl yaktığı ateş sabaha kadar yandı?,Kimin,Onun nasıl,ateş,island_effects
Neyi hayvanın dallarına asan çocuk güldü?,Onu nasıl hayvanın dallarına asan çocuk güldü?,Neyi,Onu nasıl,çocuk,island_effects
Neyi evde besleyen çocuk mutlu oldu?,Onu nasıl evde besleyen çocuk mutlu oldu?,Neyi,Onu nasıl,çocuk,island_effects
O halde kimin yaktığı ateş sabaha kadar yandı?,O halde onun nasıl yaktığı ateş sabaha kadar yandı?,Kimin,Onun nasıl,ateş,island_effects
Kimi hastanede ziyaret eden hemşire ağladı?,Onu neden hastanede ziyaret eden hemşire ağladı?,Kimi,Onu neden,hemşire,island_effects
Öyle görünüyor ki kimin yaktığı ateş hala yanıyor?,Öyle görünüyor ki onun neden yaktığı ateş hala yanıyor?,Kimin,Onun neden,ateş,island_effects
Kimi güldürmeye çalışan çocuk arzu çekti?,Onu niye güldürmeye çalışan çocuk arzu çekti?,Kimi,Onu niye,çocuk,island_effects
O halde kimi arayan sekreter telaşlandı?,O halde onu niçin arayan sekreter telaşlandı?,Kimi,Onu niçin,sekreter,island_effects  
Kimin yaktığı ateş sabaha kadar yandı?,Onun nasıl yaktığı ateş sabaha kadar yandı?,Kimin,Onun nasıl,ateş,island_effects
Şu halde kimi otobüsten indiren şoför sinirlendi?,Şu halde onu niçin otobüsten indiren şoför sinirlendi?,Kimi,Onu niçin,şoför,island_effects
Kimi eczanede gören kasiyer tanıdı?,Onu niçin eczanede gören kasiyer tanıdı?,Kimi,Onu niçin,kasiyer,island_effects
Kimi otelde gören taraftar bağırdı?,Onu nasıl otelde gören taraftar bağırdı?,Kimi,Onu nasıl,taraftar,island_effects  
Kimi tepede bekleyen polis sorguladı?,Onu neden tepede bekleyen polis sorguladı?,Kimi,Onu neden,polis,island_effects  
O halde kimin kopardığı çiçekler solmuş?,O halde onun niye kopardığı çiçekler solmuş?,Kimin,Onun niye,çiçekler,island_effects
Kimi yerde gören kasiyer tanıdı?,Onu niçin yerde gören kasiyer tanıdı?,Kimi,Onu niçin,kasiyer,island_effects
Şu halde kimin dinlediği şarkıyı kapattın?,Şu halde onun neden dinlediği şarkıyı kapattın?,Kimin,Onun neden,şarkıyı,island_effects
Kimin yıktığı kuleyi yeniden tadil ettiler?,Onun niye yıktığı kuleyi yeniden tadil ettiler?,Kimin,Onun niye,kuleyi,island_effects
Demek ki kimin gittiği konser çok kalabalıkmış?,Demek ki onun nasıl gittiği konser çok kalabalıkmış?,Kimin,Onun nasıl,konser,island_effects
Kimin yaptığı heykel yerde sergileniyor?,Onun niçin yaptığı heykel yerde sergileniyor?,Kimin,Onun niçin,heykel,island_effects
Kimin yaktığı mumlar hala yanıyor?,Onun neden yaktığı mumlar hala yanıyor?,Kimin,Onun neden,mumlar,island_effects
Neyi çalışma odasında unutan yazar geri döndü?,Onu neden çalışma odasında unutan yazar geri döndü?,Neyi,Onu neden,yazar,island_effects
Neyi dalın dallarına asan çocuk güldü?,Onu nasıl dalın dallarına asan çocuk güldü?,Neyi,Onu nasıl,çocuk,island_effects
Kimi güldürmeye çalışan çocuk teşvik çekti?,Onu niye güldürmeye çalışan çocuk teşvik çekti?,Kimi,Onu niye,çocuk,island_effects
Kimi okul kenarında gören öğretmen şaşırdı?,Onu nasıl okul kenarında gören öğretmen şaşırdı?,Kimi,Onu nasıl,öğretmen,island_effects
Kimi yanda bekleyen polis sorguladı?,Onu neden yanda bekleyen polis sorguladı?,Kimi,Onu neden,polis,island_effects  
Neyi masaya koyan adam unuttu?,Onu nasıl masaya koyan adam unuttu?,Neyi,Onu nasıl,adam,island_effects  
Kimi hastanede seyahat eden hemşire ağladı?,Onu neden hastanede seyahat eden hemşire ağladı?,Kimi,Onu neden,hemşire,island_effects
Kimi fabrikaya bırakan görevli geç kaldı?,Onu niçin fabrikaya bırakan görevli geç kaldı?,Kimi,Onu niçin,görevli,island_effects
Anlaşılıyor ki kimin söylediği şarkıyı dinliyorsun?,Anlaşılıyor ki onun niye söylediği şarkıyı dinliyorsun?,Kimin,Onun niye,şarkıyı,island_effects  
Anlaşılan kimin kopardığı çiçekler solmuş?,Anlaşılan onun niye kopardığı çiçekler solmuş?,Kimin,Onun niye,çiçekler,island_effects
Kimi yerde gören kasiyer gülümsedi?,Onu neden yerde gören kasiyer gülümsedi?,Kimi,Onu neden,kasiyer,island_effects
Kimi orada bekleyen polis sorguladı?,Onu neden orada bekleyen polis sorguladı?,Kimi,Onu neden,polis,island_effects  
Kimin kırdığı konsol camı değiştirildi?,Onun niçin kırdığı konsol camı değiştirildi?,Kimin,Onun niçin,camı,island_effects
Anlaşılan kimin çizdiği resim sergileniyor?,Anlaşılan onun nasıl çizdiği resim sergileniyor?,Kimin,Onun nasıl,resim,island_effects
Neyi masaya bırakan garson düşürdü?,Onu nasıl masaya bırakan garson düşürdü?,Neyi,Onu nasıl,garson,island_effects  
Anlaşılan kimin söylediği yalan ortaya çıktı?,Anlaşılan onun neden söylediği yalan ortaya çıktı?,Kimin,Onun neden,yalan,island_effects
Anlaşılıyor ki kimin yaktığı ateş hala yanıyor?,Anlaşılıyor ki onun neden yaktığı ateş hala yanıyor?,Kimin,Onun neden,ateş,island_effects
Kimi hastanede tedavi eden doktor üzgündü?,Onu neden hastanede tedavi eden doktor üzgündü?,Kimi,Onu neden,doktor,island_effects
Kimi bahçede gören komşu sinyal etti?,Onu nasıl bahçede gören komşu sinyal etti?,Kimi,Onu nasıl,komşu,island_effects
Anlaşılan kimin yaktığı mumlar hala yanıyor?,Anlaşılan onun neden yaktığı mumlar hala yanıyor?,Kimin,Onun neden,mumlar,island_effects
Neyi çalışma ofisinde unutan yazar geri döndü?,Onu neden çalışma ofisinde unutan yazar geri döndü?,Neyi,Onu neden,yazar,island_effects
Kimi dansa çağıran basçıyı beğeniyor?,Onu neden dansa çağıran basçıyı beğeniyor?,Kimi,Onu neden,basçıyı,island_effects
Kimi okul arkasında gören öğretmen şaşırdı?,Onu nasıl okul arkasında gören öğretmen şaşırdı?,Kimi,Onu nasıl,öğretmen,island_effects
Kimi sahnede alkışlayan seyirciler coşkuluydu?,Onu niye sahnede alkışlayan seyirciler coşkuluydu?,Kimi,Onu niye,seyirciler,island_effects
Neyi balkonundan atan komşu destek edildi?,Onu niçin balkonundan atan komşu destek edildi?,Neyi,Onu niçin,komşu,island_effects
Neyi arkasına koymayı unutan kadın panikledi?,Onu niye arkasına koymayı unutan kadın panikledi?,Neyi,Onu niye,kadın,island_effects
Kimin söylediği yalan harekete çıktı?,Onun neden söylediği yalan harekete çıktı?,Kimin,Onun neden,yalan,island_effects
Kimin yaptığı heykel sokakta sergileniyor?,Onun niçin yaptığı heykel sokakta sergileniyor?,Kimin,Onun niçin,heykel,island_effects
Kimi yeraltıda gören yolcu yerini verdi?,Onu nasıl yeraltıda gören yolcu yerini verdi?,Kimi,Onu nasıl,yolcu,island_effects
Neyi evin altına saklayan köpek havladı?,Onu nasıl evin altına saklayan köpek havladı?,Neyi,Onu nasıl,köpek,island_effects
Kimin kaybettiği anahtarı buldun?,Onun neden kaybettiği anahtarı buldun?,Kimin,Onun neden,anahtarı,island_effects  
Kimi serviste gören kasiyer tanıdı?,Onu niçin serviste gören kasiyer tanıdı?,Kimi,Onu niçin,kasiyer,island_effects
Kimi kapıda karşılayan kız aceleyle tavaya girdi?,Onu nasıl kapıda karşılayan kız aceleyle tavaya girdi?,Kimi,Onu nasıl,kız,island_effects
Neyi telefonuna koymayı unutan kadın geri döndü?,Onu niçin telefonuna koymayı unutan kadın geri döndü?,Neyi,Onu niçin,kadın,island_effects
Kimi yerde bekleyen polis sorguladı?,Onu neden yerde bekleyen polis sorguladı?,Kimi,Onu neden,polis,island_effects  
Yani kimin yaktığı ateş sabaha kadar söndü?,Yani onun nasıl yaktığı ateş sabaha kadar söndü?,Kimin,Onun nasıl,ateş,island_effects
Kimi sitede gören kasiyer gülümsedi?,Onu neden sitede gören kasiyer gülümsedi?,Kimi,Onu neden,kasiyer,island_effects
Anlaşılıyor ki neyi masaya bırakan garson düşürdü?,Anlaşılıyor ki onu nasıl masaya bırakan garson düşürdü?,Neyi,Onu nasıl,garson,island_effects  
Kimin kazdığı çukur risk oluşturuyordu?,Onun niçin kazdığı çukur risk oluşturuyordu?,Kimin,Onun niçin,çukur,island_effects
Belli ki kimin kırdığı vazo yerdeydi?,Belli ki onun nasıl kırdığı vazo yerdeydi?,Kimin,Onun nasıl,vazo,island_effects  
Kimi sahnede alkışlayan seyirciler coşkuluydular?,Onu niye sahnede alkışlayan seyirciler coşkuluydular?,Kimi,Onu niye,seyirciler,island_effects
Kimi kapıda karşılayan kız aceleyle koridora girdi?,Onu nasıl kapıda karşılayan kız aceleyle koridora girdi?,Kimi,Onu nasıl,kız,island_effects
Kimin çaldığı sandalyenin sesi geliyor?,Onun niye çaldığı sandalyenin sesi geliyor?,Kimin,Onun niye,piyano,island_effects  
Kimi okul bahçesinde gören öğretmen şaşırdı?,Onu nasıl okul bahçesinde gören öğretmen şaşırdı?,Kimi,Onu nasıl,öğretmen,island_effects
Kimi odada gören öğrenci şaşırdı?,Onu neden odada gören öğrenci şaşırdı?,Kimi,Onu neden,öğrenci,island_effects
Öyle görünüyor ki kimin söylediği söz herkesi şaşırttı?,Öyle görünüyor ki onun niye söylediği söz herkesi şaşırttı?,Kimin,Onun niye,söz,island_effects
Neyi ormanda besleyen çocuk mutlu oldu?,Onu nasıl ormanda besleyen çocuk mutlu oldu?,Neyi,Onu nasıl,çocuk,island_effects
Demek ki kimin yıktığı duvar yeniden yapılıyor?,Demek ki onun nasıl yıktığı duvar yeniden yapılıyor?,Kimin,Onun nasıl,duvar,island_effects
Şu halde kimin kopardığı çiçekler solmuş?,Şu halde onun niye kopardığı çiçekler solmuş?,Kimin,Onun niye,çiçekler,island_effects
Kimin yaptığı heykel müzede sergileniyor?,Onun niçin yaptığı heykel müzede sergileniyor?,Kimin,Onun niçin,heykel,island_effects
Kimin unuttuğu şemsiye depoda kalmış?,Onun niye unuttuğu şemsiye depoda kalmış?,Kimin,Onun niye,şemsiye,island_effects
Neyi rafta saklayan çocuk gülüyordu?,Onu neden rafta saklayan çocuk gülüyordu?,Neyi,Onu neden,çocuk,island_effects
Neyi cop kutusuna atan çocuk yakalandı?,Onu niçin cop kutusuna atan çocuk yakalandı?,Neyi,Onu niçin,çocuk,island_effects  
Kimi parkta gören çocuk heyecanlandı?,Onu neden parkta gören çocuk heyecanlandı?,Kimi,Onu neden,çocuk,island_effects  
Neyi arkasına koymayı unutan kadın geri döndü?,Onu niçin arkasına koymayı unutan kadın geri döndü?,Neyi,Onu niçin,kadın,island_effects
Yani kimin yazdığı mektubu okudun?,Yani onun nasıl yazdığı mektubu okudun?,Kimin,Onun nasıl,mektubu,island_effects  
Neyi depoya koyan adam unutmuş?,Onu niçin depoya koyan adam unutmuş?,Neyi,Onu niçin,adam,island_effects  
Kimin kazdığı çukur hasar oluşturuyordu?,Onun niçin kazdığı çukur hasar oluşturuyordu?,Kimin,Onun niçin,çukur,island_effects
Kimin unuttuğu şapka masada kalmış?,Onun niye unuttuğu şapka masada kalmış?,Kimin,Onun niye,şapka,island_effects
Kimin kazdığı çukur kotla dolduruldu?,Onun niçin kazdığı çukur kotla dolduruldu?,Kimin,Onun niçin,çukur,island_effects
Neyi balkonundan atan komşu sıkıntı edildi?,Onu niçin balkonundan atan komşu sıkıntı edildi?,Neyi,Onu niçin,komşu,island_effects
Kimi per arkasında bekleyen yönetmen çağırdı?,Onu niye per arkasında bekleyen yönetmen çağırdı?,Kimi,Onu niye,yönetmen,island_effects
Neyi hayvanın dallarına asan çocuk sevindi?,Onu nasıl hayvanın dallarına asan çocuk sevindi?,Neyi,Onu nasıl,çocuk,island_effects
Öyle görünüyor ki kimin dinlediği şarkıyı kapattın?,Öyle görünüyor ki onun neden dinlediği şarkıyı kapattın?,Kimin,Onun neden,şarkıyı,island_effects
Kimin dinlediği şarkıyı kapattın?,Onun neden dinlediği şarkıyı kapattın?,Kimin,Onun neden,şarkıyı,island_effects
Kimi konsere çağıran basçıyı beğeniyor?,Onu neden konsere çağıran basçıyı beğeniyor?,Kimi,Onu neden,basçıyı,island_effects
Kimi mağazada kontrol eden güvenlik görevlisi şüphelendi?,Onu niçin mağazada kontrol eden güvenlik görevlisi şüphelendi?,Kimi,Onu niçin,görevlisi,island_effects
Kimi otoyolda gören polis durdurdu?,Onu nasıl otoyolda gören polis durdurdu?,Kimi,Onu nasıl,polis,island_effects
Anlaşılan kimin kaybettiği cüzdan bulundu?,Anlaşılan onun nasıl kaybettiği cüzdan bulundu?,Kimin,Onun nasıl,cüzdan,island_effects
Anlaşılıyor ki kimin kaybettiği cüzdan bulundu?,Anlaşılıyor ki onun nasıl kaybettiği cüzdan bulundu?,Kimin,Onun nasıl,cüzdan,island_effects
Neyi sis kutusuna atan çocuk yakalandı?,Onu niçin sis kutusuna atan çocuk yakalandı?,Neyi,Onu niçin,çocuk,island_effects  
Kimi hastanede faaliyet eden hemşire üzüldü?,Onu neden hastanede faaliyet eden hemşire üzüldü?,Kimi,Onu neden,hemşire,island_effects
Şu halde kimin yazdığı mektubu okudun?,Şu halde onun nasıl yazdığı mektubu okudun?,Kimin,Onun nasıl,mektubu,island_effects  
Neyi duvardan atan komşu uyarılmıştı?,Onu niçin duvardan atan komşu uyarılmıştı?,Neyi,Onu niçin,komşu,island_effects
Kimi okula bırakan görevli geç kaldı?,Onu niçin okula bırakan görevli geç kaldı?,Kimi,Onu niçin,görevli,island_effects
Kimi duvarda bekleyen polis sorguladı?,Onu neden duvarda bekleyen polis sorguladı?,Kimi,Onu neden,polis,island_effects  
Görünüşe göre kimin kırdığı vazo yerdeydi?,Görünüşe göre onun nasıl kırdığı vazo yerdeydi?,Kimin,Onun nasıl,vazo,island_effects  
Kimi güldürmeye çalışan çocuk merak çekti?,Onu niye güldürmeye çalışan çocuk merak çekti?,Kimi,Onu niye,çocuk,island_effects
Yani kimin kazdığı kuyu tehlikeli görünüyordu?,Yani onun niçin kazdığı kuyu tehlikeli görünüyordu?,Kimin,Onun niçin,kuyu,island_effects
Neyi serviste unutan anne telaşlandı?,Onu niye serviste unutan anne telaşlandı?,Neyi,Onu niye,anne,island_effects
Kimi merdivende karşılayan müdür yardımcısı gergindi?,Onu niçin merdivende karşılayan müdür yardımcısı gergindi?,Kimi,Onu niçin,yardımcısı,island_effects
Kimin çaldığı kemanın sesi geliyor?,Onun niye çaldığı kemanın sesi geliyor?,Kimin,Onun niye,piyano,island_effects  
Öyle görünüyor ki kimin yazdığı kitap çok okunuyor?,Öyle görünüyor ki onun neden yazdığı kitap çok okunuyor?,Kimin,Onun neden,kitap,island_effects
Kimi mağazada tedbir eden güvenlik görevlisi şüphelendi?,Onu niçin mağazada tedbir eden güvenlik görevlisi şüphelendi?,Kimi,Onu niçin,görevlisi,island_effects
Demek ki kimin kazdığı kuyu tehlikeli görünüyordu?,Demek ki onun niçin kazdığı kuyu tehlikeli görünüyordu?,Kimin,Onun niçin,kuyu,island_effects
Neyi zeminden atan komşu uyarılmıştı?,Onu niçin zeminden atan komşu uyarılmıştı?,Neyi,Onu niçin,komşu,island_effects
Şu halde kimin yönettiği filmi izledin?,Şu halde onun nasıl yönettiği filmi izledin?,Kimin,Onun nasıl,filmi,island_effects
Belli ki kimin kaybettiği cüzdan bulundu?,Belli ki onun nasıl kaybettiği cüzdan bulundu?,Kimin,Onun nasıl,cüzdan,island_effects
Neyi odaya koyan adam unuttu?,Onu nasıl odaya koyan adam unuttu?,Neyi,Onu nasıl,adam,island_effects  
Kimi güldürmeye çalışan çocuk talep çekti?,Onu niye güldürmeye çalışan çocuk talep çekti?,Kimi,Onu niye,çocuk,island_effects
