good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Sınıf izinde müze rehberi bilgi verdi.,Sınıf izinde müze rehberi çoğu bilgi verdi.,∅,çoğu,bilgi,quantifiers  
Sabah erkenden kalkıp gazete okurum.,Sabah erkenden kalkıp her gazete okurum.,∅,her,gazete,quantifiers  
Yol içinden çiçek topladık.,Yol içinden çoğu çiçek topladık.,∅,çoğu,çiçek,quantifiers  
Anlaşılıyor ki tarlada mahsul topladılar.,Anlaşılıyor ki tarlada çoğu mahsul topladılar.,∅,çoğu,mahsul,quantifiers  
Yoldan geçenlere broşür dağıttılar.,Yoldan geçenlere çoğu broşür dağıttılar.,∅,çoğu,broşür,quantifiers
Demek ki mağazada ayakkabı denedim.,Demek ki mağazada çoğu ayakkabı denedim.,∅,çoğu,ayakkabı,quantifiers  
Anlaşılan berberde yanlışlıkla ayna kırdı.,Anlaşılan berberde yanlışlıkla çoğu ayna kırdı.,∅,çoğu,ayna,quantifiers
Konser sonrası poster aldık.,Konser sonrası her poster aldık.,∅,her,poster,quantifiers
Görünüşe göre kırtasiyede defter baktık.,Görünüşe göre kırtasiyede her defter baktık.,∅,her,defter,quantifiers
Belli ki yemekten sonra tatlı yedik.,Belli ki yemekten sonra çoğu tatlı yedik.,∅,çoğu,tatlı,quantifiers  
Anlaşılan akşam yürüyüşünde yıldız gördük.,Anlaşılan akşam yürüyüşünde çoğu yıldız gördük.,∅,çoğu,yıldız,quantifiers  
Sabah ayılmak için kahve içeriz.,Sabah ayılmak için her kahve içeriz.,∅,her,kahve,quantifiers  
Gösteride medyum numara yaptı.,Gösteride medyum her numara yaptı.,∅,her,numara,quantifiers  
O halde yoldan geçenlere broşür dağıttılar.,O halde yoldan geçenlere çoğu broşür dağıttılar.,∅,çoğu,broşür,quantifiers
Kardeşinin gelinini için elbise denedi.,Kardeşinin gelinini için her elbise denedi.,∅,her,elbise,quantifiers
Yani yürüyüşte döviz taşıdık.,Yani yürüyüşte her döviz taşıdık.,∅,her,döviz,quantifiers
Tiyatroda hakemciler kostüm giydi.,Tiyatroda hakemciler çoğu kostüm giydi.,∅,çoğu,kostüm,quantifiers
Millet sıkılınca çalma listesinde şarkı atladı.,Millet sıkılınca çalma listesinde çoğu şarkı atladı.,∅,çoğu,şarkı,quantifiers
Demek ki manavda sebze tarttık.,Demek ki manavda çoğu sebze tarttık.,∅,çoğu,sebze,quantifiers
Çocuklar ormanda oyun oynadı.,Çocuklar ormanda her oyun oynadı.,∅,her,oyun,quantifiers  
Meydanda heykel gördük.,Meydanda her heykel gördük.,∅,her,heykel,quantifiers  
Konser ilerisi poster aldık.,Konser ilerisi her poster aldık.,∅,her,poster,quantifiers
Annem durumdan istifade çanta baktı.,Annem durumdan istifade çanta baktı.,∅,her,çanta,quantifiers
Boş hayatım olursa film izlerim.,Boş hayatım olursa her film izlerim.,∅,her,film,quantifiers
Alışveriş merkezinde mağaza gezdik.,Alışveriş merkezinde çoğu mağaza gezdik.,∅,çoğu,mağaza,quantifiers  
Manavda sebze tarttık.,Manavda çoğu sebze tarttık.,∅,çoğu,sebze,quantifiers
Şantiyede vinç gördük.,Şantiyede çoğu vinç gördük.,∅,çoğu,vinç,quantifiers
Konserde bireyciler şarkı söyledi.,Konserde bireyciler çoğu şarkı söyledi.,∅,çoğu,şarkı,quantifiers  
Sabah periyodunda kuş gördüm.,Sabah periyodunda çoğu kuş gördüm.,∅,çoğu,kuş,quantifiers  
Anlaşılıyor ki bahçeye salıncak kurduk.,Anlaşılıyor ki bahçeye her salıncak kurduk.,∅,her,salıncak,quantifiers
Bahçede aileler çiçek topladı.,Bahçede aileler her çiçek topladı.,∅,her,çiçek,quantifiers
Sahilde şezlong kiraladık.,Sahilde her şezlong kiraladık.,∅,her,şezlong,quantifiers  
Anlaşılıyor ki terziden kumaş aldık.,Anlaşılıyor ki terziden her kumaş aldık.,∅,her,kumaş,quantifiers  
Şu halde kütüphanede belge inceledim.,Şu halde kütüphanede çoğu belge inceledim.,∅,çoğu,belge,quantifiers
Anlaşılan yoldan geçenlere broşür dağıttılar.,Anlaşılan yoldan geçenlere çoğu broşür dağıttılar.,∅,çoğu,broşür,quantifiers
Öyle görünüyor ki restoranda menü karıştırdık.,Öyle görünüyor ki restoranda her menü karıştırdık.,∅,her,menü,quantifiers  
Yarışmada çocuklar madalya kazandı.,Yarışmada çocuklar her madalya kazandı.,∅,her,madalya,quantifiers  
Sınıfta doktor hikaye anlattı.,Sınıfta doktor çoğu hikaye anlattı.,∅,çoğu,hikaye,quantifiers  
Belli ki kırtasiyede defter baktık.,Belli ki kırtasiyede her defter baktık.,∅,her,defter,quantifiers
Millet sıkılınca çalma altında şarkı atladı.,Millet sıkılınca çalma altında çoğu şarkı atladı.,∅,çoğu,şarkı,quantifiers
Müşteriler yerde ayakkabı denedi.,Müşteriler yerde her ayakkabı denedi.,∅,her,ayakkabı,quantifiers
Müşteriler fabrikada ayakkabı denedi.,Müşteriler fabrikada her ayakkabı denedi.,∅,her,ayakkabı,quantifiers
Kışın mangalda yemek pişiririz.,Kışın mangalda her yemek pişiririz.,∅,her,yemek,quantifiers  
O halde yolda tabela gördük.,O halde yolda çoğu tabela gördük.,∅,çoğu,tabela,quantifiers  
Demek ki bahçede çit boyadık.,Demek ki bahçede çoğu çit boyadık.,∅,çoğu,çit,quantifiers  
Görünüşe göre sınıfta tebeşir kullandık.,Görünüşe göre sınıfta her tebeşir kullandık.,∅,her,tebeşir,quantifiers
Çiftlikte insanlar yumurta topladı.,Çiftlikte insanlar her yumurta topladı.,∅,her,yumurta,quantifiers
Yani akşam yürüyüşünde yıldız gördük.,Yani akşam yürüyüşünde çoğu yıldız gördük.,∅,çoğu,yıldız,quantifiers  
Kütüphanede belge inceledim.,Kütüphanede çoğu belge inceledim.,∅,çoğu,belge,quantifiers
Yarışmada atletler madalya kazandı.,Yarışmada atletler her madalya kazandı.,∅,her,madalya,quantifiers  
Anlaşılan sergide tablo beğendik.,Anlaşılan sergide her tablo beğendik.,∅,her,tablo,quantifiers
Demek ki bizim ufaklık artık bisiklet sürebiliyor.,Demek ki bizim ufaklık artık çoğu bisiklet sürebiliyor.,∅,çoğu,bisiklet,quantifiers
Yazın deniz ortanda kitap okurum.,Yazın deniz ortanda çoğu kitap okurum.,∅,çoğu,kitap,quantifiers  
Gösteride ajan numara yaptı.,Gösteride ajan her numara yaptı.,∅,her,numara,quantifiers  
Belli ki kafede beklerken dergi okudum.,Belli ki kafede beklerken her dergi okudum.,∅,her,dergi,quantifiers  
Şu halde sahilde şezlong kiraladık.,Şu halde sahilde her şezlong kiraladık.,∅,her,şezlong,quantifiers  
Sergide manken tablo sergiledi.,Sergide manken çoğu tablo sergiledi.,∅,çoğu,tablo,quantifiers  
Kışın sobada yemek pişiririz.,Kışın sobada her yemek pişiririz.,∅,her,yemek,quantifiers  
Öyle görünüyor ki pastanede kurabiye paketledik.,Öyle görünüyor ki pastanede çoğu kurabiye paketledik.,∅,çoğu,kurabiye,quantifiers
Yarışmada doktorlar madalya kazandı.,Yarışmada doktorlar her madalya kazandı.,∅,her,madalya,quantifiers  
Belli ki gümrükte bavul açtılar.,Belli ki gümrükte her bavul açtılar.,∅,her,bavul,quantifiers
Görünüşe göre manavda sebze tarttık.,Görünüşe göre manavda çoğu sebze tarttık.,∅,çoğu,sebze,quantifiers
Öyle görünüyor ki gümrükte bavul açtılar.,Öyle görünüyor ki gümrükte her bavul açtılar.,∅,her,bavul,quantifiers
Öyle görünüyor ki kütüphanede roman okudum.,Öyle görünüyor ki kütüphanede çoğu roman okudum.,∅,çoğu,roman,quantifiers  
Konserde katılımcılar şarkı söyledi.,Konserde katılımcılar çoğu şarkı söyledi.,∅,çoğu,şarkı,quantifiers  
Kütüphanede görevli raf düzeltti.,Kütüphanede görevli her raf düzeltti.,∅,her,raf,quantifiers
Şu halde bahçıvan çiçek suladı.,Şu halde bahçıvan çoğu çiçek suladı.,∅,çoğu,çiçek,quantifiers
Anlaşılan kafede şekerlik boşaldı.,Anlaşılan kafede çoğu şekerlik boşaldı.,∅,çoğu,şekerlik,quantifiers
Konserde kişiciler şarkı söyledi.,Konserde kişiciler çoğu şarkı söyledi.,∅,çoğu,şarkı,quantifiers  
Anlaşılan kütüphanede roman okudum.,Anlaşılan kütüphanede çoğu roman okudum.,∅,çoğu,roman,quantifiers  
Sabah kahvaltısında zeytin yedik.,Sabah kahvaltısında çoğu zeytin yedik.,∅,çoğu,zeytin,quantifiers  
O halde akşam yürüyüşünde yıldız gördük.,O halde akşam yürüyüşünde çoğu yıldız gördük.,∅,çoğu,yıldız,quantifiers  
Demek ki marketten yumurta aldım.,Demek ki marketten çoğu yumurta aldım.,∅,çoğu,yumurta,quantifiers  
Annem indirimden istifade çanta baktı.,Annem indirimden istifade çanta baktı.,∅,her,çanta,quantifiers
Amcasının müzik altında gitar çalmış.,Amcasının müzik altında her gitar çalmış.,∅,her,gitar,quantifiers
Sergide beste tablo sergiledi.,Sergide beste çoğu tablo sergiledi.,∅,çoğu,tablo,quantifiers  
Şu halde kütüphanede roman okudum.,Şu halde kütüphanede çoğu roman okudum.,∅,çoğu,roman,quantifiers  
Gösteride hırsız numara yaptı.,Gösteride hırsız her numara yaptı.,∅,her,numara,quantifiers  
Doğa partisinde sincap gördük.,Doğa partisinde her sincap gördük.,∅,her,sincap,quantifiers  
Anlaşılan elimizi silerken peçete kullandık.,Anlaşılan elimizi silerken çoğu peçete kullandık.,∅,çoğu,peçete,quantifiers
Bizim ufaklık artık bisiklet sürebiliyor.,Bizim ufaklık artık çoğu bisiklet sürebiliyor.,∅,çoğu,bisiklet,quantifiers
Görünüşe göre pastanede kurabiye paketledik.,Görünüşe göre pastanede çoğu kurabiye paketledik.,∅,çoğu,kurabiye,quantifiers
Anlaşılan müzede tarihi eser inceledik.,Anlaşılan müzede çoğu tarihi eser inceledik.,∅,çoğu,eser,quantifiers  
Amcasının müzik salonunda gitar çalmış.,Amcasının müzik salonunda her gitar çalmış.,∅,her,gitar,quantifiers
Boş yılım olursa film izlerim.,Boş yılım olursa her film izlerim.,∅,her,film,quantifiers
Restoranda menü karıştırdık.,Restoranda her menü karıştırdık.,∅,her,menü,quantifiers  
Kütüphanede roman okudum.,Kütüphanede çoğu roman okudum.,∅,çoğu,roman,quantifiers  
Yol ortandan çiçek topladık.,Yol ortandan çoğu çiçek topladık.,∅,çoğu,çiçek,quantifiers  
Anlaşılan sabah erkenden kalkıp gazete okurum.,Anlaşılan sabah erkenden kalkıp her gazete okurum.,∅,her,gazete,quantifiers  
Şantiyede vinç gördük.,Şantiyede çoğu vinç gördük.,∅,çoğu,vinç,quantifiers
Sergide ressam tablo sergiledi.,Sergide ressam çoğu tablo sergiledi.,∅,çoğu,tablo,quantifiers  
Hafta sonu dede kayık kullandık.,Hafta sonu dede her kayık kullandık.,∅,her,kayık,quantifiers  
Dikkati dağılmadığı olayca çalışırken müzik dinler.,Dikkati dağılmadığı olayca çalışırken çoğu müzik dinler.,∅,çoğu,müzik,quantifiers
Hafta sonu duvarda kayık kullandık.,Hafta sonu duvarda her kayık kullandık.,∅,her,kayık,quantifiers  
Yani plajda şemsiye açtık.,Yani plajda her şemsiye açtık.,∅,her,şemsiye,quantifiers  
Görünüşe göre terziden kumaş aldık.,Görünüşe göre terziden her kumaş aldık.,∅,her,kumaş,quantifiers  
Belli ki kütüphanede sözlük aradım.,Belli ki kütüphanede her sözlük aradım.,∅,her,sözlük,quantifiers
Yani bizim ufaklık artık bisiklet sürebiliyor.,Yani bizim ufaklık artık çoğu bisiklet sürebiliyor.,∅,çoğu,bisiklet,quantifiers
Yani bahçede çit boyadık.,Yani bahçede çoğu çit boyadık.,∅,çoğu,çit,quantifiers  
Yani yolculukta radyo dinledik.,Yani yolculukta her radyo dinledik.,∅,her,radyo,quantifiers  
Hafta devayı bahçeye çiçek diktik.,Hafta devayı bahçeye her çiçek diktik.,∅,her,çiçek,quantifiers  
Demek ki tarlada mahsul topladılar.,Demek ki tarlada çoğu mahsul topladılar.,∅,çoğu,mahsul,quantifiers  
Demek ki köyde saman taşıdılar.,Demek ki köyde çoğu saman taşıdılar.,∅,çoğu,saman,quantifiers  
Bahçede çit boyadık.,Bahçede çoğu çit boyadık.,∅,çoğu,çit,quantifiers  
Ders arasında çocuklar sınıf gezdi.,Ders arasında çocuklar her sınıf gezdi.,∅,her,sınıf,quantifiers  
Kışın evde yemek pişiririz.,Kışın evde her yemek pişiririz.,∅,her,yemek,quantifiers  
Dikkati dağılmadığı zamanca çalışırken müzik dinler.,Dikkati dağılmadığı zamanca çalışırken çoğu müzik dinler.,∅,çoğu,müzik,quantifiers
Kütüphanede robot kitap okudu.,Kütüphanede robot her kitap okudu.,∅,her,kitap,quantifiers
Çocuklar yolda oyun oynadı.,Çocuklar yolda her oyun oynadı.,∅,her,oyun,quantifiers  
Konuklar derneğinde fotoğraf çekti.,Konuklar derneğinde her fotoğraf çekti.,∅,her,fotoğraf,quantifiers
Öyle görünüyor ki bizim ufaklık artık bisiklet sürebiliyor.,Öyle görünüyor ki bizim ufaklık artık çoğu bisiklet sürebiliyor.,∅,çoğu,bisiklet,quantifiers
Kütüphanede sözlük aradım.,Kütüphanede her sözlük aradım.,∅,her,sözlük,quantifiers
Çiftlikte kızlar yumurta topladı.,Çiftlikte kızlar her yumurta topladı.,∅,her,yumurta,quantifiers
O halde yürüyüşte döviz taşıdık.,O halde yürüyüşte her döviz taşıdık.,∅,her,döviz,quantifiers
Öyle görünüyor ki çiftlikte yumurta topladık.,Öyle görünüyor ki çiftlikte her yumurta topladık.,∅,her,yumurta,quantifiers
O halde marketten yumurta aldım.,O halde marketten çoğu yumurta aldım.,∅,çoğu,yumurta,quantifiers  
Plajda şemsiye açtık.,Plajda her şemsiye açtık.,∅,her,şemsiye,quantifiers  
Ders arasında arkadaşlar sınıf gezdi.,Ders arasında arkadaşlar her sınıf gezdi.,∅,her,sınıf,quantifiers  
Hafta lanedi bahçeye çiçek diktik.,Hafta lanedi bahçeye her çiçek diktik.,∅,her,çiçek,quantifiers  
Görünüşe göre kafede şekerlik boşaldı.,Görünüşe göre kafede çoğu şekerlik boşaldı.,∅,çoğu,şekerlik,quantifiers
Anlaşılıyor ki sınıfta tebeşir kullandık.,Anlaşılıyor ki sınıfta her tebeşir kullandık.,∅,her,tebeşir,quantifiers
Maçta polisler tezahürat yaptı.,Maçta polisler her tezahürat yaptı.,∅,her,tezahürat,quantifiers  
Anlaşılan şantiyede vinç gördük.,Anlaşılan şantiyede çoğu vinç gördük.,∅,çoğu,vinç,quantifiers
Yani yemekten sonra tatlı yedik.,Yani yemekten sonra çoğu tatlı yedik.,∅,çoğu,tatlı,quantifiers  
Boş zamanım olursa film izlerim.,Boş zamanım olursa her film izlerim.,∅,her,film,quantifiers
Doğa ilgisinde sincap gördük.,Doğa ilgisinde her sincap gördük.,∅,her,sincap,quantifiers  
Anlaşılıyor ki atölyede mobilya yaptık.,Anlaşılıyor ki atölyede çoğu mobilya yaptık.,∅,çoğu,mobilya,quantifiers
Akşam yürüyüşünde yıldız gördük.,Akşam yürüyüşünde çoğu yıldız gördük.,∅,çoğu,yıldız,quantifiers  
Mağazada ayakkabı denedim.,Mağazada çoğu ayakkabı denedim.,∅,çoğu,ayakkabı,quantifiers  
Yani kütüphanede sözlük aradım.,Yani kütüphanede her sözlük aradım.,∅,her,sözlük,quantifiers
Şu halde sahilde deniz kabuğu topladık.,Şu halde sahilde her deniz kabuğu topladık.,∅,her,deniz kabuğu,quantifiers
Otobüste bilet kontrol ettiler.,Otobüste her bilet kontrol ettiler.,∅,her,bilet,quantifiers  
Görünüşe göre karnın acıkınca ekmek yersin.,Görünüşe göre karnın acıkınca her ekmek yersin.,∅,her,ekmek,quantifiers
Tiyatroda çocukçular kostüm giydi.,Tiyatroda çocukçular çoğu kostüm giydi.,∅,çoğu,kostüm,quantifiers
Anlaşılan gümrükte bavul açtılar.,Anlaşılan gümrükte her bavul açtılar.,∅,her,bavul,quantifiers
Belli ki markette kasa açtılar.,Belli ki markette her kasa açtılar.,∅,her,kasa,quantifiers
O halde taşınırken eşya sattılar.,O halde taşınırken çoğu eşya sattılar.,∅,çoğu,eşya,quantifiers
Belli ki terziden kumaş aldık.,Belli ki terziden her kumaş aldık.,∅,her,kumaş,quantifiers  
Öyle görünüyor ki kafede beklerken dergi okudum.,Öyle görünüyor ki kafede beklerken her dergi okudum.,∅,her,dergi,quantifiers  
Görünüşe göre bahçıvan çiçek suladı.,Görünüşe göre bahçıvan çoğu çiçek suladı.,∅,çoğu,çiçek,quantifiers
Öyle görünüyor ki i̇nşaatta tuğla taşıdılar.,Öyle görünüyor ki i̇nşaatta çoğu tuğla taşıdılar.,∅,çoğu,tuğla,quantifiers  
Öyle görünüyor ki kütüphanete raf yerleştirdiler.,Öyle görünüyor ki kütüphanete çoğu raf yerleştirdiler.,∅,çoğu,raf,quantifiers
Kafede beklerken dergi okudum.,Kafede beklerken her dergi okudum.,∅,her,dergi,quantifiers  
Doğa gezisinde sincap gördük.,Doğa gezisinde her sincap gördük.,∅,her,sincap,quantifiers  
Anlaşılan kamp yaparken çadır kurduk.,Anlaşılan kamp yaparken çoğu çadır kurduk.,∅,çoğu,çadır,quantifiers  
Kamp ateşinde şarkı söyledik.,Kamp ateşinde her şarkı söyledik.,∅,her,şarkı,quantifiers  
Bahçede kadınlar çiçek topladı.,Bahçede kadınlar her çiçek topladı.,∅,her,çiçek,quantifiers
Boş param olursa film izlerim.,Boş param olursa her film izlerim.,∅,her,film,quantifiers
Millet sıkılınca çalma adresinde şarkı atladı.,Millet sıkılınca çalma adresinde çoğu şarkı atladı.,∅,çoğu,şarkı,quantifiers
Yani kütüphanede roman okudum.,Yani kütüphanede çoğu roman okudum.,∅,çoğu,roman,quantifiers  
Sergide tasarım tablo sergiledi.,Sergide tasarım çoğu tablo sergiledi.,∅,çoğu,tablo,quantifiers  
Görünüşe göre babam mağazada gömlek denedi.,Görünüşe göre babam mağazada her gömlek denedi.,∅,her,gömlek,quantifiers
Annem yerden meyve aldı.,Annem yerden her meyve aldı.,∅,her,meyve,quantifiers  
Anlaşılan tarlada mahsul topladılar.,Anlaşılan tarlada çoğu mahsul topladılar.,∅,çoğu,mahsul,quantifiers  
Belli ki mağazada vitrin düzenlediler.,Belli ki mağazada her vitrin düzenlediler.,∅,her,vitrin,quantifiers
O halde mağazada manken değiştirdiler.,O halde mağazada çoğu manken değiştirdiler.,∅,çoğu,manken,quantifiers
Kırtasiyede defter baktık.,Kırtasiyede her defter baktık.,∅,her,defter,quantifiers
Öyle görünüyor ki marketten yumurta aldım.,Öyle görünüyor ki marketten çoğu yumurta aldım.,∅,çoğu,yumurta,quantifiers  
Doğa gezisinde sincap gördük.,Doğa gezisinde her sincap gördük.,∅,her,sincap,quantifiers  
O halde tarlada mahsul topladılar.,O halde tarlada çoğu mahsul topladılar.,∅,çoğu,mahsul,quantifiers  
Şu halde yürüyüşte döviz taşıdık.,Şu halde yürüyüşte her döviz taşıdık.,∅,her,döviz,quantifiers
Demek ki gümrükte bavul açtılar.,Demek ki gümrükte her bavul açtılar.,∅,her,bavul,quantifiers
Hafta haftayı bahçeye çiçek diktik.,Hafta haftayı bahçeye her çiçek diktik.,∅,her,çiçek,quantifiers  
Kardeşinin nisanı için elbise denedi.,Kardeşinin nisanı için her elbise denedi.,∅,her,elbise,quantifiers
Belli ki barınağın önünden geçerken köpek gördük.,Belli ki barınağın önünden geçerken çoğu köpek gördük.,∅,çoğu,köpek,quantifiers  
Kamp boyunda şarkı söyledik.,Kamp boyunda her şarkı söyledik.,∅,her,şarkı,quantifiers  
Hafta sonu toprakta kayık kullandık.,Hafta sonu toprakta her kayık kullandık.,∅,her,kayık,quantifiers  
Kedim açıkta bulursa süt içer.,Kedim açıkta bulursa her süt içer.,∅,her,süt,quantifiers  
Müşteriler mağazada ayakkabı denedi.,Müşteriler mağazada her ayakkabı denedi.,∅,her,ayakkabı,quantifiers
Alışveriş dışında mağaza gezdik.,Alışveriş dışında çoğu mağaza gezdik.,∅,çoğu,mağaza,quantifiers  
Demek ki meydanda heykel gördük.,Demek ki meydanda her heykel gördük.,∅,her,heykel,quantifiers  
Kütüphanede aday kitap okudu.,Kütüphanede aday her kitap okudu.,∅,her,kitap,quantifiers
Anlaşılıyor ki kütüphanede belge inceledim.,Anlaşılıyor ki kütüphanede çoğu belge inceledim.,∅,çoğu,belge,quantifiers
Yol kenarından çiçek topladık.,Yol kenarından çoğu çiçek topladık.,∅,çoğu,çiçek,quantifiers  
Sınıfta teknisyen hikaye anlattı.,Sınıfta teknisyen çoğu hikaye anlattı.,∅,çoğu,hikaye,quantifiers  
Çiftlikte çocuklar yumurta topladı.,Çiftlikte çocuklar her yumurta topladı.,∅,her,yumurta,quantifiers
Anlaşılıyor ki restoranda menü karıştırdık.,Anlaşılıyor ki restoranda her menü karıştırdık.,∅,her,menü,quantifiers  
Şu halde bahçeye salıncak kurduk.,Şu halde bahçeye her salıncak kurduk.,∅,her,salıncak,quantifiers
Görünüşe göre meydanda heykel gördük.,Görünüşe göre meydanda her heykel gördük.,∅,her,heykel,quantifiers  
Şu halde yemekten sonra tatlı yedik.,Şu halde yemekten sonra çoğu tatlı yedik.,∅,çoğu,tatlı,quantifiers  
Öyle görünüyor ki mağazada ayakkabı denedim.,Öyle görünüyor ki mağazada çoğu ayakkabı denedim.,∅,çoğu,ayakkabı,quantifiers  
Markette kasa açtılar.,Markette her kasa açtılar.,∅,her,kasa,quantifiers
Kütüphanede görevli raf düzeltti.,Kütüphanede görevli her raf düzeltti.,∅,her,raf,quantifiers
Berberde yanlışlıkla ayna kırdı.,Berberde yanlışlıkla çoğu ayna kırdı.,∅,çoğu,ayna,quantifiers
Belli ki konserde katılımcılar şarkı söyledi.,Belli ki konserde katılımcılar çoğu şarkı söyledi.,∅,çoğu,şarkı,quantifiers  
Yani sınıfta tebeşir kullandık.,Yani sınıfta her tebeşir kullandık.,∅,her,tebeşir,quantifiers
Kedim karanlıkta bulursa süt içer.,Kedim karanlıkta bulursa her süt içer.,∅,her,süt,quantifiers  
Ünlü artist defilede elbise giydi.,Ünlü artist defilede çoğu elbise giydi.,∅,çoğu,elbise,quantifiers
Yani bahçıvan çiçek suladı.,Yani bahçıvan çoğu çiçek suladı.,∅,çoğu,çiçek,quantifiers
Otobüste bilet test ettiler.,Otobüste her bilet test ettiler.,∅,her,bilet,quantifiers  
Anlaşılıyor ki yol kenarından çiçek topladık.,Anlaşılıyor ki yol kenarından çoğu çiçek topladık.,∅,çoğu,çiçek,quantifiers  
Akşam yürüyüşünde yıldız gördük.,Akşam yürüyüşünde çoğu yıldız gördük.,∅,çoğu,yıldız,quantifiers  
Demek ki kafede şekerlik boşaldı.,Demek ki kafede çoğu şekerlik boşaldı.,∅,çoğu,şekerlik,quantifiers
Kardeşinin dansını için elbise denedi.,Kardeşinin dansını için her elbise denedi.,∅,her,elbise,quantifiers
Alışveriş etrafında mağaza gezdik.,Alışveriş etrafında çoğu mağaza gezdik.,∅,çoğu,mağaza,quantifiers  
O halde sabah erkenden kalkıp gazete okurum.,O halde sabah erkenden kalkıp her gazete okurum.,∅,her,gazete,quantifiers  
Demek ki plajda şemsiye açtık.,Demek ki plajda her şemsiye açtık.,∅,her,şemsiye,quantifiers  
Demek ki sabah erkenden kalkıp gazete okurum.,Demek ki sabah erkenden kalkıp her gazete okurum.,∅,her,gazete,quantifiers  
O halde sergide tablo beğendik.,O halde sergide her tablo beğendik.,∅,her,tablo,quantifiers
Kafede şekerlik boşaldı.,Kafede çoğu şekerlik boşaldı.,∅,çoğu,şekerlik,quantifiers
Belli ki yürüyüşte döviz taşıdık.,Belli ki yürüyüşte her döviz taşıdık.,∅,her,döviz,quantifiers
Şu halde şantiyede vinç gördük.,Şu halde şantiyede çoğu vinç gördük.,∅,çoğu,vinç,quantifiers
Altın haftayı için annem tatlı yaptı.,Altın haftayı için annem çoğu tatlı yaptı.,∅,çoğu,tatlı,quantifiers
Görünüşe göre kardeşinin düğünü için elbise denedi.,Görünüşe göre kardeşinin düğünü için her elbise denedi.,∅,her,elbise,quantifiers
Kafede vale tepsi taşıdı.,Kafede vale her tepsi taşıdı.,∅,her,tepsi,quantifiers
Mağazada manken değiştirdiler.,Mağazada çoğu manken değiştirdiler.,∅,çoğu,manken,quantifiers
Babam fabrikada gömlek denedi.,Babam fabrikada her gömlek denedi.,∅,her,gömlek,quantifiers
Konserde doktor enstrüman çaldı.,Konserde doktor çoğu enstrüman çaldı.,∅,çoğu,enstrüman,quantifiers  
Annem korkudan istifade çanta baktı.,Annem korkudan istifade çanta baktı.,∅,her,çanta,quantifiers
Görünüşe göre kafede beklerken dergi okudum.,Görünüşe göre kafede beklerken her dergi okudum.,∅,her,dergi,quantifiers  
Konuklar evinde fotoğraf çekti.,Konuklar evinde her fotoğraf çekti.,∅,her,fotoğraf,quantifiers
