good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Kızıma o filmi daha önce anlatmıştım.,Kızıma o filmi daha önce hiç anlatmıştım.,∅,hiç,anlatmıştım,npi_licensing
O dosyayı telefonundan sil.,O dosyayı telefonundan sakın sil.,∅,sakın,sil,npi_licensing
Yani arkadaşlarımdan biri yardım etti.,Yani arkadaşlarımdan kimse yardım etti.,biri,kimse,yardım etti,npi_licensing
Yüzüklerin Efendisi setini okumuş.,Yüzüklerin Efendisi setini hiç okumuş.,∅,hiç,okumuş,npi_licensing
Anlaşılıyor ki evden çıkmadan bir şey yiyebilirsin.,Anlaşılıyor ki evden çıkmadan hiçbir şey yiyebilirsin.,bir şey,hiçbir şey,yiyebilirsin,npi_licensing
Toplantıda biri protesto etti.,Toplantıda kimse protesto etti.,biri,kimse,etti,npi_licensing
Birileri evde galeta olmadığını fark etmiş.,Kimse evde galeta olmadığını fark etmiş.,Birileri,Kimse,fark etmiş,npi_licensing
Bu suyu daha önce yemiştim.,Bu suyu daha önce hiç yemiştim.,∅,hiç,yemiştim,npi_licensing
Fırındaki kekleri ye.,Fırındaki kekleri sakın ye.,∅,sakın,ye,npi_licensing
Ay arana param kaldı.,Ay arana hiç param kaldı.,∅,hiç,kaldı,npi_licensing
Doğum yaptıktan sonra turist geldi.,Doğum yaptıktan sonra hiçbir turist geldi.,∅,hiçbir,geldi,npi_licensing
Arkadaşlarımdan biri yardım etti.,Arkadaşlarımdan kimse yardım etti.,biri,kimse,yardım etti,npi_licensing
Kalabalığın arkanda şarkı söyledim.,Kalabalığın arkanda hiç şarkı söyledim.,∅,hiç,söyledim,npi_licensing
Seni dün biri aradı.,Seni dün hiç kimse aradı.,biri,hiç kimse,aradı,npi_licensing
Annem bu evi daha önce kullanmış.,Annem bu evi daha önce hiç kullanmış.,∅,hiç,kullanmış,npi_licensing
Bu videoyu bir yerde gördüm.,Bu videoyu hiçbir yerde gördüm.,bir,hiçbir,gördüm,npi_licensing
Birileri pencereden bakıyordu.,Kimse pencereden bakıyordu.,Birileri,Kimse,bakıyordu,npi_licensing
Anlaşılan bu kapıyı açabilirsin.,Anlaşılan bu kapıyı asla açabilirsin.,∅,asla,açabilirsin,npi_licensing
Palyaçonun bıyıklarına çocuk güldü.,Palyaçonun bıyıklarına hiçbir çocuk güldü.,∅,hiçbir,güldü,npi_licensing
Şartları düşününce bu maliyeti alabiliriz.,Şartları düşününce bu maliyeti asla alabiliriz.,∅,asla,alabiliriz,npi_licensing
Anlaşılan kırmızı düğmeye bas.,Anlaşılan kırmızı düğmeye sakın bas.,∅,sakın,bas,npi_licensing
O konuda anlaşabiliriz.,O konuda asla anlaşabiliriz.,∅,asla,anlaşabiliriz,npi_licensing
Benden ne istediğini anladım.,Benden ne istediğini hiç anladım.,∅,hiç,anladım,npi_licensing
Bu yerde fikrim var.,Bu yerde hiç fikrim var.,∅,hiç,fikrim var,npi_licensing
Bir misafirimiz kapuska gaz istedi.,Hiçbir misafirimiz kapuska gaz istedi.,Bir,Hiçbir,istedi,npi_licensing
Onu filmde izlemişler.,Onu filmde hiç izlememişler.,∅,hiç,izlememişler,npi_licensing
Mezuniyet dışında konuşma yaptım.,Mezuniyet dışında hiç konuşma yaptım.,∅,hiç,yaptım,npi_licensing
Portekiz'de yaşarken yerel tatlıları tatmışlar.,Portekiz'de yaşarken yerel tatlıları hiç tatmışlar.,∅,hiç,tatmışlar,npi_licensing
Balıkçıda denediğim eti beğendim.,Balıkçıda denediğim hiçbir eti beğendim.,∅,hiçbir,beğendim,npi_licensing
Palyaçonun şakalarına çocuk güldü.,Palyaçonun şakalarına hiçbir çocuk güldü.,∅,hiçbir,güldü,npi_licensing
Kardeşim bu albümü daha önce duymuş.,Kardeşim bu albümü daha önce hiç duymuş.,∅,hiç,duymuş,npi_licensing
Görünüşe göre japonya'da yaşarken bunları görmüşsündür.,Görünüşe göre japonya'da yaşarken bunları hiç görmüşsündür.,∅,hiç,görmüşsündür,npi_licensing
Anlaşılıyor ki parkta bir çocuk ağlıyordu.,Anlaşılıyor ki parkta hiçbir çocuk ağlıyordu.,bir,hiçbir,ağlıyordu,npi_licensing
Bu tavsiyeyi kullanabilir.,Bu tavsiyeyi asla kullanabilir.,∅,asla,kullanabilir,npi_licensing
O dosyayı bilgisayarından sil.,O dosyayı bilgisayarından sakın sil.,∅,sakın,sil,npi_licensing
Yani ofisten çıkarken birini gördü.,Yani ofisten çıkarken kimseyi gördü.,birini,kimseyi,gördü,npi_licensing
Kardeşim bu şarkıyı daha önce duymuş.,Kardeşim bu şarkıyı daha önce hiç duymuş.,∅,hiç,duymuş,npi_licensing
Bir yönetici çalışanların fazla istirahat yapmamasına karışabilir.,Hiçbir yönetici çalışanların fazla istirahat yapmamasına karışabilir.,Bir,Hiçbir,karışabilir,npi_licensing
Personal dairesine girebilirsin.,Personal dairesine asla girebilirsin.,∅,asla,girebilirsin,npi_licensing
Sana neyin iyi geleceğini mühendis bilir.,Sana neyin iyi geleceğini hiçbir mühendis bilir.,∅,hiçbir,bilir,npi_licensing
Olaylar üzerine sanatçı öğrencilere ihtiyaç olduğunu söyledi.,Olaylar üzerine hiçbir sanatçı öğrencilere ihtiyaç olduğunu söyledi.,∅,hiçbir,söyledi,npi_licensing
Öyle görünüyor ki benden ne istediğini anladım.,Öyle görünüyor ki benden ne istediğini hiç anladım.,∅,hiç,anladım,npi_licensing
Yıl ilerimizde hediye aldım.,Yıl ilerimizde hiç hediye aldım.,∅,hiç,aldım,npi_licensing
Yani bu konuda düşünmüştüm.,Yani bu konuda hiç düşünmüştüm.,∅,hiç,düşünmüştüm,npi_licensing
Bu sırrı ona söyleyebilirsin.,Bu sırrı ona asla söyleyebilirsin.,∅,asla,söyleyebilirsin,npi_licensing
Bu tedaviyi kullanabilir.,Bu tedaviyi asla kullanabilir.,∅,asla,kullanabilir,npi_licensing
Anlaşılıyor ki onunla konuşabilirsin.,Anlaşılıyor ki onunla asla konuşabilirsin.,∅,asla,konuşabilirsin,npi_licensing
Bu yemeği daha önce yemiştim.,Bu yemeği daha önce hiç yemiştim.,∅,hiç,yemiştim,npi_licensing
Yıl dönümümüzde hatır aldım.,Yıl dönümümüzde hiç hatır aldım.,∅,hiç,aldım,npi_licensing
Kreşte bir aday uyuyordu.,Kreşte hiçbir aday uyuyordu.,bir,hiçbir,uyuyordu,npi_licensing
Arkadaşlarımdan biri yardım etti.,Arkadaşlarımdan kimse yardım etti.,biri,kimse,yardım etti,npi_licensing
Anneleri o çocukla görüşmelerine iptalin verir.,Anneleri o çocukla görüşmelerine asla iptalin verir.,∅,asla,verir,npi_licensing
Hayatımı değiştiren bir film izledim.,Hayatımı değiştiren hiçbir film izledim.,bir,hiçbir,izledim,npi_licensing
Birine önemli bir sevgimi verdim.,Hiç kimseye önemli bir sevgimi verdim.,Birine,Hiç kimseye,verdim,npi_licensing
Otobüste biri bagajını unutmuş.,Otobüste kimse bagajını unutmuş.,biri,kimse,unutmuş,npi_licensing
Annem yurt dışına daha önce çıkmıştı.,Annem yurt dışına daha önce hiç çıkmıştı.,∅,hiç,çıkmıştı,npi_licensing
Acı içindeki adama hekim baktı.,Acı içindeki adama hiçbir hekim baktı.,∅,hiçbir,baktı,npi_licensing
Bu kapıyı açabilirsin.,Bu kapıyı asla açabilirsin.,∅,asla,açabilirsin,npi_licensing
Bu makaleyi bir yerde gördüm.,Bu makaleyi hiçbir yerde gördüm.,bir,hiçbir,gördüm,npi_licensing
Onu davaya davet edebiliriz.,Onu davaya asla davet edebiliriz.,∅,asla,edebiliriz,npi_licensing
Yıl oramızda hediye aldım.,Yıl oramızda hiç hediye aldım.,∅,hiç,aldım,npi_licensing
Yani japonya'da yaşarken bunları görmüşsündür.,Yani japonya'da yaşarken bunları hiç görmüşsündür.,∅,hiç,görmüşsündür,npi_licensing
Belli ki yüzüklerin Efendisi serisini okumuş.,Belli ki yüzüklerin Efendisi serisini hiç okumuş.,∅,hiç,okumuş,npi_licensing
Bir öğrenci öğretmenler isine gidip soru sordu.,Hiçbir öğrenci öğretmenler isine gidip soru sordu.,Bir,Hiçbir,sordu,npi_licensing
Bir sekreter sipariş aldı.,Hiçbir sekreter sipariş aldı.,Bir,Hiçbir,aldı,npi_licensing
Birileri kapıdan bakıyordu.,Kimse kapıdan bakıyordu.,Birileri,Kimse,bakıyordu,npi_licensing
Bu alada fikrim var.,Bu alada hiç fikrim var.,∅,hiç,fikrim var,npi_licensing
Bana sureti söyle.,Bana sakın sureti söyle.,∅,sakın,söyle,npi_licensing
Sahil suyundan gidebilirsiniz.,Sahil suyundan asla gidebilirsiniz.,∅,asla,gidebilirsiniz,npi_licensing
Aslında aileme dair bir şey hatırlıyorum.,Aslında aileme dair hiçbir şey hatırlıyorum.,bir şey,hiçbir şey,hatırlıyorum,npi_licensing
Demek ki benden ne istediğini anladım.,Demek ki benden ne istediğini hiç anladım.,∅,hiç,anladım,npi_licensing
Bu belgeyi ona söyleyebilirsin.,Bu belgeyi ona asla söyleyebilirsin.,∅,asla,söyleyebilirsin,npi_licensing
Annem bu suyu daha önce kullanmış.,Annem bu suyu daha önce hiç kullanmış.,∅,hiç,kullanmış,npi_licensing
Bana kanıtı söyle.,Bana sakın kanıtı söyle.,∅,sakın,söyle,npi_licensing
Yıl evimizde hediye aldım.,Yıl evimizde hiç hediye aldım.,∅,hiç,aldım,npi_licensing
Buraya kadar yürüdüm.,Buraya kadar hiç yürüdüm.,∅,hiç,yürüdüm,npi_licensing
Bu konuda fikrim var.,Bu konuda hiç fikrim var.,∅,hiç,fikrim var,npi_licensing
Acil tedaviydim hattını bu gibi durumlarda arayabilirsin.,Acil tedaviydim hattını bu gibi durumlarda asla arayabilirsin,∅,asla,ara,npi_licensing
İhtiyaç devası için şoför durdu.,İhtiyaç devası için şoför hiç durdu.,∅,hiç,durdu,npi_licensing
Bu kapıyı açabilirsin.,Bu kapıyı asla açabilirsin.,∅,asla,açabilirsin,npi_licensing
Bu yerde düşünmüştüm.,Bu yerde hiç düşünmüştüm.,∅,hiç,düşünmüştüm,npi_licensing
İş teklifini kabul edebilirim.,İş teklifini asla kabul edebilirim.,∅,asla,edebilirim,npi_licensing
Zor zamanlarda ona güven.,Zor zamanlarda ona sakın güven.,∅,sakın,güven,npi_licensing
Olaylar üzerine sanatçı öğrencilere fren olduğunu söyledi.,Olaylar üzerine hiçbir sanatçı öğrencilere fren olduğunu söyledi.,∅,hiçbir,söyledi,npi_licensing
O durumda anlaşabiliriz.,O durumda asla anlaşabiliriz.,∅,asla,anlaşabiliriz,npi_licensing
Bir öğrenci öğretmenler yakınına gidip soru sordu.,Hiçbir öğrenci öğretmenler yakınına gidip soru sordu.,Bir,Hiçbir,sordu,npi_licensing
Anlaşılıyor ki benim konsolumla oynayabilirsin.,Anlaşılıyor ki benim konsolumla asla oynayabilirsin.,∅,asla,oynayabilirsin,npi_licensing
Anlaşılıyor ki birine nereye gittiğini söylemiş.,Anlaşılıyor ki hiç kimseye nereye gittiğini söylemiş.,Birine,Hiç kimseye,söylemiş,npi_licensing
Bir yönetici çalışanların fazla tatil yapmamasına karışabilir.,Hiçbir yönetici çalışanların fazla tatil yapmamasına karışabilir.,Bir,Hiçbir,karışabilir,npi_licensing
Annem yurt içine daha önce çıkmıştı.,Annem yurt içine daha önce hiç çıkmıştı.,∅,hiç,çıkmıştı,npi_licensing
Belli ki buraya kadar yürüdüm.,Belli ki buraya kadar hiç yürüdüm.,∅,hiç,yürüdüm,npi_licensing
Şartları düşününce bu komplikasyonu alabiliriz.,Şartları düşününce bu komplikasyonu asla alabiliriz.,∅,asla,alabiliriz,npi_licensing
Birileri kapının seni çaldı.,Kimse kapının seni çaldı.,Birileri,Kimse,çaldı,npi_licensing
Annemin kapıya koyduğu şerbetten iç.,Annemin kapıya koyduğu şerbetten sakın iç.,∅,sakın,iç,npi_licensing
Doğum yaptıktan sonra seyirci geldi.,Doğum yaptıktan sonra hiçbir seyirci geldi.,∅,hiçbir,geldi,npi_licensing
Sana neyin iyi geleceğini avukat bilir.,Sana neyin iyi geleceğini hiçbir avukat bilir.,∅,hiçbir,bilir,npi_licensing
Belli ki arkadaşlarımdan biri yardım etti.,Belli ki arkadaşlarımdan kimse yardım etti.,biri,kimse,yardım etti,npi_licensing
Anlaşılan japonya'da yaşarken bunları görmüşsündür.,Anlaşılan japonya'da yaşarken bunları hiç görmüşsündür.,∅,hiç,görmüşsündür,npi_licensing
Belli ki müdüre olanları anlatınca problemi çözebildik.,Belli ki müdüre olanları anlatınca problemi hiç çözebildik.,∅,hiç,çözdüm,npi_licensing
Biri bahçeye top atmış.,Kimse bahçeye top atmış.,Biri,Kimse,atmış,npi_licensing
Bir yönetici çalışanların fazla gün yapmamasına karışabilir.,Hiçbir yönetici çalışanların fazla gün yapmamasına karışabilir.,Bir,Hiçbir,karışabilir,npi_licensing
Bir şarkıcı tiyatro çıkışında imza verdi.,Hiçbir şarkıcı tiyatro çıkışında imza verdi.,Bir,Hiçbir,verdi,npi_licensing
Müdür abone izni onayladı.,Müdür hiçbir abone izni onayladı.,∅,hiçbir,onayladı,npi_licensing
Mezuniyet partinde konuşma yaptım.,Mezuniyet partinde hiç konuşma yaptım.,∅,hiç,yaptım,npi_licensing
Onu sahneye çıkmaya ikna edebilirsin.,Onu sahneye çıkmaya asla ikna edebilirsin.,∅,asla,edebilirsin,npi_licensing
Geç kalan tramvay yolcuyu bekliyor.,Geç kalan tramvay yolcuyu hiç bekliyor.,∅,hiç,bekliyor,npi_licensing
Bir polis olaya hata etti.,Hiçbir polis olaya hata etti.,Bir,Hiçbir,etti,npi_licensing
Yani kardeşim bu şarkıyı daha önce duymuş.,Yani kardeşim bu şarkıyı daha önce hiç duymuş.,∅,hiç,duymuş,npi_licensing
Bu kaseti okudum.,Bu kaseti hiç okudum.,∅,hiç,okudum,npi_licensing
Bu sırrı ona söyleyebilirsin.,Bu sırrı ona asla söyleyebilirsin.,∅,asla,söyleyebilirsin,npi_licensing
O dosyayı cihazından sil.,O dosyayı cihazından sakın sil.,∅,sakın,sil,npi_licensing
Bu alada düşünmüştüm.,Bu alada hiç düşünmüştüm.,∅,hiç,düşünmüştüm,npi_licensing
İspanya'da yaşadığı zamanım onunla konuşmuş.,İspanya'da yaşadığı zamanım onunla hiç konuşmuş.,∅,hiç,konuşmuş,npi_licensing
Kreşte bir misafir uyuyordu.,Kreşte hiçbir misafir uyuyordu.,bir,hiçbir,uyuyordu,npi_licensing
Birileri borudan bakıyordu.,Kimse borudan bakıyordu.,Birileri,Kimse,bakıyordu,npi_licensing
Gönderdiği gıdalardan yiyebilirsin.,Gönderdiği gıdalardan asla yiyebilirsin.,∅,asla,yiyebilirsin,npi_licensing
Anlaşılıyor ki buradan ayrıl.,Anlaşılıyor ki buradan sakın ayrıl.,∅,sakın,ayrıl,npi_licensing
Birileri kapının telefonunu çaldı.,Kimse kapının telefonunu çaldı.,Birileri,Kimse,çaldı,npi_licensing
Bir kurye sipariş aldı.,Hiçbir kurye sipariş aldı.,Bir,Hiçbir,aldı,npi_licensing
Müdür yıllık belgeyi onayladı.,Müdür hiçbir yıllık belgeyi onayladı.,∅,hiçbir,onayladı,npi_licensing
Anlaşılıyor ki japonya'da yaşarken bunları görmüşsündür.,Anlaşılıyor ki japonya'da yaşarken bunları hiç görmüşsündür.,∅,hiç,görmüşsündür,npi_licensing
Sana neyin iyi geleceğini hekim bilir.,Sana neyin iyi geleceğini hiçbir hekim bilir.,∅,hiçbir,bilir,npi_licensing
Şartları düşününce bu tehlikeyi alabiliriz.,Şartları düşününce bu tehlikeyi asla alabiliriz.,∅,asla,alabiliriz,npi_licensing
Bu gece bir ressamcı performans sergiledi.,Bu gece hiçbir ressamcı performans sergiledi.,bir,hiçbir,sergiledi,npi_licensing
Daha önce  bahsettiği sergiye katıldım.,Daha önce  bahsettiği hiçbir sergiye katıldım.,∅,hiçbir,katıldım,npi_licensing
Öyle görünüyor ki kızıma o masalı daha önce anlatmıştım.,Öyle görünüyor ki kızıma o masalı daha önce hiç anlatmıştım.,∅,hiç,anlatmıştım,npi_licensing
Bana hakikati söyle.,Bana sakın hakikati söyle.,∅,sakın,söyle,npi_licensing
Tren salonunda polis gördü.,Tren salonunda hiç polis gördü.,∅,hiç,gördü,npi_licensing
Müdüre olanları anlatınca hatayı çözebildik.,Müdüre olanları anlatınca hatayı hiç çözebildik.,∅,hiç,çözdüm,npi_licensing
Fırındaki pastaları ye.,Fırındaki pastaları sakın ye.,∅,sakın,ye,npi_licensing
Apartmanda darbe duyuyorum.,Apartmanda hiç darbe duyuyorum.,∅,hiç,duyuyorum,npi_licensing
Zor yerlerde ona güven.,Zor yerlerde ona sakın güven.,∅,sakın,güven,npi_licensing
Onu seyirciye çıkmaya ikna edebilirsin.,Onu seyirciye çıkmaya asla ikna edebilirsin.,∅,asla,edebilirsin,npi_licensing
Görünüşe göre parkta bir çocuk ağlıyordu.,Görünüşe göre parkta hiçbir çocuk ağlıyordu.,bir,hiçbir,ağlıyordu,npi_licensing
Anneleri o çocukla görüşmelerine cezanın verir.,Anneleri o çocukla görüşmelerine asla cezanın verir.,∅,asla,verir,npi_licensing
Doğum ayını kutlayabileceğimiz bir yer biliyorum.,Doğum ayını kutlayabileceğimiz hiçbir yer biliyorum.,bir,hiçbir,biliyorum,npi_licensing
Yıl geleceğimizde hediye aldım.,Yıl geleceğimizde hiç hediye aldım.,∅,hiç,aldım,npi_licensing
Biri caddeye top atmış.,Kimse caddeye top atmış.,Biri,Kimse,atmış,npi_licensing
Görünüşe göre buraya kadar yürüdüm.,Görünüşe göre buraya kadar hiç yürüdüm.,∅,hiç,yürüdüm,npi_licensing
Anlaşılan arkadaşlarımdan biri yardım etti.,Anlaşılan arkadaşlarımdan kimse yardım etti.,biri,kimse,yardım etti,npi_licensing
Kardeşim bu şarkıyı daha önce duymuş.,Kardeşim bu şarkıyı daha önce hiç duymuş.,∅,hiç,duymuş,npi_licensing
Toplantıda biri iade etti.,Toplantıda kimse iade etti.,biri,kimse,etti,npi_licensing
Alt dönemden birine tedbir verdim.,Alt dönemden hiç kimseye tedbir verdim.,birine,hiç kimseye,verdim,npi_licensing
Anneleri o çocukla görüşmelerine kabulün verir.,Anneleri o çocukla görüşmelerine asla kabulün verir.,∅,asla,verir,npi_licensing
Portekiz'de yaşarken yerel tatları tatmışlar.,Portekiz'de yaşarken yerel tatları hiç tatmışlar.,∅,hiç,tatmışlar,npi_licensing
Birileri elinin zilini çaldı.,Kimse elinin zilini çaldı.,Birileri,Kimse,çaldı,npi_licensing
Mezuniyet cenazende konuşma yaptım.,Mezuniyet cenazende hiç konuşma yaptım.,∅,hiç,yaptım,npi_licensing
Annemin dolaba koyduğu alkolden iç.,Annemin dolaba koyduğu alkolden sakın iç.,∅,sakın,iç,npi_licensing
Alt dönemden birine destek verdim.,Alt dönemden hiç kimseye destek verdim.,birine,hiç kimseye,verdim,npi_licensing
Bir şarkıcı bale çıkışında imza verdi.,Hiçbir şarkıcı bale çıkışında imza verdi.,Bir,Hiçbir,verdi,npi_licensing
Bir polis olaya saldırı etti.,Hiçbir polis olaya saldırı etti.,Bir,Hiçbir,etti,npi_licensing
Onu televizyonda izlemişler.,Onu televizyonda hiç izlememişler.,∅,hiç,izlememişler,npi_licensing
Bir hostes sipariş aldı.,Hiçbir hostes sipariş aldı.,Bir,Hiçbir,aldı,npi_licensing
Onu sahneye çıkmaya telkin edebilirsin.,Onu sahneye çıkmaya asla telkin edebilirsin.,∅,asla,edebilirsin,npi_licensing
Birileri kapının zilini çaldı.,Kimse kapının zilini çaldı.,Birileri,Kimse,çaldı,npi_licensing
Anlaşılıyor ki seni dün biri aradı.,Anlaşılıyor ki seni dün hiç kimse aradı.,biri,hiç kimse,aradı,npi_licensing
Personal masasına girebilirsin.,Personal masasına asla girebilirsin.,∅,asla,girebilirsin,npi_licensing
Belli ki sınavla ilgili soru sordum.,Belli ki sınavla ilgili hiç soru sordum.,∅,hiç,sordum,npi_licensing
Aslında anneme dair bir şey hatırlıyorum.,Aslında anneme dair hiçbir şey hatırlıyorum.,bir şey,hiçbir şey,hatırlıyorum,npi_licensing
Anlaşılan onunla konuşabilirsin.,Anlaşılan onunla asla konuşabilirsin.,∅,asla,konuşabilirsin,npi_licensing
Bana anahtarları otelde unuttuğunu söyle.,Bana sakın anahtarları otelde unuttuğunu söyle.,∅,sakın,söyle,npi_licensing
Zor durumlarda ona güven.,Zor durumlarda ona sakın güven.,∅,sakın,güven,npi_licensing
Belli ki japonya'da yaşarken bunları görmüşsündür.,Belli ki japonya'da yaşarken bunları hiç görmüşsündür.,∅,hiç,görmüşsündür,npi_licensing
İhtiyaç molası için yolcu durdu.,İhtiyaç molası için yolcu hiç durdu.,∅,hiç,durdu,npi_licensing
O halde buradan ayrıl.,O halde buradan sakın ayrıl.,∅,sakın,ayrıl,npi_licensing
Palyaçonun bacaklarına çocuk güldü.,Palyaçonun bacaklarına hiçbir çocuk güldü.,∅,hiçbir,güldü,npi_licensing
Bir müdür işçilere izin verdi.,Hiçbir müdür işçilere izin verdi.,Bir,Hiçbir,verdi,npi_licensing
Yıl hayatımızda hediye aldım.,Yıl hayatımızda hiç hediye aldım.,∅,hiç,aldım,npi_licensing
Mahallede bir ev satılıktı.,Mahallede hiçbir ev satılıktı.,bir,hiçbir,satılıktı,npi_licensing
Ay tamamına param kaldı.,Ay tamamına hiç param kaldı.,∅,hiç,kaldı,npi_licensing
Bana ihbar getirdi.,Bana hiç ihbar getirdi.,∅,hiç,getirdi,npi_licensing
Tren adresinde polis gördü.,Tren adresinde hiç polis gördü.,∅,hiç,gördü,npi_licensing
Bir vale sipariş aldı.,Hiçbir vale sipariş aldı.,Bir,Hiçbir,aldı,npi_licensing
İş teklifini iade edebilirim.,İş teklifini asla iade edebilirim.,∅,asla,edebilirim,npi_licensing
Bir şarkıcı opera çıkışında imza verdi.,Hiçbir şarkıcı opera çıkışında imza verdi.,Bir,Hiçbir,verdi,npi_licensing
Kreşte bir veli uyuyordu.,Kreşte hiçbir veli uyuyordu.,bir,hiçbir,uyuyordu,npi_licensing
Toplantıda biri temyiz etti.,Toplantıda kimse temyiz etti.,biri,kimse,etti,npi_licensing
Bu kişide düşünmüştüm.,Bu kişide hiç düşünmüştüm.,∅,hiç,düşünmüştüm,npi_licensing
Bu pozisyonda fikrim var.,Bu pozisyonda hiç fikrim var.,∅,hiç,fikrim var,npi_licensing
Hayatımı değiştiren bir ses izledim.,Hayatımı değiştiren hiçbir ses izledim.,bir,hiçbir,izledim,npi_licensing
Bana öğrettiği kelimeyi söylebildim.,Bana öğrettiği hiçbir kelimeyi söylebildim.,∅,hiçbir,söylebildim,npi_licensing
Kardeşim bu filmi daha önce duymuş.,Kardeşim bu filmi daha önce hiç duymuş.,∅,hiç,duymuş,npi_licensing
Anlaşılan buraya kadar yürüdüm.,Anlaşılan buraya kadar hiç yürüdüm.,∅,hiç,yürüdüm,npi_licensing
Hocanın anlattığı yeni konuyu veliler anladı.,Hocanın anlattığı yeni konuyu veliler hiç anladı.,∅,hiç,anladı,npi_licensing
Dün biri geldi.,Dün kimse geldi.,biri,kimse,geldi,npi_licensing
Daha önce  bahsettiği filme katıldım.,Daha önce  bahsettiği hiçbir filme katıldım.,∅,hiçbir,katıldım,npi_licensing
Benim elimle oynayabilirsin.,Benim elimle asla oynayabilirsin.,∅,asla,oynayabilirsin,npi_licensing
Annem dünya dışına daha önce çıkmıştı.,Annem dünya dışına daha önce hiç çıkmıştı.,∅,hiç,çıkmıştı,npi_licensing
