good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Öyle görünüyor ki teknisyenlerin sistemi yenilediğini açıkladılar.,Öyle görünüyor ki teknisyenlerin yenilediğini sistemi açıkladılar.,sistemi yenilediğini,yenilediğini sistemi,-,scrambling
Arkadaşımın arabasını sattığını öğrendim.,Arkadaşımın sattığını arabasını öğrendim.,arabasını sattığını,sattığını arabasını,-,scrambling  
Her sabah aynı makinenden ekmek aldığını söyledi.,Her sabah aynı makinenden aldığını ekmek söyledi.,ekmek aldığını,aldığını ekmek,-,scrambling
Belli ki polislerin hırsızın izini sürdüğünü duyduk.,Belli ki polislerin sürdüğünü hırsızın izini duyduk.,hırsızın izini sürdüğünü,sürdüğünü hırsızın izini,-,scrambling
Yani kaptanın rotayı değiştirdiğini duyurdu.,Yani kaptanın değiştirdiğini rotayı duyurdu.,rotayı değiştirdiğini,değiştirdiğini rotayı,-,scrambling
Şu halde küçük kızın şarkıyı yanlış söylemesine güldü.,Şu halde küçük kızın yanlış söylemesine şarkıyı güldü.,şarkıyı yanlış söylemesine,yanlış söylemesine şarkıyı,-,scrambling
Kızın kedisini sevmesine cezanın verdi.,Kızın sevmesine kedisini cezanın verdi.,kedisini sevmesine,sevmesine kedisini,-,scrambling 
Demek ki çocukların topu kaçırdığını gördük.,Demek ki çocukların kaçırdığını topu gördük.,topu kaçırdığını,kaçırdığını topu,-,scrambling  
Eylemcilerin alanı temizlediğini gördük.,Eylemcilerin temizlediğini alanı gördük.,alanı temizlediğini,temizlediğini alanı,-,scrambling
Okulun önünde ebeveynlerin karnelerini almasını bekliyoruz.,Okulun önünde ebeveynlerin almasını karnelerini bekliyoruz.,karnelerini almasını,almasını karnelerini,-,scrambling
Görünüşe göre öğrencilerin barikatı aşmasını izledim.,Görünüşe göre öğrencilerin aşmasını barikatı izledim.,barikatı aşmasını,aşmasını barikatı,-,scrambling  
Adamın cüzdanını düşürdüğünü gördüm.,Adamın düşürdüğünü cüzdanını gördüm.,cüzdanını düşürdüğünü,düşürdüğünü cüzdanını,-,scrambling  
Garsonun müşterinin siparişini unuttuğunu hata ettik.,Garsonun unuttuğunu müşterinin siparişini hata ettik.,müşterinin siparişini unuttuğunu,unuttuğunu müşterinin siparişini,-,scrambling
Demek ki adamın cep telefonunu düşürdüğünü gördüm.,Demek ki adamın düşürdüğünü cep telefonunu gördüm.,cep telefonunu düşürdüğünü,düşürdüğünü cep telefonunu,-,scrambling  
Kaptanın rotayı değiştirdiğini duyurdu.,Kaptanın değiştirdiğini rotayı duyurdu.,rotayı değiştirdiğini,değiştirdiğini rotayı,-,scrambling
Canlı kuvvet müşterilerin şikayetlerini kaydettiğini iletti.,Canlı kuvvet kaydettiğini müşterilerin şikayetlerini iletti.,müşterilerin şikayetlerini kaydettiğini,kaydettiğini müşterilerin şikayetlerini,-,scrambling
Anlaşılıyor ki teyzenin balkondaki çiçekleri suladığını gördüm.,Anlaşılıyor ki teyzenin suladığını balkondaki çiçekleri gördüm.,balkondaki çiçekleri suladığını,suladığını balkondaki çiçekleri,-,scrambling
Belli ki yolcuların valizlerini kaybettiğini duyurdu.,Belli ki yolcuların kaybettiğini valizlerini duyurdu.,valizlerini kaybettiğini,kaybettiğini valizlerini,-,scrambling  
O halde sizin de açılışa katılmanızı çok isteriz.,O halde sizin de katılmanızı açılışa çok isteriz.,açılışa katılmanızı,katılmanızı açılışa,-,scrambling
Öyle görünüyor ki müdürün projeyi onayladığını duydum.,Öyle görünüyor ki müdürün onayladığını projeyi duydum.,projeyi onayladığını,onayladığını projeyi,-,scrambling  
Görünüşe göre çocukların oyuncakları paylaşmasını izledim.,Görünüşe göre çocukların paylaşmasını oyuncakları izledim.,oyuncakları paylaşmasını,paylaşmasını oyuncakları,-,scrambling
Belli ki öğrencilerin barikatı aşmasını izledim.,Belli ki öğrencilerin aşmasını barikatı izledim.,barikatı aşmasını,aşmasını barikatı,-,scrambling  
Şu halde çocukların topu kaçırdığını gördük.,Şu halde çocukların kaçırdığını topu gördük.,topu kaçırdığını,kaçırdığını topu,-,scrambling  
Öyle görünüyor ki polislerin hırsızı yakaladığını duyduk.,Öyle görünüyor ki polislerin yakaladığını hırsızı duyduk.,hırsızı yakaladığını,yakaladığını hırsızı,-,scrambling  
Öyle görünüyor ki çocuğun şekerleri yediğini gördüm.,Öyle görünüyor ki çocuğun yediğini şekerleri gördüm.,şekerleri yediğini,yediğini şekerleri,-,scrambling
O halde mimarın proje detaylarını değiştirdiğini öğrendik.,O halde mimarın değiştirdiğini proje detaylarını öğrendik.,proje detaylarını değiştirdiğini,değiştirdiğini proje detaylarını,-,scrambling
O halde teknisyenlerin sistemi yenilediğini açıkladılar.,O halde teknisyenlerin yenilediğini sistemi açıkladılar.,sistemi yenilediğini,yenilediğini sistemi,-,scrambling
Anlaşılan çiftçilerin traktörleri sürdüğünü gördük.,Anlaşılan çiftçilerin sürdüğünü traktörleri gördük.,traktörleri sürdüğünü,sürdüğünü traktörleri,-,scrambling
Yani doktorun ilacı yazdığını unutmuş.,Yani doktorun yazdığını ilacı unutmuş.,ilacı yazdığını,yazdığını ilacı,-,scrambling  
Belli ki i̇şçilerin bahçedeki ağacı budamasını izlediler.,Belli ki i̇şçilerin budamasını bahçedeki ağacı izlediler.,bahçedeki ağacı budamasını,budamasını bahçedeki ağacı,-,scrambling
Demek ki çiftçilerin traktörleri sürdüğünü gördük.,Demek ki çiftçilerin sürdüğünü traktörleri gördük.,traktörleri sürdüğünü,sürdüğünü traktörleri,-,scrambling
O halde teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.,O halde teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.,fabrikadaki arızayı giderdiğini,giderdiğini fabrikadaki arızayı,-,scrambling
Garsonun siparişleri karıştırdığını uygun ettiler.,Garsonun karıştırdığını siparişleri uygun ettiler.,siparişleri karıştırdığını,karıştırdığını siparişleri,-,scrambling
Öğretmenin sınav sonuçlarını açıkladığını bilgi verdi.,Öğretmenin açıkladığını sınav sonuçlarını bilgi verdi.,sınav sonuçlarını açıkladığını,açıkladığını sınav sonuçlarını,-,scrambling
Kızın kedisini sevmesine kabulün verdi.,Kızın sevmesine kedisini kabulün verdi.,kedisini sevmesine,sevmesine kedisini,-,scrambling 
Her sabah aynı evinden ekmek aldığını söyledi.,Her sabah aynı evinden aldığını ekmek söyledi.,ekmek aldığını,aldığını ekmek,-,scrambling
Anlaşılıyor ki yönetici maaşları ödediğini söyledi.,Anlaşılıyor ki yönetici ödediğini maaşları söyledi.,maaşları ödediğini,ödediğini maaşları,-,scrambling  
Şu halde müdürün projeyi onayladığını duydum.,Şu halde müdürün onayladığını projeyi duydum.,projeyi onayladığını,onayladığını projeyi,-,scrambling  
Yani annemin pastayı yaptığını sanıyordum.,Yani annemin yaptığını pastayı sanıyordum.,pastayı yaptığını,yaptığını pastayı,-,scrambling  
Kaptanın rotayı değiştirdiğini siren etti.,Kaptanın değiştirdiğini rotayı siren etti.,rotayı değiştirdiğini,değiştirdiğini rotayı,-,scrambling
Hasan'ın makaleyi yazdığını biliyorum.,Hasan'ın yazdığını makaleyi biliyorum.,makaleyi yazdığını ,yazdığını makaleyi,-,scrambling
Teknisyenlerin sistemi yenilediğini açıkladılar.,Teknisyenlerin yenilediğini sistemi açıkladılar.,sistemi yenilediğini,yenilediğini sistemi,-,scrambling
Öyle görünüyor ki öğretmenin soruyu yanıtlamasını dinlediler.,Öyle görünüyor ki öğretmenin yanıtlamasını soruyu dinlediler.,soruyu yanıtlamasını,yanıtlamasını soruyu,-,scrambling  
Görünüşe göre çocukların parktaki salıncağı kırdığını gördük.,Görünüşe göre çocukların kırdığını parktaki salıncağı gördük.,parktaki salıncağı kırdığını,kırdığını parktaki salıncağı,-,scrambling
Öğretmenin sınav sonuçlarını açıkladığını telefon verdi.,Öğretmenin açıkladığını sınav sonuçlarını telefon verdi.,sınav sonuçlarını açıkladığını,açıkladığını sınav sonuçlarını,-,scrambling
Belli ki annemin pastayı yaptığını sanıyordum.,Belli ki annemin yaptığını pastayı sanıyordum.,pastayı yaptığını,yaptığını pastayı,-,scrambling  
Anlaşılıyor ki kızının resim yaptığını bile bilmiyormuş.,Anlaşılıyor ki kızının yaptığını resim bile bilmiyormuş,resim yaptığını,yaptığını resim,-,scrambling  
Çocuklar bayramın gelmesini sevinçle bekliyor.,Çocuklar gelmesini bayramın sevinçle bekliyor.,bayramın gelmesini,gelmesini bayramın,-,scrambling
Anlaşılıyor ki yolcuların valizlerini kaybettiğini duyurdu.,Anlaşılıyor ki yolcuların kaybettiğini valizlerini duyurdu.,valizlerini kaybettiğini,kaybettiğini valizlerini,-,scrambling  
Yani her fırsatta işini çok sevdiğini söyler.,Yani her fırsatta çok sevdiğini işini söyler.,işini çok sevdiğini,çok sevdiğini işini,-,scrambling
Doktorun hastayı muayene ettiğini duydum.,Doktorun muayene ettiğini hastayı duydum.,hastayı muayene ettiğini,muayane ettiğini hastayı,-,scrambling  
Öyle görünüyor ki müdürün yeni çalışma saatlerini onayladığını duyurdu.,Öyle görünüyor ki müdürün onayladığını yeni çalışma saatlerini duyurdu.,yeni çalışma saatlerini onayladığını,onayladığını yeni çalışma saatlerini,-,scrambling
İşçilerin duvarı örmesini izledik.,İşçilerin örmesini duvarı izledik.,duvarı örmesini,örmesini duvarı,-,scrambling  
O halde dedemin tapu evraklarını bulduğunu öğrendik.,O halde dedemin bulduğunu tapu evraklarını öğrendik.,tapu evraklarını bulduğunu,bulduğunu tapu evraklarını,-,scrambling
Okul yardımcının öğrencileri azarlamasına inanamadık.,Okul yardımcının azarlamasına öğrencileri inanamadık.,öğrencileri azarlamasına,azarlamasına öğrencileri,-,scrambling
Yani adamın cep telefonunu düşürdüğünü gördüm.,Yani adamın düşürdüğünü cep telefonunu gördüm.,cep telefonunu düşürdüğünü,düşürdüğünü cep telefonunu,-,scrambling  
O halde kızının resim yaptığını bile bilmiyormuş.,O halde kızının yaptığını resim bile bilmiyormuş,resim yaptığını,yaptığını resim,-,scrambling  
Yani hasan'ın makaleyi yazdığını biliyorum.,Yani hasan'ın yazdığını makaleyi biliyorum.,makaleyi yazdığını ,yazdığını makaleyi,-,scrambling
Anlaşılan teknisyenin arızayı giderdiğini müjdeledi.,Anlaşılan teknisyenin giderdiğini arızayı müjdeledi.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
Kızının resim yaptığını bile bilmiyormuş.,Kızının yaptığını resim bile bilmiyormuş,resim yaptığını,yaptığını resim,-,scrambling  
Okulun önünde ergenlerin karnelerini almasını bekliyoruz.,Okulun önünde ergenlerin almasını karnelerini bekliyoruz.,karnelerini almasını,almasını karnelerini,-,scrambling
Belli ki bebeğe mamasını yedirdiğini gördük.,Belli ki bebeğe yedirdiğini mamasını gördük.,mamasını yedirdiğini,yedirdiğini mamasını,-,scrambling  
Belli ki yönetici maaşları ödediğini söyledi.,Belli ki yönetici ödediğini maaşları söyledi.,maaşları ödediğini,ödediğini maaşları,-,scrambling  
Görünüşe göre kardeşimin anahtarları kaybettiğini anladık.,Görünüşe göre kardeşimin kaybettiğini anahtarları anladık.,anahtarları kaybettiğini,kaybettiğini anahtarları,-,scrambling  
Demek ki öğretmenin soruyu yanıtlamasını dinlediler.,Demek ki öğretmenin yanıtlamasını soruyu dinlediler.,soruyu yanıtlamasını,yanıtlamasını soruyu,-,scrambling  
Yani teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.,Yani teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.,fabrikadaki arızayı giderdiğini,giderdiğini fabrikadaki arızayı,-,scrambling
Anlaşılıyor ki kardeşimin anahtarları kaybettiğini anladık.,Anlaşılıyor ki kardeşimin kaybettiğini anahtarları anladık.,anahtarları kaybettiğini,kaybettiğini anahtarları,-,scrambling  
Garsonun müşterinin siparişini unuttuğunu fark ettik.,Garsonun unuttuğunu müşterinin siparişini fark ettik.,müşterinin siparişini unuttuğunu,unuttuğunu müşterinin siparişini,-,scrambling
Şu halde adayların görüşmeleri başarıyla tamamladığını duydum.,Şu halde adayların başarıyla tamamladığını görüşmeleri duydum.,görüşmeleri başarıyla tamamladığını,başarıyla tamamladığını görüşmeleri,-,scrambling
Demek ki dedemin tapu evraklarını bulduğunu öğrendik.,Demek ki dedemin bulduğunu tapu evraklarını öğrendik.,tapu evraklarını bulduğunu,bulduğunu tapu evraklarını,-,scrambling
Müdür yakınının evrakları imzaladığını duydum.,Müdür yakınının imzaladığını evrakları duydum.,evrakları imzaladığını,imzaladığını evrakları,-,scrambling
Öyle görünüyor ki kuzenimin yeni telefonunu kaybettiğini söyledi.,Öyle görünüyor ki kuzenimin kaybettiğini yeni telefonunu söyledi.,yeni telefonunu kaybettiğini,kaybettiğini yeni telefonunu,-,scrambling
Mimarın proje detaylarını değiştirdiğini öğrendik.,Mimarın değiştirdiğini proje detaylarını öğrendik.,proje detaylarını değiştirdiğini,değiştirdiğini proje detaylarını,-,scrambling
O halde müdürün toplantıyı iptal ettiğini duyurdular.,O halde müdürün iptal ettiğini toplantıyı duyurdular.,toplantıyı iptal ettiğini,iptal ettiğini toplantıyı,-,scrambling
Öyle görünüyor ki müdürün yeni kararları açıkladığını bildirdi.,Öyle görünüyor ki müdürün açıkladığını yeni kararları bildirdi.,yeni kararları açıkladığını,açıkladığını yeni kararları,-,scrambling
Anlaşılan görevlinin evrakları kaybettiğini öğrendik.,Anlaşılan görevlinin kaybettiğini evrakları öğrendik.,evrakları kaybettiğini,kaybettiğini evrakları,-,scrambling
Belli ki adamın cep telefonunu düşürdüğünü gördüm.,Belli ki adamın düşürdüğünü cep telefonunu gördüm.,cep telefonunu düşürdüğünü,düşürdüğünü cep telefonunu,-,scrambling  
Anlaşılan eylemcilerin alanı temizlediğini gördük.,Anlaşılan eylemcilerin temizlediğini alanı gördük.,alanı temizlediğini,temizlediğini alanı,-,scrambling
Yani polislerin hırsızı yakaladığını duyduk.,Yani polislerin yakaladığını hırsızı duyduk.,hırsızı yakaladığını,yakaladığını hırsızı,-,scrambling  
Şefin mutfaktaki malzemeleri kontrol ettiğini gözlemledi.,Şefin kontrol ettiğini mutfaktaki malzemeleri gözlemledi.,mutfaktaki malzemeleri kontrol ettiğini,kontrol ettiğini mutfaktaki malzemeleri,-,scrambling
Yöneticinin kararı ertelediğini gazete etti.,Yöneticinin ertelediğini kararı gazete etti.,kararı ertelediğini,ertelediğini kararı,-,scrambling
Demek ki hasan'ın makaleyi yazdığını biliyorum.,Demek ki hasan'ın yazdığını makaleyi biliyorum.,makaleyi yazdığını ,yazdığını makaleyi,-,scrambling
Teyzenin balkondaki çiçekleri suladığını gördüm.,Teyzenin suladığını balkondaki çiçekleri gördüm.,balkondaki çiçekleri suladığını,suladığını balkondaki çiçekleri,-,scrambling
O halde kızım oyuncağını bozmasına üzüldü.,O halde kızım bozmasına oyuncağını üzüldü.,oyuncağını bozmasına,bozmasına oyuncağını,-,scrambling  
Öğretmenin sınav sonuçlarını açıkladığını haber verdi.,Öğretmenin açıkladığını sınav sonuçlarını haber verdi.,sınav sonuçlarını açıkladığını,açıkladığını sınav sonuçlarını,-,scrambling
Demek ki polislerin şüphelinin izini sürdüğünü basına açıkladı.,Demek ki polislerin sürdüğünü şüphelinin izini basına açıkladı.,şüphelinin izini sürdüğünü,sürdüğünü şüphelinin izini,-,scrambling
O halde polislerin hırsızın izini sürdüğünü duyduk.,O halde polislerin sürdüğünü hırsızın izini duyduk.,hırsızın izini sürdüğünü,sürdüğünü hırsızın izini,-,scrambling
Anlaşılan köpeğin komşunun bahçesini kazdığını gördüm.,Anlaşılan köpeğin kazdığını komşunun bahçesini gördüm.,komşunun bahçesini kazdığını,kazdığını komşunun bahçesini,-,scrambling  
Eylemcilerin alanı temizlediğini gördük.,Eylemcilerin temizlediğini alanı gördük.,alanı temizlediğini,temizlediğini alanı,-,scrambling
Anlaşılıyor ki kardeşinin doğruyu söylediğine inanıyor.,Anlaşılıyor ki kardeşinin söylediğine doğruyu inanıyor.,doğruyu söylediğine,söylediğine doğruyu,-,scrambling
Çocuğun bardağı kırdığını kimse görmedi.,Çocuğun kırdığını bardağı kimse görmedi.,bardağı kırdığını,kırdığını bardağı,-,scrambling  
Kardeşinin doğruyu söylediğine inanıyor.,Kardeşinin söylediğine doğruyu inanıyor.,doğruyu söylediğine,söylediğine doğruyu,-,scrambling
Hep birlikte arabanın çıkarılmasına tehdittim ettik.,Hep birlikte çıkarılmasına arabanın tehdittim ettik.,arabanın çıkarılmasına,çıkarılmasına arabanın,-,scrambling
Kızım oyuncağını bozmasına üzüldü.,Kızım bozmasına oyuncağını üzüldü.,oyuncağını bozmasına,bozmasına oyuncağını,-,scrambling  
Müdürün kararı açıkladığını duydum.,Müdürün açıkladığını kararı duydum.,kararı açıkladığını,açıkladığını kararı,-,scrambling  
Çocuğun köpeğini sevmesine talebin verdi.,Çocuğun sevmesine köpeğini talebin verdi.,köpeğini sevmesine,sevmesine köpeğini,-,scrambling  
Teknisyenin arızayı giderdiğini müjdeledi.,Teknisyenin giderdiğini arızayı müjdeledi.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
Öğretmenin sınav sonuçlarını açıkladığını yorum verdi.,Öğretmenin açıkladığını sınav sonuçlarını yorum verdi.,sınav sonuçlarını açıkladığını,açıkladığını sınav sonuçlarını,-,scrambling
Şu halde müdürün hukuksuzluk yaptığını duyurdu.,Şu halde müdürün yaptığını hukuksuzluk duyurdu.,hukuksuzluk yaptığını,yaptığını hukuksuzluk,-,scrambling
Adayların görüşmeleri başarıyla tamamladığını duydum.,Adayların başarıyla tamamladığını görüşmeleri duydum.,görüşmeleri başarıyla tamamladığını,başarıyla tamamladığını görüşmeleri,-,scrambling
Bebeğe mamasını yedirdiğini gördük.,Bebeğe yedirdiğini mamasını gördük.,mamasını yedirdiğini,yedirdiğini mamasını,-,scrambling  
Görünüşe göre teyzenin balkondaki çiçekleri suladığını gördüm.,Görünüşe göre teyzenin suladığını balkondaki çiçekleri gördüm.,balkondaki çiçekleri suladığını,suladığını balkondaki çiçekleri,-,scrambling
Yani yazarın yeni romanını bitirdiğini söyledi.,Yani yazarın bitirdiğini yeni romanını söyledi.,yeni romanını bitirdiğini,bitirdiğini yeni romanını,-,scrambling
Çiftçilerin tarlayı sulamasına yataktım ettiler.,Çiftçilerin sulamasına tarlayı yataktım ettiler.,tarlayı sulamasına,sulamasına tarlayı,-,scrambling
Anlaşılan kızının resim yaptığını bile bilmiyormuş.,Anlaşılan kızının yaptığını resim bile bilmiyormuş,resim yaptığını,yaptığını resim,-,scrambling  
Müdürün toplantıyı iptal ettiğini duyurdular.,Müdürün iptal ettiğini toplantıyı duyurdular.,toplantıyı iptal ettiğini,iptal ettiğini toplantıyı,-,scrambling
Yani yönetici maaşları ödediğini söyledi.,Yani yönetici ödediğini maaşları söyledi.,maaşları ödediğini,ödediğini maaşları,-,scrambling  
Anlaşılıyor ki annemin pastayı yaptığını sanıyordum.,Anlaşılıyor ki annemin yaptığını pastayı sanıyordum.,pastayı yaptığını,yaptığını pastayı,-,scrambling  
Öyle görünüyor ki müdürün raporu imzaladığını duydum.,Öyle görünüyor ki müdürün imzaladığını raporu duydum.,raporu imzaladığını,imzaladığını raporu,-,scrambling  
Anlaşılıyor ki otelde çarşafların değiştirildiğine emin olamadık.,Anlaşılıyor ki otelde değiştirildiğine çarşafların emin olamadık.,çarşafların değiştirildiğine,değiştirildiğine çarşafların,-,scrambling
O halde her fırsatta işini çok sevdiğini söyler.,O halde her fırsatta çok sevdiğini işini söyler.,işini çok sevdiğini,çok sevdiğini işini,-,scrambling
Şu halde polislerin hırsızın izini sürdüğünü duyduk.,Şu halde polislerin sürdüğünü hırsızın izini duyduk.,hırsızın izini sürdüğünü,sürdüğünü hırsızın izini,-,scrambling
Demek ki çocukların duvarı boyadığını gördüm.,Demek ki çocukların boyadığını duvarı gördüm.,duvarı boyadığını,boyadığını duvarı,-,scrambling
Görünüşe göre dedemin tapu evraklarını bulduğunu öğrendik.,Görünüşe göre dedemin bulduğunu tapu evraklarını öğrendik.,tapu evraklarını bulduğunu,bulduğunu tapu evraklarını,-,scrambling
Şu halde teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.,Şu halde teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.,fabrikadaki arızayı giderdiğini,giderdiğini fabrikadaki arızayı,-,scrambling
Yolcuların valizlerini kaybettiğini duyurdu.,Yolcuların kaybettiğini valizlerini duyurdu.,valizlerini kaybettiğini,kaybettiğini valizlerini,-,scrambling  
Doktorun hastayı muayene ettiğini duydum.,Doktorun muayene ettiğini hastayı duydum.,hastayı muayene ettiğini,muayane ettiğini hastayı,-,scrambling  
Yani dedemin tapu evraklarını bulduğunu öğrendik.,Yani dedemin bulduğunu tapu evraklarını öğrendik.,tapu evraklarını bulduğunu,bulduğunu tapu evraklarını,-,scrambling
Öğretmenin soruları yanıtlamasını bekledik.,Öğretmenin yanıtlamasını soruları bekledik.,soruları yanıtlamasını,yanıtlamasını soruları,-,scrambling
Öyle görünüyor ki teknisyenin arızayı giderdiğini açıkladı.,Öyle görünüyor ki teknisyenin giderdiğini arızayı açıkladı.,arızayı giderdiğini,giderdiğini arızayı,-,scrambling
Mimarın proje detaylarını değiştirdiğini öğrendik.,Mimarın değiştirdiğini proje detaylarını öğrendik.,proje detaylarını değiştirdiğini,değiştirdiğini proje detaylarını,-,scrambling
Teyzenin balkondaki çiçekleri suladığını gördüm.,Teyzenin suladığını balkondaki çiçekleri gördüm.,balkondaki çiçekleri suladığını,suladığını balkondaki çiçekleri,-,scrambling
Polislerin şüphelinin izini sürdüğünü haberine açıkladı.,Polislerin sürdüğünü şüphelinin izini haberine açıkladı.,şüphelinin izini sürdüğünü,sürdüğünü şüphelinin izini,-,scrambling
O halde annemin pastayı yaptığını sanıyordum.,O halde annemin yaptığını pastayı sanıyordum.,pastayı yaptığını,yaptığını pastayı,-,scrambling  
Kardeşimin bisikleti çaldığını ihbar etti.,Kardeşimin çaldığını bisikleti ihbar etti.,bisikleti çaldığını,çaldığını bisikleti,-,scrambling  
O halde kuzenimin yeni telefonunu kaybettiğini söyledi.,O halde kuzenimin kaybettiğini yeni telefonunu söyledi.,yeni telefonunu kaybettiğini,kaybettiğini yeni telefonunu,-,scrambling
Müşterinin faturayı ödediğini söylediler.,Müşterinin ödediğini faturayı söylediler.,faturayı ödediğini,ödediğini faturayı,-,scrambling  
Yani otelde çarşafların değiştirildiğine emin olamadık.,Yani otelde değiştirildiğine çarşafların emin olamadık.,çarşafların değiştirildiğine,değiştirildiğine çarşafların,-,scrambling
Anlaşılan i̇şçilerin duvarı örmesini izledik.,Anlaşılan i̇şçilerin örmesini duvarı izledik.,duvarı örmesini,örmesini duvarı,-,scrambling  
Annemin yemeği yaktığını geç noksan ettim.,Annemin yaktığını yemeği geç noksan ettim.,yemeği yaktığını,yaktığını yemeği,-,scrambling  
Görünüşe göre ufaklığın ödevlerini bitirmesine sevindim.,Görünüşe göre ufaklığın bitirmesine ödevlerini sevindim.,ödevlerini bitirmesine,bitirmesine ödevlerini,-,scrambling  
Çocuğun bardağı kırdığını herşey görmedi.,Çocuğun kırdığını bardağı herşey görmedi.,bardağı kırdığını,kırdığını bardağı,-,scrambling  
Anlaşılan kızım oyuncağını bozmasına üzüldü.,Anlaşılan kızım bozmasına oyuncağını üzüldü.,oyuncağını bozmasına,bozmasına oyuncağını,-,scrambling  
Kızın kedisini sevmesine ruhsatın verdi.,Kızın sevmesine kedisini ruhsatın verdi.,kedisini sevmesine,sevmesine kedisini,-,scrambling 
Çocuğun camı kırdığını birşey görmedi.,Çocuğun kırdığını camı birşey görmedi.,camı kırdığını,kırdığını camı,-,scrambling  
Öyle görünüyor ki çocukların parktaki salıncağı kırdığını gördük.,Öyle görünüyor ki çocukların kırdığını parktaki salıncağı gördük.,parktaki salıncağı kırdığını,kırdığını parktaki salıncağı,-,scrambling
Şu halde kardeşimin anahtarları kaybettiğini anladık.,Şu halde kardeşimin kaybettiğini anahtarları anladık.,anahtarları kaybettiğini,kaybettiğini anahtarları,-,scrambling  
Doktorun ilacı yazdığını unutmuş.,Doktorun yazdığını ilacı unutmuş.,ilacı yazdığını,yazdığını ilacı,-,scrambling  
O halde müdürün yeni çalışma saatlerini onayladığını duyurdu.,O halde müdürün onayladığını yeni çalışma saatlerini duyurdu.,yeni çalışma saatlerini onayladığını,onayladığını yeni çalışma saatlerini,-,scrambling
Kapıya gelen secinin kendisini dolandırıldığını sonradan anladı.,Kapıya gelen secinin dolandırıldığını kendisini sonradan anladı.,kendisini dolandırıldığını,dolandırıldığını kendisini,-,scrambling
Anlaşılıyor ki öğrencilerin deney tüplerini kırdığını duydum.,Anlaşılıyor ki öğrencilerin kırdığını deney tüplerini duydum.,deney tüplerini kırdığını,kırdığını deney tüplerini,-,scrambling
Okulun önünde bebeklerin karnelerini almasını bekliyoruz.,Okulun önünde bebeklerin almasını karnelerini bekliyoruz.,karnelerini almasını,almasını karnelerini,-,scrambling
Şu halde müdürün toplantıyı iptal ettiğini duyurdular.,Şu halde müdürün iptal ettiğini toplantıyı duyurdular.,toplantıyı iptal ettiğini,iptal ettiğini toplantıyı,-,scrambling
Çocuğun şekerleri yediğini gördüm.,Çocuğun yediğini şekerleri gördüm.,şekerleri yediğini,yediğini şekerleri,-,scrambling
Öğrencinin kitabı unuttuğunu durum ettim.,Öğrencinin unuttuğunu kitabı durum ettim.,kitabı unuttuğunu,unuttuğunu kitabı,-,scrambling  
Şu halde mimarın proje için gerekli izinleri aldığını öğrendik.,Şu halde mimarın aldığını proje için gerekli izinleri öğrendik.,proje için gerekli izinleri aldığını,aldığını proje için gerekli izinleri,-,scrambling
