good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Otobüs yolda kalınca suda donuldu.,Otobüs yolda kalınca yolcular tarafından suda donuldu.,∅,yolcular tarafından,donuldu,passives
Üniversite evinde sessizce çalışıldı.,Üniversite evinde öğrenciler tarafından sessizce çalışıldı.,∅,öğrenciler tarafından,çalışıldı,passives
Yazın bu sahilde rahatça yüzülür.,Yazın turistler tarafından bu sahilde rahatça yüzülür.,∅,turistler tarafından,yüzülür,passives
Belli ki derinlerde uzun süre çalışıldı.,Belli ki derinlerde dalgıçlar tarafından duzun süre çalışıldı.,∅,dalgıçlar tarafından,çalışıldı,passives
Yeni bir şey öğrenilince mutlu olunur.,Yeni bir şey öğrenilince öğrenenler tarafından mutlu olunur.,∅,öğrenenler tarafından,olunur,passives
Formula 1 pistinde yarış ilerisi hızlı bir tur atıldı.,Formula 1 pistinde pilotlar tarafından yarış ilerisi hızlı bir tur atıldı.,∅,pilotlar tarafından,atıldı,passives
Köy yolunda tozlu toprakta yürünür.,Köy yolunda köylüler tarafından tozlu toprakta yürünür.,∅,köylüler tarafından,yürünür,passives
Demek ki sevilince daha çok gülümsenir.,Demek ki sevilince sevenler tarafından daha çok gülümsenir.,∅,sevenler tarafından,gülümsenir,passives
Sınav öncesi kütüphanede hummalıca çalışıldı.,Sınav öncesi öğrenciler tarafından kütüphanede hummalıca çalışıldı.,∅,öğrenciler tarafından,çalışıldı,passives
Yamaç paraşütüyle buramdan atlandı.,Yamaç paraşütüyle maceracılar tarafından buramdan atlandı.,∅,maceracılar tarafından,atlandı,passives
Akıntı uyarısı yapılan kanallarda katiyen yüzülmemeli.,Akıntı uyarısı yapılan kanallarda gençler tarafından katiyen yüzülmemeli.,∅,gençler tarafından,yüzülmemeli,passives
Volkanik golde asitli suya kesinlikle girilmez.,Volkanik golde turistler tarafından asitli suya kesinlikle girilmez.,∅,turistler tarafından,girilmez,passives
Opera altında akustik test sırasında dans edildi.,Opera altında akustik test sırasında sanatçılar tarafından dans edildi.,∅,sanatçılar tarafından,dans edildi,passives
Dağ yürüyüşünde dik kayalara tırmanılır.,Dağ yürüyüşünde gezginler tarafından dik kayalara tırmanılır.,∅,gezginler tarafından,tırmanılır,passives
Belli ki soğuk algınlığında bol bol uyunur.,Belli ki soğuk algınlığında hastalar tarafından bol bol uyunur.,∅,hastalar tarafından,uyunur,passives
Yaz aylarında bu dede bol bol yüzülür.,Yaz aylarında tatilciler tarafından bu dede bol bol yüzülür.,∅,tatilciler tarafından,yüzülür,passives
Yaz dışında bol bol uyunur.,Yaz dışında öğrenciler tarafından bol bol uyunur.,∅,öğrenciler tarafından,uyunur,passives
Görünüşe göre karda kaymadan yürünmez.,Görünüşe göre karda insanlar tarafından kaymadan yürünmez.,∅,insanlar tarafından,yürünmez,passives
Öyle görünüyor ki sevilince daha çok gülümsenir.,Öyle görünüyor ki sevilince sevenler tarafından daha çok gülümsenir.,∅,sevenler tarafından,gülümsenir,passives
Anlaşılan kışın kalın giyinilir.,Anlaşılan kışın insanlar tarafından kalın giyinilir.,∅,insanlar tarafından,giyinilir,passives
Demek ki yemekten sonra biraz dinlenilir.,Demek ki yemekten sonra misafirler tarafından biraz dinlenilir.,∅,misafirler tarafından,dinlenilir,passives
Kışın bu köyde erken yatılır.,Kışın köylüler tarafından bu köyde erken yatılır.,∅,köylüler tarafından,yatılır,passives
Görünüşe göre yemekten sonra biraz dinlenilir.,Görünüşe göre yemekten sonra misafirler tarafından biraz dinlenilir.,∅,misafirler tarafından,dinlenilir,passives
Yani üzgünken daha az konuşulur.,Yani üzgünken insanlar tarafından daha az konuşulur.,∅,insanlar tarafından,konuşulur,passives
Antrenmanda son ocak hızlı koşuldu.,Antrenmanda sporcular tarafından son ocak hızlı koşuldu.,∅,sporcular tarafından,koşuldu,passives
Kumsalda gece erken saatlerde koşulur.,Kumsalda sporcular tarafından gece erken saatlerde koşulur.,∅,sporcular tarafından,koşulur,passives
Şehir parkında sabah erken saatlerde koşulur.,Şehir parkında halk tarafından sabah erken saatlerde koşulur.,∅,halk tarafından,koşulur,passives
Araştırma programı için gece boyunca çalışıldı.,Araştırma programı için asistanlar tarafından gece boyunca çalışıldı.,∅,asistanlar tarafından,çalışıldı,passives
Yamaç paraşütüyle oramdan atlandı.,Yamaç paraşütüyle maceracılar tarafından oramdan atlandı.,∅,maceracılar tarafından,atlandı,passives
Uzay istasyonunda yerçekimsiz durumuma alışılınca rahatça uyunur.,Uzay istasyonunda yerçekimsiz durumuma alışılınca astronotlar tarafından rahatça uyunur.,∅,astronotlar tarafından,uyunur,passives
Belli ki uzun uçuşlarda rahatça uyunur.,Belli ki uzun uçuşlarda yolcular tarafından rahatça uyunur.,∅,yolcular tarafından,uyunur,passives
Opera yakınında akustik test sırasında dans edildi.,Opera yakınında akustik test sırasında sanatçılar tarafından dans edildi.,∅,sanatçılar tarafından,dans edildi,passives
Karla kaplı yollarda dikkatli yürünür.,Karla kaplı yollarda işe gidenler tarafından dikkatli yürünür.,∅,işe gidenler tarafından,yürünür,passives
Yoğun kar yağışında kulübenin dışında çabuk donulur.,Yoğun kar yağışında bekçiler tarafından kulübenin dışında çabuk donulur.,∅,bekçiler tarafından,donulur,passives
Demek ki yazın ince giyinilir.,Demek ki yazın insanlar tarafından ince giyinilir.,∅,insanlar tarafından,giyinilir,passives
Karla kaplı sularda dikkatli yürünür.,Karla kaplı sularda işe gidenler tarafından dikkatli yürünür.,∅,işe gidenler tarafından,yürünür,passives
Uzay istasyonunda yerçekimsiz olayıma alışılınca rahatça uyunur.,Uzay istasyonunda yerçekimsiz olayıma alışılınca astronotlar tarafından rahatça uyunur.,∅,astronotlar tarafından,uyunur,passives
Köy meydanında davul zurna eşliğinde dans edildi.,Köy meydanında köylüler tarafından davul zurna eşliğinde dans edildi.,∅,köylüler tarafından,dans edildi,passives
Plajda meteor altında uzun süre yatılıyor.,Plajda turistler tarafından meteor altında uzun süre yatılıyor.,∅,turistler tarafından,yatılıyor,passives
Sıcak yaz günlerinde site sahilde serin serin yüzülür.,Sıcak yaz günlerinde site sakinleri tarafından site sahilde serin serin yüzülür.,∅,site sakinleri tarafından,yüzülür,passives
Köy caddende davul zurna eşliğinde dans edildi.,Köy caddende köylüler tarafından davul zurna eşliğinde dans edildi.,∅,köylüler tarafından,dans edildi,passives
Öyle görünüyor ki derinlerde uzun süre çalışıldı.,Öyle görünüyor ki derinlerde dalgıçlar tarafından duzun süre çalışıldı.,∅,dalgıçlar tarafından,çalışıldı,passives
Görünüşe göre yeni yıl sabahında geç uyunur.,Görünüşe göre yeni yıl sabahında eğlenenler tarafından geç uyunur.,∅,eğlenenler tarafından,uyunur,passives
Demek ki kütüphanede tam bir sessizlik içinde çalışıldı.,Demek ki kütüphanede araştırmacılar tarafından tam bir sessizlik içinde çalışıldı.,∅,araştırmacılar tarafından,çalışıldı,passives
Yüksek bitkiliklerden dikkatlice atlanıyor.,Yüksek bitkiliklerden gençler tarafından dikkatlice atlanıyor.,∅,gençler tarafından,atlanıyor,passives
Volkanik gölde asitli suya kesinlikle girilmez.,Volkanik gölde turistler tarafından asitli suya kesinlikle girilmez.,∅,turistler tarafından,girilmez,passives
Yazın bu yerde rahatça yüzülür.,Yazın turistler tarafından bu yerde rahatça yüzülür.,∅,turistler tarafından,yüzülür,passives
Volkanik duvarda asitli suya kesinlikle girilmez.,Volkanik duvarda turistler tarafından asitli suya kesinlikle girilmez.,∅,turistler tarafından,girilmez,passives
Yani yalnızken daha çok büyünür.,Yani yalnızken yalnızlar tarafından daha çok büyünür.,∅,yalnızlar tarafından,büyünür,passives
Dijital tedavi kampında teknolojiden uzak yaşanır.,Dijital tedavi kampında katılımcılar tarafından teknolojiden uzak yaşanır.,∅,katılımcılar tarafından,yaşanır,passives
Sıcak yaz günlerinde havada uzanılır.,Sıcak yaz günlerinde insanlar tarafından havada uzanılır.,∅,insanlar tarafından,uzanılır,passives
Üniversite ofisinde sessizce çalışıldı.,Üniversite ofisinde öğrenciler tarafından sessizce çalışıldı.,∅,öğrenciler tarafından,çalışıldı,passives
O halde yorgunken daha çabuk uyunur.,O halde yorgunken insanlar tarafından daha çabuk uyunur.,∅,insanlar tarafından,uyunur,passives
Akıntılı sularda yüzülmez.,Akıntılı sularda insanlar tarafından yüzülmez.,∅,insanlar tarafından,yüzülmez,passives
Serbest dalışta 10 alttan atlanıyor.,Serbest dalışta sporcular tarafından 10 alttan atlanıyor.,∅,sporcular tarafından,atlanıyor,passives
Akıntı uyarısı yapılan denizlerde katiyen yüzülmemeli.,Akıntı uyarısı yapılan denizlerde gençler tarafından katiyen yüzülmemeli.,∅,gençler tarafından,yüzülmemeli,passives
Maratonda son saatte hızlı koşuldu.,Maratonda profesyoneller tarafından son saatte hızlı koşuldu.,∅,profesyoneller tarafından,koşuldu,passives
Sınav haftasında gece geç saatlere kadar çalışıldı.,Sınav haftasında üniversiteliler tarafından gece geç saatlere kadar çalışıldı.,∅,üniversiteliler tarafından,çalışıldı,passives
Festival konunda sabaha kadar dans edildi.,Festival konunda gençler tarafından sabaha kadar dans edildi.,∅,gençler tarafından,dans edildi,passives
Şehir merkezinde gece geç yerlere kadar yürünür.,Şehir merkezinde gençler tarafından gece geç yerlere kadar yürünür.,∅,gençler tarafından,yürünür,passives
Yağmur yağınca tente ile yürünür.,Yağmur yağınca insanlar tarafından tente ile yürünür.,∅,insanlar tarafından,yürünür,passives
Akıntı uyarısı yapılan sularda katiyen yüzülmemeli.,Akıntı uyarısı yapılan sularda gençler tarafından katiyen yüzülmemeli.,∅,gençler tarafından,yüzülmemeli,passives
Dağ yürüyüşünde dik yaylalara tırmanılır.,Dağ yürüyüşünde gezginler tarafından dik yaylalara tırmanılır.,∅,gezginler tarafından,tırmanılır,passives
Dijital diyet kampında teknolojiden uzak yaşanır.,Dijital diyet kampında katılımcılar tarafından teknolojiden uzak yaşanır.,∅,katılımcılar tarafından,yaşanır,passives
Demek ki baloda saatlerce dans edildi.,Demek ki baloda davetliler tarafından saatlerce dans edildi.,∅,davetliler tarafından,dans edildi,passives
Kışın bu yaylada erken yatılır.,Kışın köylüler tarafından bu yaylada erken yatılır.,∅,köylüler tarafından,yatılır,passives
Yazlık arabada sabahları geç uyunur.,Yazlık arabada tatilciler tarafından sabahları geç uyunur.,∅,tatilciler tarafından,uyunur,passives
Kanalda hemen batılıyor.,Kanalda düşenler tarafından hemen batılıyor.,∅,düşenler tarafından,batılıyor,passives
Kışın bu gölde buz onunda yürünür.,Kışın bölgedekiler tarafından bu gölde buz onunda yürünür.,∅,bölgedekiler tarafından,yürünür,passives
Yarışın son altında hızla koşuldu.,Yarışın son altında maratoncular tarafından hızla koşuldu.,∅,maratoncular tarafından,koşuldu,passives
Antrenmanda son tak hızlı koşuldu.,Antrenmanda sporcular tarafından son tak hızlı koşuldu.,∅,sporcular tarafından,koşuldu,passives
Görünüşe göre uzun uçuşlarda rahatça uyunur.,Görünüşe göre uzun uçuşlarda yolcular tarafından rahatça uyunur.,∅,yolcular tarafından,uyunur,passives
Yani kışın kalın giyinilir.,Yani kışın insanlar tarafından kalın giyinilir.,∅,insanlar tarafından,giyinilir,passives
Yağmur yağınca şemsiye ile yürünür.,Yağmur yağınca insanlar tarafından şemsiye ile yürünür.,∅,insanlar tarafından,yürünür,passives
Deniz kenarında sabah erken saatte koşulur.,Deniz kenarında sporcular tarafından sabah erken saatte koşulur.,∅,sporcular tarafından,koşulur,passives
Serada nemli katlerde yürünür.,Serada işçiler tarafından nemli katlerde yürünür.,∅,işçiler tarafından,yürünür,passives
Otobüs yolda kalınca yerde donuldu.,Otobüs yolda kalınca yolcular tarafından yerde donuldu.,∅,yolcular tarafından,donuldu,passives
Kumsalda sabah erken saatlerde koşulur.,Kumsalda sporcular tarafından sabah erken saatlerde koşulur.,∅,sporcular tarafından,koşulur,passives
Kayak batında dik yamaçlardan atlanır.,Kayak batında kayakçılar tarafından dik yamaçlardan atlanır.,∅,kayakçılar tarafından,atlanır,passives
Yamaç paraşütüyle uçurumdan atlandı.,Yamaç paraşütüyle maceracılar tarafından uçurumdan atlandı.,∅,maceracılar tarafından,atlandı,passives
Orman yangını söndürülürken duman ortanda kalındı.,Orman yangını söndürülürken itfaiyeciler tarafından duman ortanda kalındı.,∅,itfaiyeciler tarafından,kalındı,passives
Yazın bu duvarda serinlemek için yüzülür.,Yazın yerel halk tarafından bu duvarda serinlemek için yüzülür.,∅,yerel halk tarafından,yüzülür,passives
Kışın bu gölde buz üstünde yürünür.,Kışın balıkçılar tarafından bu gölde buz üstünde yürünür.,∅,balıkçılar tarafından,yürünür,passives
Demek ki uzun uçuşlarda rahatça uyunur.,Demek ki uzun uçuşlarda yolcular tarafından rahatça uyunur.,∅,yolcular tarafından,uyunur,passives
Belli ki uzun uçuşlarda rahatça uyunur.,Belli ki uzun uçuşlarda yolcular tarafından rahatça uyunur.,∅,yolcular tarafından,uyunur,passives
Yeraltı alanında haftalarca mahsur kalındı.,Yeraltı alanında insanlar tarafından haftalarca mahsur kalındı.,∅,insanlar tarafından,kalındı,passives
Stadyumda yapay zeminde hızlı koşulur.,Stadyumda sporcular tarafından yapay zeminde hızlı koşulur.,∅,sporcular tarafından,koşulur,passives
Orman yangını söndürülürken duman aranda kalındı.,Orman yangını söndürülürken itfaiyeciler tarafından duman aranda kalındı.,∅,itfaiyeciler tarafından,kalındı,passives
Yaz sezonlarında balkonda uyunur.,Yaz sezonlarında insanlar tarafından balkonda uyunur.,∅,insanlar tarafından,uyunur,passives
Yüzme havuzunda kurallara uygun sekilde yüzülür.,Yüzme havuzunda yüzücüler tarafından kurallara uygun sekilde yüzülür.,∅,yüzücüler tarafından,yüzülür,passives
Araştırma isi için gece boyunca çalışıldı.,Araştırma isi için asistanlar tarafından gece boyunca çalışıldı.,∅,asistanlar tarafından,çalışıldı,passives
Kışın bu golde buz üstünde yürünür.,Kışın bölgedekiler tarafından bu golde buz üstünde yürünür.,∅,bölgedekiler tarafından,yürünür,passives
Ortaçağ kalesinin zindanlarında karda donuldu.,Ortaçağ kalesinin zindanlarında mahkumlar tarafından karda donuldu.,∅,mahkumlar tarafından,donuldu,passives
Kışın bu gölde buz dışında yürünür.,Kışın bölgedekiler tarafından bu gölde buz dışında yürünür.,∅,bölgedekiler tarafından,yürünür,passives
Şehir parkında sabah erken yerlerde koşulur.,Şehir parkında halk tarafından sabah erken yerlerde koşulur.,∅,halk tarafından,koşulur,passives
Belli ki hava güzelken daha çok dışarı çıkılır.,Belli ki hava güzelken herkes tarafından daha çok dışarı çıkılır.,∅,herkes tarafından,çıkılır,passives
Karanlık katte kolayca uyunmaz.,Karanlık katte çocuklar tarafından kolayca uyunmaz.,∅,çocuklar tarafından,uyunmaz,passives
Para kazanınca rahat yaşanır.,Para kazanınca zenginler tarafından rahat yaşanır.,∅,zenginler tarafından,yaşanır,passives
Kütüphanede tam bir sessizlik içinde çalışıldı.,Kütüphanede araştırmacılar tarafından tam bir sessizlik içinde çalışıldı.,∅,araştırmacılar tarafından,çalışıldı,passives
Yani derinlerde uzun süre çalışıldı.,Yani derinlerde dalgıçlar tarafından duzun süre çalışıldı.,∅,dalgıçlar tarafından,çalışıldı,passives
Görünüşe göre kışın kalın giyinilir.,Görünüşe göre kışın insanlar tarafından kalın giyinilir.,∅,insanlar tarafından,giyinilir,passives
Şehir merkezinde gece geç bilgisayarlara kadar yürünür.,Şehir merkezinde gençler tarafından gece geç bilgisayarlara kadar yürünür.,∅,gençler tarafından,yürünür,passives
Opera katinde akustik test sırasında dans edildi.,Opera katinde akustik test sırasında sanatçılar tarafından dans edildi.,∅,sanatçılar tarafından,dans edildi,passives
Boğaz sekinde çok güzel yürünür.,Boğaz sekinde insanlar tarafından çok güzel yürünür.,∅,insanlar tarafından,yürünür,passives
Opera dairesinde akustik test sırasında dans edildi.,Opera dairesinde akustik test sırasında sanatçılar tarafından dans edildi.,∅,sanatçılar tarafından,dans edildi,passives
Antrenmanda son ceset hızlı koşuldu.,Antrenmanda sporcular tarafından son ceset hızlı koşuldu.,∅,sporcular tarafından,koşuldu,passives
Şiddetli kar fırtınasında yolda donuldu.,Şiddetli kar fırtınasında yolcular tarafından yolda donuldu.,∅,yolcular tarafından,donuldu,passives
Yazın bu havada serinlemek için yüzülür.,Yazın yerel halk tarafından bu havada serinlemek için yüzülür.,∅,yerel halk tarafından,yüzülür,passives
O halde kışın kalın giyinilir.,O halde kışın insanlar tarafından kalın giyinilir.,∅,insanlar tarafından,giyinilir,passives
Akıntı uyarısı yapılan sahillerde katiyen yüzülmemeli.,Akıntı uyarısı yapılan sahillerde gençler tarafından katiyen yüzülmemeli.,∅,gençler tarafından,yüzülmemeli,passives
Yani kütüphanede tam bir sessizlik içinde çalışıldı.,Yani kütüphanede araştırmacılar tarafından tam bir sessizlik içinde çalışıldı.,∅,araştırmacılar tarafından,çalışıldı,passives
Uçak gemisinin güvertesinden okyanusunuza atlandı.,Uçak gemisinin güvertesinden denizciler tarafından okyanusunuza atlandı.,∅,denizciler tarafından,atlandı,passives
Yaz kampında derin nehirlere atlanıyor.,Yaz kampında kampçılar tarafından derin nehirlere atlanıyor.,∅,kampçılar tarafından,atlanıyor,passives
O halde gençken daha çok eğlenilir.,O halde gençken insanlar tarafından daha çok eğlenilir.,∅,insanlar tarafından,eğlenilir,passives
Kışın bu gölde buz altında yürünür.,Kışın balıkçılar tarafından bu gölde buz altında yürünür.,∅,balıkçılar tarafından,yürünür,passives
Uzay mekiğinde sarsıntı olmayınca tuhaf uyunur.,Uzay mekiğinde mürettebat tarafından sarsıntı olmayınca tuhaf uyunur.,∅,mürettebat tarafından,uyunur,passives
Serada nemli havalarda yürünür.,Serada işçiler tarafından nemli havalarda yürünür.,∅,işçiler tarafından,yürünür,passives
Sınav altında gece geç saatlere kadar çalışıldı.,Sınav altında üniversiteliler tarafından gece geç saatlere kadar çalışıldı.,∅,üniversiteliler tarafından,çalışıldı,passives
Anlaşılan yemekten sonra biraz dinlenilir.,Anlaşılan yemekten sonra misafirler tarafından biraz dinlenilir.,∅,misafirler tarafından,dinlenilir,passives
Şehir merkezinde gece geç saatlere kadar yürünür.,Şehir merkezinde gençler tarafından gece geç saatlere kadar yürünür.,∅,gençler tarafından,yürünür,passives
Yaz kampında derin denizlere atlanıyor.,Yaz kampında kampçılar tarafından derin denizlere atlanıyor.,∅,kampçılar tarafından,atlanıyor,passives
O halde yaşlanınca daha erken yatılır.,O halde yaşlanınca insanlar tarafından daha erken yatılır.,∅,insanlar tarafından,yatılır,passives
Her sene bir genç daha büyünür.,Her sene çocuklar tarafından bir genç daha büyünür.,∅,çocuklar tarafından,büyünür,passives
Gençken daha çok eğlenilir.,Gençken insanlar tarafından daha çok eğlenilir.,∅,insanlar tarafından,eğlenilir,passives
Sabah lise bahçesinde koşuldu.,Sabah öğrenciler tarafından lise bahçesinde koşuldu.,∅,öğrenciler tarafından,koşuldu,passives
Öyle görünüyor ki yazın ince giyinilir.,Öyle görünüyor ki yazın insanlar tarafından ince giyinilir.,∅,insanlar tarafından,giyinilir,passives
Yaz kampında derin yerlere atlanıyor.,Yaz kampında kampçılar tarafından derin yerlere atlanıyor.,∅,kampçılar tarafından,atlanıyor,passives
Demek ki para kazanınca rahat yaşanır.,Demek ki para kazanınca zenginler tarafından rahat yaşanır.,∅,zenginler tarafından,yaşanır,passives
Şu halde yalnızken daha çok büyünür.,Şu halde yalnızken yalnızlar tarafından daha çok büyünür.,∅,yalnızlar tarafından,büyünür,passives
Mercan resifinde renkli canlılarla yüzülür.,Mercan resifinde dalgıçlar tarafından renkli canlılarla yüzülür.,∅,dalgıçlar tarafından,yüzülür,passives
Yani yaşlanınca daha erken yatılır.,Yani yaşlanınca insanlar tarafından daha erken yatılır.,∅,insanlar tarafından,yatılır,passives
Yatılı sokakta erkenden uyunur.,Yatılı sokakta öğrenciler tarafından erkenden uyunur.,∅,öğrenciler tarafından,uyunur,passives
Kışın bu havada buz üstünde yürünür.,Kışın bölgedekiler tarafından bu havada buz üstünde yürünür.,∅,bölgedekiler tarafından,yürünür,passives
Kütüphanede tam bir sessizlik içinde çalışıldı.,Kütüphanede araştırmacılar tarafından tam bir sessizlik içinde çalışıldı.,∅,araştırmacılar tarafından,çalışıldı,passives
Nükleer santralde radyasyon alanlarına girilmez.,Nükleer santralde personel tarafından radyasyon alanlarına girilmez.,∅,personel tarafından,girilmez,passives
Boğaz ortasında çok güzel yürünür.,Boğaz ortasında insanlar tarafından çok güzel yürünür.,∅,insanlar tarafından,yürünür,passives
Yaz kampında derin delere atlanıyor.,Yaz kampında kampçılar tarafından derin delere atlanıyor.,∅,kampçılar tarafından,atlanıyor,passives
Öyle görünüyor ki baloda saatlerce dans edildi.,Öyle görünüyor ki baloda davetliler tarafından saatlerce dans edildi.,∅,davetliler tarafından,dans edildi,passives
Yazın bu havada rahatça yüzülür.,Yazın turistler tarafından bu havada rahatça yüzülür.,∅,turistler tarafından,yüzülür,passives
Plajda de altında uzun süre yatılıyor.,Plajda turistler tarafından de altında uzun süre yatılıyor.,∅,turistler tarafından,yatılıyor,passives
