good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Müdürün raporu imzaladığını duydum.;Müdürün imzaladığını raporu duydum.;raporu imzaladığını;imzaladığını raporu;-;scrambling  
Annemin yemeği yaktığını geç fark ettim.;Annemin yaktığını yemeği geç fark ettim.;yemeği yaktığını;yaktığını yemeği;-;scrambling  
Arkadaşımın arabasını sattığını öğrendim.;Arkadaşımın sattığını arabasını öğrendim.;arabasını sattığını;sattığını arabasını;-;scrambling  
Çocukların topu kaçırdığını gördük.;Çocukların kaçırdığını topu gördük.;topu kaçırdığını;kaçırdığını topu;-;scrambling  
Adamın cep telefonunu düşürdüğünü gördüm.;Adamın düşürdüğünü cep telefonunu gördüm.;cep telefonunu düşürdüğünü;düşürdüğünü cep telefonunu;-;scrambling  
Kardeşimin anahtarları kaybettiğini anladık.;Kardeşimin kaybettiğini anahtarları anladık.;anahtarları kaybettiğini;kaybettiğini anahtarları;-;scrambling  
Öğretmenin soruyu yanıtlamasını dinlediler.;Öğretmenin yanıtlamasını soruyu dinlediler.;soruyu yanıtlamasını;yanıtlamasını soruyu;-;scrambling  
Çocuğun bardağı kırdığını kimse görmedi.;Çocuğun kırdığını bardağı kimse görmedi.;bardağı kırdığını;kırdığını bardağı;-;scrambling  
Müşterinin faturayı ödediğini söylediler.;Müşterinin ödediğini faturayı söylediler.;faturayı ödediğini;ödediğini faturayı;-;scrambling  
Kızının resim yaptığını bile bilmiyormuş.;Kızının yaptığını resim bile bilmiyormuş;resim yaptığını;yaptığını resim;-;scrambling  
İşçilerin duvarı örmesini izledik.;İşçilerin örmesini duvarı izledik.;duvarı örmesini;örmesini duvarı;-;scrambling  
Öğrencilerin barikatı aşmasını izledim.;Öğrencilerin aşmasını barikatı izledim.;barikatı aşmasını;aşmasını barikatı;-;scrambling  
Doktorun hastayı muayene ettiğini duydum.;Doktorun muayene ettiğini hastayı duydum.;hastayı muayene ettiğini;muayane ettiğini hastayı;-;scrambling  
Kızım oyuncağını bozmasına üzüldü.;Kızım bozmasına oyuncağını üzüldü.;oyuncağını bozmasına;bozmasına oyuncağını;-;scrambling  
Öğrencinin kitabı unuttuğunu fark ettim.;Öğrencinin unuttuğunu kitabı fark ettim.;kitabı unuttuğunu;unuttuğunu kitabı;-;scrambling  
Müdürün kararı açıkladığını duydum.;Müdürün açıkladığını kararı duydum.;kararı açıkladığını;açıkladığını kararı;-;scrambling  
Adamın yalan söylediğini anladık.;Adamın söylediğini yalan anladık.;yalan söylediğini;söylediğini yalan;-;scrambling  
Çocuğun şekerleri yediğini gördüm.;Çocuğun yediğini şekerleri gördüm.;şekerleri yediğini;yediğini şekerleri;-;scrambling
Teyzenin balkondaki çiçekleri suladığını gördüm.;Teyzenin suladığını balkondaki çiçekleri gördüm.;balkondaki çiçekleri suladığını;suladığını balkondaki çiçekleri;-;scrambling
Müdür yardımcısının evrakları imzaladığını duydum.;Müdür yardımcısının imzaladığını evrakları duydum.;evrakları imzaladığını;imzaladığını evrakları;-;scrambling
Okul müdürünün öğrencileri azarlamasına inanamadık.;Okul müdürünün azarlamasına öğrencileri inanamadık.;öğrencileri azarlamasına;azarlamasına öğrencileri;-;scrambling
Kuzenimin yeni telefonunu kaybettiğini söyledi.;Kuzenimin kaybettiğini yeni telefonunu söyledi.;yeni telefonunu kaybettiğini;kaybettiğini yeni telefonunu;-;scrambling
İşçilerin bahçedeki ağacı budamasını izlediler.;İşçilerin budamasını bahçedeki ağacı izlediler.;bahçedeki ağacı budamasını;budamasını bahçedeki ağacı;-;scrambling
Çalışanların şikayetleri dinlemesini söyledi.;Çalışanların dinlemesini şikayetleri söyledi.;şikayetleri dinlemesini;dinlemesini şikayetleri;-;scrambling
Komşumuzun çitleri boyadığını fark ettim.;Komşumuzun boyadığını çitleri fark ettim.;çitleri boyadığını;boyadığını çitleri;-;scrambling
Öğrencilerin deney tüplerini kırdığını duydum.;Öğrencilerin kırdığını deney tüplerini duydum.;deney tüplerini kırdığını;kırdığını deney tüplerini;-;scrambling
Dedemin tapu evraklarını bulduğunu öğrendik.;Dedemin bulduğunu tapu evraklarını öğrendik.;tapu evraklarını bulduğunu;bulduğunu tapu evraklarını;-;scrambling
Teknisyenin arızayı giderdiğini açıkladı.;Teknisyenin giderdiğini arızayı açıkladı.;arızayı giderdiğini;giderdiğini arızayı;-;scrambling
Yöneticinin kararı ertelettiğini duyurdu.;Yöneticinin ertelettiğini kararı duyurdu.;kararı ertelettiğini;ertelettiğini kararı;-;scrambling
Kardeşimin bisikleti tamir ettiğini biliyorum.;Kardeşimin tamir ettiğini bisikleti biliyorum.;bisikleti tamir ettiğini;tamir ettiğini bisikleti;-;scrambling
Çiftçilerin traktörleri sürdüğünü gördük.;Çiftçilerin sürdüğünü traktörleri gördük.;traktörleri sürdüğünü;sürdüğünü traktörleri;-;scrambling
Garsonun siparişleri karıştırdığını fark ettiler.;Garsonun karıştırdığını siparişleri fark ettiler.;siparişleri karıştırdığını;karıştırdığını siparişleri;-;scrambling
Küçük kızın şarkıyı yanlış söylemesine güldü.;Küçük kızın yanlış söylemesine şarkıyı güldü.;şarkıyı yanlış söylemesine;yanlış söylemesine şarkıyı;-;scrambling
Müdürün yeni kararları açıkladığını bildirdi.;Müdürün açıkladığını yeni kararları bildirdi.;yeni kararları açıkladığını;açıkladığını yeni kararları;-;scrambling
Evde defterini unuttuğunu haber ettim.;Evde unuttuğunu defterini haber ettim.;defterini unuttuğunu;unuttuğunu defterini;-;scrambling
Öğretmenin soruları yanıtlamasını bekledik.;Öğretmenin yanıtlamasını soruları bekledik.;soruları yanıtlamasını;yanıtlamasını soruları;-;scrambling
Mimarın projeyi değiştirdiğini öğrendik.;Mimarın değiştirdiğini projeyi öğrendik.;projeyi değiştirdiğini;değiştirdiğini projeyi;-;scrambling
Kaptanın rotayı değiştirdiğini duyurdu.;Kaptanın değiştirdiğini rotayı duyurdu.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Çocukların oyuncakları paylaşmasını izledim.;Çocukların paylaşmasını oyuncakları izledim.;oyuncakları paylaşmasını;paylaşmasını oyuncakları;-;scrambling
Müdürün toplantıyı iptal ettiğini duyurdular.;Müdürün iptal ettiğini toplantıyı duyurdular.;toplantıyı iptal ettiğini;iptal ettiğini toplantıyı;-;scrambling
Çocukların parktaki salıncağı kırdığını gördük.;Çocukların kırdığını parktaki salıncağı gördük.;parktaki salıncağı kırdığını;kırdığını parktaki salıncağı;-;scrambling
Yazarın yeni romanını bitirdiğini söyledi.;Yazarın bitirdiğini yeni romanını söyledi.;yeni romanını bitirdiğini;bitirdiğini yeni romanını;-;scrambling
Teknisyenlerin sistemi yenilediğini açıkladılar.;Teknisyenlerin yenilediğini sistemi açıkladılar.;sistemi yenilediğini;yenilediğini sistemi;-;scrambling
Öğrencilerin laboratuvar malzemelerini temizlediğini gördüm.;Öğrencilerin temizlediğini laboratuvar malzemelerini gördüm.;laboratuvar malzemelerini temizlediğini;temizlediğini laboratuvar malzemelerini;-;scrambling
Çalışan antika vazoyu kırdığını itiraf etti.;Çalışan kırdığını antika vazoyu itiraf etti.;antika vazoyu kırdığını;kırdığını antika vazoyu;-;scrambling
Görevlinin evrakları kaybettiğini öğrendik.;Görevlinin kaybettiğini evrakları öğrendik.;evrakları kaybettiğini;kaybettiğini evrakları;-;scrambling
Çiftçilerin tarlayı sulamasına yardım ettiler.;Çiftçilerin sulamasına tarlayı yardım ettiler.;tarlayı sulamasına;sulamasına tarlayı;-;scrambling
Garsonun müşterinin siparişini unuttuğunu fark ettik.;Garsonun unuttuğunu müşterinin siparişini fark ettik.;müşterinin siparişini unuttuğunu;unuttuğunu müşterinin siparişini;-;scrambling
Polislerin hırsızın izini sürdüğünü duyduk.;Polislerin sürdüğünü hırsızın izini duyduk.;hırsızın izini sürdüğünü;sürdüğünü hırsızın izini;-;scrambling
Mimarın proje detaylarını değiştirdiğini öğrendik.;Mimarın değiştirdiğini proje detaylarını öğrendik.;proje detaylarını değiştirdiğini;değiştirdiğini proje detaylarını;-;scrambling
Çocukların duvarı boyadığını gördüm.;Çocukların boyadığını duvarı gördüm.;duvarı boyadığını;boyadığını duvarı;-;scrambling
Öğretmenin sınav sonuçlarını açıkladığını haber verdi.;Öğretmenin açıkladığını sınav sonuçlarını haber verdi.;sınav sonuçlarını açıkladığını;açıkladığını sınav sonuçlarını;-;scrambling
Teknisyenin arızayı giderdiğini müjdeledi.;Teknisyenin giderdiğini arızayı müjdeledi.;arızayı giderdiğini;giderdiğini arızayı;-;scrambling
Yöneticinin kararı ertelediğini ilan etti.;Yöneticinin ertelediğini kararı ilan etti.;kararı ertelediğini;ertelediğini kararı;-;scrambling
Kaptanın rotayı değiştirdiğini anons etti.;Kaptanın değiştirdiğini rotayı anons etti.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
Müdürün hukuksuzluk yaptığını duyurdu.;Müdürün yaptığını hukuksuzluk duyurdu.;hukuksuzluk yaptığını;yaptığını hukuksuzluk;-;scrambling
Eylemcilerin alanı temizlediğini gördük.;Eylemcilerin temizlediğini alanı gördük.;alanı temizlediğini;temizlediğini alanı;-;scrambling
Adayların görüşmeleri başarıyla tamamladığını duydum.;Adayların başarıyla tamamladığını görüşmeleri duydum.;görüşmeleri başarıyla tamamladığını;başarıyla tamamladığını görüşmeleri;-;scrambling
Canlı destek müşterilerin şikayetlerini kaydettiğini iletti.;Canlı destek kaydettiğini müşterilerin şikayetlerini iletti.;müşterilerin şikayetlerini kaydettiğini;kaydettiğini müşterilerin şikayetlerini;-;scrambling
Mimarın proje için gerekli izinleri aldığını öğrendik.;Mimarın aldığını proje için gerekli izinleri öğrendik.;proje için gerekli izinleri aldığını;aldığını proje için gerekli izinleri;-;scrambling
Belediye başkanının şehir planını revize ettiğini açıkladı.;Belediye başkanının ettiğini şehir planını revize açıkladı.;şehir planını revize ettiğini;ettiğini şehir planını revize;-;scrambling
Hizmetlinin okul bahçesindeki ağaçları suladığını gördüm.;Hizmetlinin suladığını okul bahçesindeki ağaçları gördüm.;okul bahçesindeki ağaçları suladığını;suladığını okul bahçesindeki ağaçları;-;scrambling
Müdürün yeni çalışma saatlerini onayladığını duyurdu.;Müdürün onayladığını yeni çalışma saatlerini duyurdu.;yeni çalışma saatlerini onayladığını;onayladığını yeni çalışma saatlerini;-;scrambling
Teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.;Teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.;fabrikadaki arızayı giderdiğini;giderdiğini fabrikadaki arızayı;-;scrambling
Öğrencilerin kütüphanedeki kitapları incelediğini fark ettik.;Öğrencilerin incelediğini kütüphanedeki kitapları fark ettik.;kütüphanedeki kitapları incelediğini;incelediğini kütüphanedeki nadir kitapları;-;scrambling
Şefin mutfaktaki malzemeleri kontrol ettiğini gözlemledi.;Şefin kontrol ettiğini mutfaktaki malzemeleri gözlemledi.;mutfaktaki malzemeleri kontrol ettiğini;kontrol ettiğini mutfaktaki malzemeleri;-;scrambling
Çiftçilerin gerekli hazırlıkları tamamladığını söylediler.;Çiftçilerin tamamladığını gerekli hazırlıkları söylediler.;gerekli hazırlıkları tamamladığını;tamamladığını gerekli hazırlıkları;-;scrambling
Müdür yardımcısının önemli evrakları şifrelediğini öğrendik.;Müdür yardımcısının şifrelediğini önemli evrakları öğrendik.;önemli evrakları şifrelediğini;şifrelediğini önemli evrakları;-;scrambling
Polislerin şüphelinin izini sürdüğünü basına açıkladı.;Polislerin sürdüğünü şüphelinin izini basına açıkladı.;şüphelinin izini sürdüğünü;sürdüğünü şüphelinin izini;-;scrambling
İşçilerin greve çıkacağını haber verdi.;İşçilerin çıkacağını greve haber verdi.;greve çıkacağını;çıkacağını greve;-;scrambling
Her fırsatta işini çok sevdiğini söyler.;Her fırsatta çok sevdiğini işini söyler.;işini çok sevdiğini;çok sevdiğini işini;-;scrambling
Seni dışarıya çıkmaya ikna etmiş sonunda.;Seni çıkmaya dışarıya ikna etmiş sonunda.;dışarıya çıkmaya;çıkmaya dışarıya;-;scrambling
Babaaannem üniversiteyi kazanmana çok sevinmiş.;Babaaannem kazanmana üniversiteyi çok sevinmiş.;üniversiteyi kazanmana;kazanmana üniversiteyi;-;scrambling
Ali hasan'ın makaleyi yazdığını biliyorum.;Ali hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Ahmet hasan'ın makaleyi yazdığını biliyorum.;Ahmet hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Nur hasan'ın makaleyi yazdığını biliyorum.;Nur hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Hasan hasan'ın makaleyi yazdığını biliyorum.;Hasan hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Mehmet hasan'ın makaleyi yazdığını biliyorum.;Mehmet hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Mustafa hasan'ın makaleyi yazdığını biliyorum.;Mustafa hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Ben hasan'ın makaleyi yazdığını biliyorum.;Ben hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Hüseyin hasan'ın makaleyi yazdığını biliyorum.;Hüseyin hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
İbrahim hasan'ın makaleyi yazdığını biliyorum.;İbrahim hasan'ın yazdığını makaleyi biliyorum.;makaleyi yazdığını ;yazdığını makaleyi;-;scrambling
Bu otelde çarşafların değiştirildiğine emin olamadık.;Bu otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Ancak otelde çarşafların değiştirildiğine emin olamadık.;Ancak otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Her otelde çarşafların değiştirildiğine emin olamadık.;Her otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Ayrıca otelde çarşafların değiştirildiğine emin olamadık.;Ayrıca otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Fakat otelde çarşafların değiştirildiğine emin olamadık.;Fakat otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Ama otelde çarşafların değiştirildiğine emin olamadık.;Ama otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Tüm otelde çarşafların değiştirildiğine emin olamadık.;Tüm otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Sadece otelde çarşafların değiştirildiğine emin olamadık.;Sadece otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Biz otelde çarşafların değiştirildiğine emin olamadık.;Biz otelde değiştirildiğine çarşafların emin olamadık.;çarşafların değiştirildiğine;değiştirildiğine çarşafların;-;scrambling
Ancak kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Ancak kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Adam kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Adam kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Kadın kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Kadın kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Fakat kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Fakat kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Genç kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Genç kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Hemen kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Hemen kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Sonra kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Sonra kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Önce kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Önce kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Ardından kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Ardından kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Kız kardeşinin doğruyu söylediğine inanıyor.;Kız kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Ve kardeşinin doğruyu söylediğine inanıyor.;Ve kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Kadın kardeşinin doğruyu söylediğine inanıyor.;Kadın kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
O kardeşinin doğruyu söylediğine inanıyor.;O kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Erkek kardeşinin doğruyu söylediğine inanıyor.;Erkek kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Herkes kardeşinin doğruyu söylediğine inanıyor.;Herkes kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Anne kardeşinin doğruyu söylediğine inanıyor.;Anne kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Ama kardeşinin doğruyu söylediğine inanıyor.;Ama kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Müslüman kardeşinin doğruyu söylediğine inanıyor.;Müslüman kardeşinin söylediğine doğruyu inanıyor.;doğruyu söylediğine;söylediğine doğruyu;-;scrambling
Ayrıca sizin de açılışa katılmanızı çok isteriz.;Ayrıca sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Biz sizin de açılışa katılmanızı çok isteriz.;Biz sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Arkadaşlar sizin de açılışa katılmanızı çok isteriz.;Arkadaşlar sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Şimdi sizin de açılışa katılmanızı çok isteriz.;Şimdi sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Ben sizin de açılışa katılmanızı çok isteriz.;Ben sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Öncelikle sizin de açılışa katılmanızı çok isteriz.;Öncelikle sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Ama sizin de açılışa katılmanızı çok isteriz.;Ama sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Merhaba sizin de açılışa katılmanızı çok isteriz.;Merhaba sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Ve sizin de açılışa katılmanızı çok isteriz.;Ve sizin de katılmanızı açılışa çok isteriz.;açılışa katılmanızı;katılmanızı açılışa;-;scrambling
Bütün çocuklar bayramın gelmesini heyecanla bekliyor.;Bütün çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Tüm çocuklar bayramın gelmesini heyecanla bekliyor.;Tüm çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Özellikle çocuklar bayramın gelmesini heyecanla bekliyor.;Özellikle çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Burada çocuklar bayramın gelmesini heyecanla bekliyor.;Burada çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Küçük çocuklar bayramın gelmesini heyecanla bekliyor.;Küçük çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Artık çocuklar bayramın gelmesini heyecanla bekliyor.;Artık çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Şimdi çocuklar bayramın gelmesini heyecanla bekliyor.;Şimdi çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Ve çocuklar bayramın gelmesini heyecanla bekliyor.;Ve çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Genç çocuklar bayramın gelmesini heyecanla bekliyor.;Genç çocuklar gelmesini bayramın heyecanla bekliyor.;bayramın gelmesini;gelmesini bayramın;-;scrambling
Sonra hep birlikte arabanın çıkarılmasına yardım ettik.;Sonra hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Ardından hep birlikte arabanın çıkarılmasına yardım ettik.;Ardından hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Biz hep birlikte arabanın çıkarılmasına yardım ettik.;Biz hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Ve hep birlikte arabanın çıkarılmasına yardım ettik.;Ve hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Burada hep birlikte arabanın çıkarılmasına yardım ettik.;Burada hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Hemen hep birlikte arabanın çıkarılmasına yardım ettik.;Hemen hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Böylece hep birlikte arabanın çıkarılmasına yardım ettik.;Böylece hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Yine hep birlikte arabanın çıkarılmasına yardım ettik.;Yine hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Şimdi hep birlikte arabanın çıkarılmasına yardım ettik.;Şimdi hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Kadın her sabah aynı fırından ekmek aldığını söyledi.;Kadın her sabah aynı fırından aldığını ekmek söyledi.;ekmek aldığını;aldığını ekmek;-;scrambling
