good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Sevgili melike matematik dersinde problem çözmüş.;Sevgili melike matematik dersinde her problem çözmüş.;∅;her;problem;quantifiers
Büyük melike matematik dersinde problem çözmüş.;Büyük melike matematik dersinde her problem çözmüş.;∅;her;problem;quantifiers
Ve bizim ufaklık artık bisiklet sürebiliyor.;Ve bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
Ama bizim ufaklık artık bisiklet sürebiliyor.;Ama bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
İşte bizim ufaklık artık bisiklet sürebiliyor.;İşte bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
Evet bizim ufaklık artık bisiklet sürebiliyor.;Evet bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
Çünkü bizim ufaklık artık bisiklet sürebiliyor.;Çünkü bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
Yani bizim ufaklık artık bisiklet sürebiliyor.;Yani bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
Fakat bizim ufaklık artık bisiklet sürebiliyor.;Fakat bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
Ancak bizim ufaklık artık bisiklet sürebiliyor.;Ancak bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
Ve bizim ufaklık artık bisiklet sürebiliyor.;Ve bizim ufaklık artık çoğu bisiklet sürebiliyor.;∅;çoğu;bisiklet;quantifiers
Ev taşınırken eşya sattılar.;Ev taşınırken çoğu eşya sattılar.;∅;çoğu;eşya;quantifiers
Ev taşınırken eşya sattılar.;Ev taşınırken çoğu eşya sattılar.;∅;çoğu;eşya;quantifiers
Evi taşınırken eşya sattılar.;Evi taşınırken çoğu eşya sattılar.;∅;çoğu;eşya;quantifiers
Apartman taşınırken eşya sattılar.;Apartman taşınırken çoğu eşya sattılar.;∅;çoğu;eşya;quantifiers
Eve taşınırken eşya sattılar.;Eve taşınırken çoğu eşya sattılar.;∅;çoğu;eşya;quantifiers
Oda taşınırken eşya sattılar.;Oda taşınırken çoğu eşya sattılar.;∅;çoğu;eşya;quantifiers
Biz taşınırken eşya sattılar.;Biz taşınırken çoğu eşya sattılar.;∅;çoğu;eşya;quantifiers
Yeni taşınırken eşya sattılar.;Yeni taşınırken çoğu eşya sattılar.;∅;çoğu;eşya;quantifiers
Bina taşınırken eşya sattılar.;Bina taşınırken çoğu eşya sattılar.;∅;çoğu;eşya;quantifiers
Kız kardeşinin düğünü için elbise denedi.;Kız kardeşinin düğünü için her elbise denedi.;∅;her;elbise;quantifiers
Erkek kardeşinin düğünü için elbise denedi.;Erkek kardeşinin düğünü için her elbise denedi.;∅;her;elbise;quantifiers
Küçük kardeşinin düğünü için elbise denedi.;Küçük kardeşinin düğünü için her elbise denedi.;∅;her;elbise;quantifiers
Büyük kardeşinin düğünü için elbise denedi.;Büyük kardeşinin düğünü için her elbise denedi.;∅;her;elbise;quantifiers
Kadın kardeşinin düğünü için elbise denedi.;Kadın kardeşinin düğünü için her elbise denedi.;∅;her;elbise;quantifiers
Anne kardeşinin düğünü için elbise denedi.;Anne kardeşinin düğünü için her elbise denedi.;∅;her;elbise;quantifiers
Sonra kardeşinin düğünü için elbise denedi.;Sonra kardeşinin düğünü için her elbise denedi.;∅;her;elbise;quantifiers
Kız kardeşinin düğünü için elbise denedi.;Kız kardeşinin düğünü için her elbise denedi.;∅;her;elbise;quantifiers
İki kardeşinin düğünü için elbise denedi.;İki kardeşinin düğünü için her elbise denedi.;∅;her;elbise;quantifiers
Adam zaten Fransa'da peynir tatmıştır.;Adam zaten Fransa'da çoğu peynir tatmıştır.;∅;çoğu;peynir;quantifiers
Millet zaten Fransa'da peynir tatmıştır.;Millet zaten Fransa'da çoğu peynir tatmıştır.;∅;çoğu;peynir;quantifiers
Napoleon zaten Fransa'da peynir tatmıştır.;Napoleon zaten Fransa'da çoğu peynir tatmıştır.;∅;çoğu;peynir;quantifiers
O zaten Fransa'da peynir tatmıştır.;O zaten Fransa'da çoğu peynir tatmıştır.;∅;çoğu;peynir;quantifiers
Hitler zaten Fransa'da peynir tatmıştır.;Hitler zaten Fransa'da çoğu peynir tatmıştır.;∅;çoğu;peynir;quantifiers
Atatürk zaten Fransa'da peynir tatmıştır.;Atatürk zaten Fransa'da çoğu peynir tatmıştır.;∅;çoğu;peynir;quantifiers
İnsan zaten Fransa'da peynir tatmıştır.;İnsan zaten Fransa'da çoğu peynir tatmıştır.;∅;çoğu;peynir;quantifiers
Türkler zaten Fransa'da peynir tatmıştır.;Türkler zaten Fransa'da çoğu peynir tatmıştır.;∅;çoğu;peynir;quantifiers
Herkes zaten Fransa'da peynir tatmıştır.;Herkes zaten Fransa'da çoğu peynir tatmıştır.;∅;çoğu;peynir;quantifiers
Bu millet sıkılınca çalma listesinde şarkı atladı.;Bu millet sıkılınca çalma listesinde çoğu şarkı atladı.;∅;çoğu;şarkı;quantifiers
Bir millet sıkılınca çalma listesinde şarkı atladı.;Bir millet sıkılınca çalma listesinde çoğu şarkı atladı.;∅;çoğu;şarkı;quantifiers
Ama millet sıkılınca çalma listesinde şarkı atladı.;Ama millet sıkılınca çalma listesinde çoğu şarkı atladı.;∅;çoğu;şarkı;quantifiers
Ve millet sıkılınca çalma listesinde şarkı atladı.;Ve millet sıkılınca çalma listesinde çoğu şarkı atladı.;∅;çoğu;şarkı;quantifiers
İşte millet sıkılınca çalma listesinde şarkı atladı.;İşte millet sıkılınca çalma listesinde çoğu şarkı atladı.;∅;çoğu;şarkı;quantifiers
O millet sıkılınca çalma listesinde şarkı atladı.;O millet sıkılınca çalma listesinde çoğu şarkı atladı.;∅;çoğu;şarkı;quantifiers
Türk millet sıkılınca çalma listesinde şarkı atladı.;Türk millet sıkılınca çalma listesinde çoğu şarkı atladı.;∅;çoğu;şarkı;quantifiers
Bizim millet sıkılınca çalma listesinde şarkı atladı.;Bizim millet sıkılınca çalma listesinde çoğu şarkı atladı.;∅;çoğu;şarkı;quantifiers
Bütün millet sıkılınca çalma listesinde şarkı atladı.;Bütün millet sıkılınca çalma listesinde çoğu şarkı atladı.;∅;çoğu;şarkı;quantifiers
Sonra karnın acıkınca ekmek yersin.;Sonra karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
Sadece karnın acıkınca ekmek yersin.;Sadece karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
Sen karnın acıkınca ekmek yersin.;Sen karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
4- karnın acıkınca ekmek yersin.;4- karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
Ve karnın acıkınca ekmek yersin.;Ve karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
5- karnın acıkınca ekmek yersin.;5- karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
Yalnız karnın acıkınca ekmek yersin.;Yalnız karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
6- karnın acıkınca ekmek yersin.;6- karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
2- karnın acıkınca ekmek yersin.;2- karnın acıkınca her ekmek yersin.;∅;her;ekmek;quantifiers
Bir boş zamanım olursa film izlerim.;Bir boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
Eğer boş zamanım olursa film izlerim.;Eğer boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
Biraz boş zamanım olursa film izlerim.;Biraz boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
– boş zamanım olursa film izlerim.;– boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
• boş zamanım olursa film izlerim.;• boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
2. boş zamanım olursa film izlerim.;2. boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
3. boş zamanım olursa film izlerim.;3. boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
</s> boş zamanım olursa film izlerim.;</s> boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
Bir boş zamanım olursa film izlerim.;Bir boş zamanım olursa her film izlerim.;∅;her;film;quantifiers
İnsan dikkati dağılmadığı sürece çalışırken müzik dinler.;İnsan dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
İnsanlar dikkati dağılmadığı sürece çalışırken müzik dinler.;İnsanlar dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
Kişi dikkati dağılmadığı sürece çalışırken müzik dinler.;Kişi dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
Herkes dikkati dağılmadığı sürece çalışırken müzik dinler.;Herkes dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
Öğrenci dikkati dağılmadığı sürece çalışırken müzik dinler.;Öğrenci dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
Öğrenciler dikkati dağılmadığı sürece çalışırken müzik dinler.;Öğrenciler dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
Müşteri dikkati dağılmadığı sürece çalışırken müzik dinler.;Müşteri dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
Çocuklar dikkati dağılmadığı sürece çalışırken müzik dinler.;Çocuklar dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
İş dikkati dağılmadığı sürece çalışırken müzik dinler.;İş dikkati dağılmadığı sürece çalışırken çoğu müzik dinler.;∅;çoğu;müzik;quantifiers
Bir amcasının müzik dükkanında gitar çalmış.;Bir amcasının müzik dükkanında her gitar çalmış.;∅;her;gitar;quantifiers
O amcasının müzik dükkanında gitar çalmış.;O amcasının müzik dükkanında her gitar çalmış.;∅;her;gitar;quantifiers
Baba amcasının müzik dükkanında gitar çalmış.;Baba amcasının müzik dükkanında her gitar çalmış.;∅;her;gitar;quantifiers
Ben amcasının müzik dükkanında gitar çalmış.;Ben amcasının müzik dükkanında her gitar çalmış.;∅;her;gitar;quantifiers
Ve amcasının müzik dükkanında gitar çalmış.;Ve amcasının müzik dükkanında her gitar çalmış.;∅;her;gitar;quantifiers
Sonra amcasının müzik dükkanında gitar çalmış.;Sonra amcasının müzik dükkanında her gitar çalmış.;∅;her;gitar;quantifiers
Anne amcasının müzik dükkanında gitar çalmış.;Anne amcasının müzik dükkanında her gitar çalmış.;∅;her;gitar;quantifiers
Ahmet amcasının müzik dükkanında gitar çalmış.;Ahmet amcasının müzik dükkanında her gitar çalmış.;∅;her;gitar;quantifiers
Benim amcasının müzik dükkanında gitar çalmış.;Benim amcasının müzik dükkanında her gitar çalmış.;∅;her;gitar;quantifiers
Küçük çocuklar parkta oyun oynadı.;Küçük çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Genç çocuklar parkta oyun oynadı.;Genç çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Kız çocuklar parkta oyun oynadı.;Kız çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Burada çocuklar parkta oyun oynadı.;Burada çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Ve çocuklar parkta oyun oynadı.;Ve çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Büyük çocuklar parkta oyun oynadı.;Büyük çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Ve çocuklar parkta oyun oynadı.;Ve çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Amatör çocuklar parkta oyun oynadı.;Amatör çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Küçük çocuklar parkta oyun oynadı.;Küçük çocuklar parkta her oyun oynadı.;∅;her;oyun;quantifiers  
Ben yazın deniz kenarında kitap okurum.;Ben yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Ben yazın deniz kenarında kitap okurum.;Ben yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Özellikle yazın deniz kenarında kitap okurum.;Özellikle yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Bu yazın deniz kenarında kitap okurum.;Bu yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Her yazın deniz kenarında kitap okurum.;Her yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Sadece yazın deniz kenarında kitap okurum.;Sadece yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Hep yazın deniz kenarında kitap okurum.;Hep yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Bir yazın deniz kenarında kitap okurum.;Bir yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Şimdi yazın deniz kenarında kitap okurum.;Şimdi yazın deniz kenarında çoğu kitap okurum.;∅;çoğu;kitap;quantifiers  
Dün sabah koşusunda kuş gördüm.;Dün sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Bugün sabah koşusunda kuş gördüm.;Bugün sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Bu sabah koşusunda kuş gördüm.;Bu sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Bir sabah koşusunda kuş gördüm.;Bir sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Sabah sabah koşusunda kuş gördüm.;Sabah sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Yine sabah koşusunda kuş gördüm.;Yine sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Ben sabah koşusunda kuş gördüm.;Ben sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Her sabah koşusunda kuş gördüm.;Her sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Cumartesi sabah koşusunda kuş gördüm.;Cumartesi sabah koşusunda çoğu kuş gördüm.;∅;çoğu;kuş;quantifiers  
Akşam yemekten sonra tatlı yedik.;Akşam yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
Bu yemekten sonra tatlı yedik.;Bu yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
Ana yemekten sonra tatlı yedik.;Ana yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
Yemek yemekten sonra tatlı yedik.;Yemek yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
Her yemekten sonra tatlı yedik.;Her yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
Ve yemekten sonra tatlı yedik.;Ve yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
Bir yemekten sonra tatlı yedik.;Bir yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
İki yemekten sonra tatlı yedik.;İki yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
İlk yemekten sonra tatlı yedik.;İlk yemekten sonra çoğu tatlı yedik.;∅;çoğu;tatlı;quantifiers  
Bu hafta sonu bahçeye çiçek diktik.;Bu hafta sonu bahçeye her çiçek diktik.;∅;her;çiçek;quantifiers  
Geçen hafta sonu bahçeye çiçek diktik.;Geçen hafta sonu bahçeye her çiçek diktik.;∅;her;çiçek;quantifiers  
Yine hafta sonu bahçeye çiçek diktik.;Yine hafta sonu bahçeye her çiçek diktik.;∅;her;çiçek;quantifiers  
