good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Ne kadar öfkelensek de kendimizi kontrol etmek zorundayız.;Ne kadar öfkelensek de bizi kontrol etmek zorundayız.;kendimizi;bizi;zorundayız;binding
Davul çalarken kendimi tamamen ritme kaptırıyorum.;Davul çalarken beni tamamen ritme kaptırıyorum.;kendimi;beni;kaptırıyorum;binding
Eleştirilere kulak asmayıp kendimi geliştirmeye devam ediyorum.;Eleştirilere kulak asmayıp beni geliştirmeye devam ediyorum.;kendimi;beni;ediyorum;binding
Düzenli spor yapınca kendini daha iyi hissediyor.;Düzenli spor yapınca seni daha iyi hissediyor.;kendini;seni;hissediyor;binding
Tatilden dönünce kendimizi sıkı bir beslenme programına sokarız.;Tatilden dönünce bizi sıkı bir beslenme programına sokarız.;kendimizi;bizi;sokarız;binding
Onunla yüzleşmek için kendimi uzun süre hazırladım.;Onunla yüzleşmek için beni uzun süre hazırladım.;kendimi;beni;hazırladım;binding
Artık işe gitmeden önce kendime beslenme çantası hazırlıyorum.;Artık işe gitmeden önce bana beslenme çantası hazırlıyorum.;kendime;bana;hazırlıyorum;binding
Kitap okurken genellikle kendimi baş karakterle özdeşleştiririm.;Kitap okurken genellikle beni baş karakterle özdeşleştiririm.;kendimi;beni;özdeşleştiririm;binding
Aynaya bakınca kendimi tanıyamadım.;Aynaya bakınca beni tanıyamadım.;kendimi;beni;tanıyamadım;binding
Zaten cüzdanını kaybettiğinde önce kendini suçlamıştın.;Zaten cüzdanını kaybettiğinde önce seni suçlamıştın.;kendini;seni;suçlamıştın;binding
Gün içinde bazen kendimi kötü şeyler düşünürken buluyorum.;Gün içinde bazen beni kötü şeyler düşünürken buluyorum.;kendimi;beni;buluyorum;binding
Birilerine yardımın dokunursa kendini daha iyi hissedersin.;Birilerine yardımın dokunursa seni daha iyi hissedersin.;kendini;seni;hissedersin;binding
Dans ederken kendimi fazla kaptırıyorum.;Dans ederken beni fazla kaptırıyorum.;kendimi;beni;kaptırıyorum;binding
Gece sokakta yalnız yürürken kendimizi gergin hissedebiliriz.;Gece sokakta yalnız yürürken bizi gergin hissedebiliriz.;kendimizi;bizi;hissedebiliriz;binding
Anı kaçırmamak için kendimi telefonu elimden bırakmaya zorladım.;Anı kaçırmamak için beni telefonu elimden bırakmaya zorladım.;kendimi;beni;zorladım;binding
Trafikte sinirlendiğimde kendimi derin derin nefes alarak sakinleştiriyorum.;Trafikte sinirlendiğimde beni derin derin nefes alarak sakinleştiriyorum.;kendimi;beni;sakinleştiriyorum;binding
Restoranda tek başına yemek yerken kendimi rahatsız hissediyorum.;Restoranda tek başına yemek yerken beni rahatsız hissediyorum.;kendimi;beni;hissediyorum;binding
Kamp yaparken zorlansak da kendimizi doğanın tadını çıkarmaya odakladık.;Kamp yaparken zorlansak da bizi doğanın tadını çıkarmaya odakladık.;kendimizi;bizi;odakladık;binding
Sahneye hazırlanırken kendini karakterin ruh haline sokuyorsun.;Sahneye hazırlanırken seni karakterin ruh haline sokuyorsun.;kendini;seni;sokuyorsun;binding
Sunuma başlamadan önce kendini tanıtabilirsin.;Sunuma başlamadan önce seni tanıtabilirsin.;kendini;seni;tanıtabilirsin;binding
Elimden geleni yaptığımı biliyorsam kendime daha fazla yüklenmem.;Elimden geleni yaptığımı biliyorsam bana daha fazla yüklenmem.;kendime;bana;yüklenmem;binding
Bu kadar duygusal olduğum için kendime bazen kızıyorum.;Bu kadar duygusal olduğum için bana bazen kızıyorum.;kendime;bana;kızıyorum;binding
Elle tutulur bir derdin olmayınca kendine yapay dertler yaratıyorsun.;Elle tutulur bir derdin olmayınca sana yapay dertler yaratıyorsun.;kendine;sana;yaratıyorsun;binding
Sabırlı olmaya çalışsam da kendimi bir yerden sonra tutamadım.;Sabırlı olmaya çalışsam da beni bir yerden sonra tutamadım.;kendimi;beni;tutamadım;binding
Bahar gelince kendimi daha çocuksu hissediyorum.;Bahar gelince beni daha çocuksu hissediyorum.;kendimi;beni;hissediyorum;binding
Oynamaya başladığında kendini tamamen oyuna kaptırdın.;Oynamaya başladığında seni tamamen oyuna kaptırdın.;kendini;seni;kaptırdın;binding
Yolda yürürken kendimi düşüncelere dalmış buluyorum.;Yolda yürürken beni düşüncelere dalmış buluyorum.;kendimi;beni;buluyorum;binding
Hedeflerine ulaşmak için kendine güvenmelisin.;Hedeflerine ulaşmak için sana güvenmelisin.;kendine;sana;güvenmelisin;binding
İş yerinde kendimi çok rahat hissediyorum.;İş yerinde beni çok rahat hissediyorum.;kendimi;beni;hissediyorum;binding
Güzel bir gün geçirdikten sonra kendimi mutlu hissediyorum.;Güzel bir gün geçirdikten sonra beni mutlu hissediyorum.;kendimi;beni;hissediyorum;binding
Gelecekteki başarılarım için kendimi hazırlamalıyım.;Gelecekteki başarılarım için beni hazırlamalıyım.;kendimi;beni;hazırlamalıyım;binding
Özgür hissetmek için kendimi dışarıda vakit geçirmeye zorladım.;Özgür hissetmek için beni dışarıda vakit geçirmeye zorladım.;kendimi;beni;zorladım;binding
Arkadaşlarımla eğlenirken kendimi daha enerjik hissediyorum.;Arkadaşlarımla eğlenirken beni daha enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Her sabah kendimi egzersiz yapmaya motive ediyorum.;Her sabah beni egzersiz yapmaya motive ediyorum.;kendimi;beni;motive ediyorum;binding
Yürüyüşe çıkarken kendimi daha huzurlu hissediyorum.;Yürüyüşe çıkarken beni daha huzurlu hissediyorum.;kendimi;beni;hissediyorum;binding
Kendimi geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;Beni geliştirmek için her gün yeni bir şey öğrenmeye çalışıyorum.;kendimi;beni;çalışıyorum;binding
Köpeğimi gezdirirken kendimi mutlu hissediyorum.;Köpeğimi gezdirirken beni mutlu hissediyorum.;kendimi;beni;hissediyorum;binding
İlerisi için adım atarken kendime güveniyorum.;İlerisi için adım atarken bana güveniyorum.;kendime;bana;güveniyorum;binding
Kendimi uzun bir süredir huzurlu hissediyorum.;Beni uzun bir süredir huzurlu hissediyorum.;kendimi;beni;hissediyorum;binding
Bunu başardığımda kendimi çok gururlu hissedeceğim.;Bunu başardığımda beni çok gururlu hissedeceğim.;kendimi;beni;hissedeceğim;binding
İyi yemek yapmak için kendimi mutfakta geliştiriyorum.;İyi yemek yapmak için beni mutfakta geliştiriyorum.;kendimi;beni;geliştiriyorum;binding
Kendimi sakinleştirmek için derin nefes alıyorum.;Beni sakinleştirmek için derin nefes alıyorum.;kendimi;beni;alıyorum;binding
Her sabah uyandığımda kendimi enerjik hissediyorum.;Her sabah uyandığımda beni enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Başarıya ulaşmak için kendime küçük hedefler koyuyorum.;Başarıya ulaşmak için bana küçük hedefler koyuyorum.;kendime;bana;koyuyorum;binding
Müze gezmeye giderken kendimi sanata daha yakın hissediyorum.;Müze gezmeye giderken beni sanata daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
Yeni projeye başladığımda kendimi çok heyecanlı hissediyorum.;Yeni projeye başladığımda beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Doktorumla görüştükten sonra kendimi daha rahat hissediyorum.;Doktorumla görüştükten sonra beni daha rahat hissediyorum.;kendimi;beni;hissediyorum;binding
Eğitim seminerinde kendimi profesyonel hissediyorum.;Eğitim seminerinde beni profesyonel hissediyorum.;kendimi;beni;hissediyorum;binding
Geceleri çalışırken kendimi verimli hissediyorum.;Geceleri çalışırken beni verimli hissediyorum.;kendimi;beni;hissediyorum;binding
Öğrenci kulüplerine katıldığımda kendimi sosyal hissediyorum.;Öğrenci kulüplerine katıldığımda beni sosyal hissediyorum.;kendimi;beni;hissediyorum;binding
Köpeğimi parka götürdüğümde kendimi daha enerjik hissediyorum.;Köpeğimi parka götürdüğümde beni daha enerjik hissediyorum.;kendimi;beni;hissediyorum;binding
Bir toplantıya hazırlık yaparken kendimi tamamen odaklanmış hissediyorum.;Bir toplantıya hazırlık yaparken beni tamamen odaklanmış hissediyorum.;kendimi;beni;hissediyorum;binding
Ders çalışırken kendimi odaklanmaya zorladım.;Ders çalışırken beni odaklanmaya zorladım.;kendimi;beni;zorladım;binding
Kulaklıklarımı takıp kendimi müziğe bırakıyorum.;Kulaklıklarımı takıp beni müziğe bırakıyorum.;kendimi;beni;bırakıyorum;binding
İşlerin yoğunluğu arasında kendimi birkaç dakikalığına huzurlu bir ortamda buldum.;İşlerin yoğunluğu arasında beni birkaç dakikalığına huzurlu bir ortamda buldum.;kendimi;beni;buldum;binding
Yoğun bir hafta sonu sonrası kendimi bir fincan kahveyle ödüllendiriyorum.;Yoğun bir hafta sonu sonrası beni bir fincan kahveyle ödüllendiriyorum.;kendimi;beni;ödüllendiriyorum;binding
Hedefime ulaşmak için kendimi sıkı çalışmaya alıştırdım.;Hedefime ulaşmak için beni sıkı çalışmaya alıştırdım.;kendimi;beni;alıştırdım;binding
Çalışmaya başlamadan önce kendimi düzene soktum..;Çalışmaya başlamadan önce beni düzene soktum.;kendimi;beni;soktum;binding
Bir arkadaşımı desteklerken kendimi ona daha yakın hissediyorum.;Bir arkadaşımı desteklerken beni ona daha yakın hissediyorum.;kendimi;beni;hissediyorum;binding
Yaz tatilinde kendimi rahatlamış hissediyorum.;Yaz tatilinde beni rahatlamış hissediyorum.;kendimi;beni;hissediyorum;binding
Yeni projeye başlamak için kendimi motive ediyorum.;Yeni projeye başlamak için beni motive ediyorum.;kendimi;beni;ediyorum;binding
Köpeğimi eğitirken kendimi sabırlı olmaya zorluyorum.;Köpeğimi eğitirken beni sabırlı olmaya zorluyorum.;kendimi;beni;zorlıyorum;binding
Dışarıda yürüyüş yaparken kendimi özgür hissediyorum.;Dışarıda yürüyüş yaparken beni özgür hissediyorum.;kendimi;beni;hissediyorum;binding
Sunum yaparken kendimi çok heyecanlı hissediyorum.;Sunum yaparken beni çok heyecanlı hissediyorum.;kendimi;beni;hissediyorum;binding
Kamp yaparken zorlansam da kendimi doğayla iç içe buluyorum.;Kamp yaparken zorlansam da beni doğayla iç içe buluyorum.;kendimi;beni;buluyorum;binding
İlk defa tek başıma seyahate çıktığımda kendimi biraz kaybolmuş hissettim.;İlk defa tek başıma seyahate çıktığımda beni biraz kaybolmuş hissettim.;kendimi;beni;hissettim;binding
İş görüşmesi yaparken kendimi oldukça gergin hissettim.;İş görüşmesi yaparken beni oldukça gergin hissettim.;kendimi;beni;hissettim;binding
Değerimi bildiğim için kendime her ortamda güvenirim.;Değerimi bildiğim için bana her ortamda güvenirim.;kendime;bana;güvenirim;binding
Yeni bir dil öğrenmeye çalışırken kendimi başlarda biraz zorlarım.;Yeni bir dil öğrenmeye çalışırken beni başlarda biraz zorlarım.;kendimi;beni;zorlarım;binding
Eğitimler sonunda kendimi çok daha yetkin hissediyorum.;Eğitimler sonunda beni çok daha yetkin hissediyorum.;kendimi;beni;hissediyorum;binding
Ailemi uzun süre görmeyince kendimi eksik hissettim.;Ailemi uzun süre görmeyince beni eksik hissettim.;kendimi;beni;hissettim;binding
Seyahate çıkınca kendimi sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;Seyahate çıkınca beni sürekli olarak yeni yerler keşfetmeye teşvik ediyorum.;kendimi;beni;teşvik ediyorum;binding
Kamp alanında hazırlıkları yaparken kendimi çok daha kontrollü hissediyorum.;Kamp alanında hazırlıkları yaparken beni çok daha kontrollü hissediyorum.;kendimi;beni;hissediyorum;binding
Bir şeyler öğrenirken kendimi daha açık fikirli olmaya zorluyorum.;Bir şeyler öğrenirken beni daha açık fikirli olmaya zorluyorum.;kendimi;beni;zorluyorum;binding
Önemli işler yaparken kendimi doğru kararlar almaya odaklıyorum.;Önemli işler yaparken beni doğru kararlar almaya odaklıyorum.;kendimi;beni;odaklıyorum;binding
Ben terfi aldıktan sonra kendime hediye aldım.;Ben terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
İlk terfi aldıktan sonra kendime hediye aldım.;İlk terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
Sonra terfi aldıktan sonra kendime hediye aldım.;Sonra terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
Ve terfi aldıktan sonra kendime hediye aldım.;Ve terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
Yeni terfi aldıktan sonra kendime hediye aldım.;Yeni terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
Arkadaşlar terfi aldıktan sonra kendime hediye aldım.;Arkadaşlar terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
Bir terfi aldıktan sonra kendime hediye aldım.;Bir terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
Hemen terfi aldıktan sonra kendime hediye aldım.;Hemen terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
Daha terfi aldıktan sonra kendime hediye aldım.;Daha terfi aldıktan sonra bana hediye aldım.;kendime;bana;aldım;binding
İşte buradan anlıyoruz ki kendine artık güveniyorsun.;İşte buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Ve buradan anlıyoruz ki kendine artık güveniyorsun.;Ve buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Yani buradan anlıyoruz ki kendine artık güveniyorsun.;Yani buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Işte buradan anlıyoruz ki kendine artık güveniyorsun.;Işte buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Biz buradan anlıyoruz ki kendine artık güveniyorsun.;Biz buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Çünkü buradan anlıyoruz ki kendine artık güveniyorsun.;Çünkü buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Evet buradan anlıyoruz ki kendine artık güveniyorsun.;Evet buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Ve buradan anlıyoruz ki kendine artık güveniyorsun.;Ve buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Aslında buradan anlıyoruz ki kendine artık güveniyorsun.;Aslında buradan anlıyoruz ki sana artık güveniyorsun.;kendine;sana;güveniyorsun;binding
Şimdi sahneye çıkmadan önce kendine aynada son bir kez bak.;Şimdi sahneye çıkmadan önce sana aynada son bir kez bak.;kendine;sana;bak;binding
Ve sahneye çıkmadan önce kendine aynada son bir kez bak.;Ve sahneye çıkmadan önce sana aynada son bir kez bak.;kendine;sana;bak;binding
Bugün sahneye çıkmadan önce kendine aynada son bir kez bak.;Bugün sahneye çıkmadan önce sana aynada son bir kez bak.;kendine;sana;bak;binding
Hadi sahneye çıkmadan önce kendine aynada son bir kez bak.;Hadi sahneye çıkmadan önce sana aynada son bir kez bak.;kendine;sana;bak;binding
Bu sahneye çıkmadan önce kendine aynada son bir kez bak.;Bu sahneye çıkmadan önce sana aynada son bir kez bak.;kendine;sana;bak;binding
Sonra sahneye çıkmadan önce kendine aynada son bir kez bak.;Sonra sahneye çıkmadan önce sana aynada son bir kez bak.;kendine;sana;bak;binding
Sen sahneye çıkmadan önce kendine aynada son bir kez bak.;Sen sahneye çıkmadan önce sana aynada son bir kez bak.;kendine;sana;bak;binding
İlk sahneye çıkmadan önce kendine aynada son bir kez bak.;İlk sahneye çıkmadan önce sana aynada son bir kez bak.;kendine;sana;bak;binding
Bir sahneye çıkmadan önce kendine aynada son bir kez bak.;Bir sahneye çıkmadan önce sana aynada son bir kez bak.;kendine;sana;bak;binding
İşte böyle durumlarda kendimizi onun yerine koyuyoruz.;İşte böyle durumlarda bizi onun yerine koyuyoruz.;kendimizi;bizi;koyuyoruz;binding
Biz böyle durumlarda kendimizi onun yerine koyuyoruz.;Biz böyle durumlarda bizi onun yerine koyuyoruz.;kendimizi;bizi;koyuyoruz;binding
Ve böyle durumlarda kendimizi onun yerine koyuyoruz.;Ve böyle durumlarda bizi onun yerine koyuyoruz.;kendimizi;bizi;koyuyoruz;binding
Işte böyle durumlarda kendimizi onun yerine koyuyoruz.;Işte böyle durumlarda bizi onun yerine koyuyoruz.;kendimizi;bizi;koyuyoruz;binding
Biz böyle durumlarda kendimizi onun yerine koyuyoruz.;Biz böyle durumlarda bizi onun yerine koyuyoruz.;kendimizi;bizi;koyuyoruz;binding
Çünkü böyle durumlarda kendimizi onun yerine koyuyoruz.;Çünkü böyle durumlarda bizi onun yerine koyuyoruz.;kendimizi;bizi;koyuyoruz;binding
Hep böyle durumlarda kendimizi onun yerine koyuyoruz.;Hep böyle durumlarda bizi onun yerine koyuyoruz.;kendimizi;bizi;koyuyoruz;binding
Yani böyle durumlarda kendimizi onun yerine koyuyoruz.;Yani böyle durumlarda bizi onun yerine koyuyoruz.;kendimizi;bizi;koyuyoruz;binding
Ve böyle durumlarda kendimizi onun yerine koyuyoruz.;Ve böyle durumlarda bizi onun yerine koyuyoruz.;kendimizi;bizi;koyuyoruz;binding
Öncelikle ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;Öncelikle ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
2- ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;2- ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
• ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;• ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
Bir ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;Bir ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
2. ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;2. ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
4- ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;4- ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
3- ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;3- ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
Ayrıca ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;Ayrıca ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
Sosyal ortam gerilince kendinizi sakinleştirmeyi bilmelisiniz.;Sosyal ortam gerilince sizi sakinleştirmeyi bilmelisiniz.;kendinizi;sizi;bilmelisiniz;binding
Evet bence kendini objektif bir şekilde değerlendirmişsin.;Evet bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Ama bence kendini objektif bir şekilde değerlendirmişsin.;Ama bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Yani bence kendini objektif bir şekilde değerlendirmişsin.;Yani bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Ama bence kendini objektif bir şekilde değerlendirmişsin.;Ama bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Öncelikle bence kendini objektif bir şekilde değerlendirmişsin.;Öncelikle bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Ve bence kendini objektif bir şekilde değerlendirmişsin.;Ve bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Ancak bence kendini objektif bir şekilde değerlendirmişsin.;Ancak bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Sen bence kendini objektif bir şekilde değerlendirmişsin.;Sen bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Ayrıca bence kendini objektif bir şekilde değerlendirmişsin.;Ayrıca bence seni objektif bir şekilde değerlendirmişsin.;kendini;seni;değerlendirmişsin;binding
Sonra kafa dağıtmak için kendimi yemeğe çıkardım.;Sonra kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Biraz kafa dağıtmak için kendimi yemeğe çıkardım.;Biraz kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Hemen kafa dağıtmak için kendimi yemeğe çıkardım.;Hemen kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Bir kafa dağıtmak için kendimi yemeğe çıkardım.;Bir kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Ben kafa dağıtmak için kendimi yemeğe çıkardım.;Ben kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Ve kafa dağıtmak için kendimi yemeğe çıkardım.;Ve kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Yine kafa dağıtmak için kendimi yemeğe çıkardım.;Yine kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Bugün kafa dağıtmak için kendimi yemeğe çıkardım.;Bugün kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Sadece kafa dağıtmak için kendimi yemeğe çıkardım.;Sadece kafa dağıtmak için beni yemeğe çıkardım.;kendimi;beni;çıkardım;binding
Bu tatil için kendimize birkaç parça bir şeyler aldık.;Bu tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Biz tatil için kendimize birkaç parça bir şeyler aldık.;Biz tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Ve tatil için kendimize birkaç parça bir şeyler aldık.;Ve tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Sonra tatil için kendimize birkaç parça bir şeyler aldık.;Sonra tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Yine tatil için kendimize birkaç parça bir şeyler aldık.;Yine tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Uzun tatil için kendimize birkaç parça bir şeyler aldık.;Uzun tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Ayrıca tatil için kendimize birkaç parça bir şeyler aldık.;Ayrıca tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
İlk tatil için kendimize birkaç parça bir şeyler aldık.;İlk tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Küçük tatil için kendimize birkaç parça bir şeyler aldık.;Küçük tatil için bize birkaç parça bir şeyler aldık.;kendimize;bize;aldık;binding
Artık her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Artık her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Şimdi her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Şimdi her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Ve her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Ve her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Ama her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Ama her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Sonra her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Sonra her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Bugün her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Bugün her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Belki her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Belki her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Yine her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Yine her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
Evet her şey iyi olacak diye kendimi sürekli telkin ediyorum.;Evet her şey iyi olacak diye beni sürekli telkin ediyorum.;kendimi;beni;ediyorum;binding
