good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Yeni yıl sabahında geç uyunur.;Yeni yıl sabahında eğlenenler tarafından geç uyunur.;∅;eğlenenler tarafından;uyunur;passives
Maratonda son kilometrede hızlı koşuldu.;Maratonda profesyoneller tarafından son kilometrede hızlı koşuldu.;∅;profesyoneller tarafından;koşuldu;passives
Konser alanında coşkuyla dans edildi.;Konser alanında hayranlar tarafından coşkuyla dans edildi.;∅;hayranlar tarafından;dans edildi;passives
Yüksek kayalıklardan dikkatlice atlanıyor.;Yüksek kayalıklardan gençler tarafından dikkatlice atlanıyor.;∅;gençler tarafından;atlanıyor;passives
Şiddetli kar fırtınasında dışarıda donuldu.;Şiddetli kar fırtınasında yolcular tarafından dışarıda donuldu.;∅;yolcular tarafından;donuldu;passives
Yaz tatilinde bol bol uyunur.;Yaz tatilinde öğrenciler tarafından bol bol uyunur.;∅;öğrenciler tarafından;uyunur;passives
Sınav haftasında gece geç saatlere kadar çalışıldı.;Sınav haftasında üniversiteliler tarafından gece geç saatlere kadar çalışıldı.;∅;üniversiteliler tarafından;çalışıldı;passives
Parkurda engellerin üzerinden atlanır.;Parkurda yarışmacılar tarafından engellerin üzerinden atlanır.;∅;yarışmacılar tarafından;atlanır;passives
Kumsalda sabah erken saatlerde koşulur.;Kumsalda sporcular tarafından sabah erken saatlerde koşulur.;∅;sporcular tarafından;koşulur;passives
Yüzme havuzunda kurallara uygun şekilde yüzülür.;Yüzme havuzunda yüzücüler tarafından kurallara uygun şekilde yüzülür.;∅;yüzücüler tarafından;yüzülür;passives
Karla kaplı yollarda dikkatli yürünür.;Karla kaplı yollarda işe gidenler tarafından dikkatli yürünür.;∅;işe gidenler tarafından;yürünür;passives
Festival alanında sabaha kadar dans edildi.;Festival alanında gençler tarafından sabaha kadar dans edildi.;∅;gençler tarafından;dans edildi;passives
Yaz kampında derin nehirlere atlanıyor.;Yaz kampında kampçılar tarafından derin nehirlere atlanıyor.;∅;kampçılar tarafından;atlanıyor;passives
Antrenman sahasında tempolu koşuldu.;Antrenman sahasında atletler tarafından tempolu koşuldu.;∅;atletler tarafından;koşuldu;passives
Kışın bu gölde buz üstünde yürünür.;Kışın balıkçılar tarafından bu gölde buz üstünde yürünür.;∅;balıkçılar tarafından;yürünür;passives
Uzun uçuşlarda rahatça uyunur.;Uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
Yoğun kar yağışında kulübenin dışında çabuk donulur.;Yoğun kar yağışında bekçiler tarafından kulübenin dışında çabuk donulur.;∅;bekçiler tarafından;donulur;passives
Yazlık evde sabahları geç uyunur.;Yazlık evde tatilciler tarafından sabahları geç uyunur.;∅;tatilciler tarafından;uyunur;passives
Üniversite kütüphanesinde sessizce çalışıldı.;Üniversite kütüphanesinde öğrenciler tarafından sessizce çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Plajda güneş altında uzun süre yatılıyor.;Plajda turistler tarafından güneş altında uzun süre yatılıyor.;∅;turistler tarafından;yatılıyor;passives
Yarışın son metresinde hızla koşuldu.;Yarışın son metresinde maratoncular tarafından hızla koşuldu.;∅;maratoncular tarafından;koşuldu;passives
Köy yolunda tozlu toprakta yürünür.;Köy yolunda köylüler tarafından tozlu toprakta yürünür.;∅;köylüler tarafından;yürünür;passives
Yaz gecelerinde balkonda uyunur.;Yaz gecelerinde insanlar tarafından balkonda uyunur.;∅;insanlar tarafından;uyunur;passives
Düğün salonunda sabaha kadar dans edildi.;Düğün salonunda davetliler tarafından sabaha kadar dans edildi.;∅;davetliler tarafından;dans edildi;passives
Kayak merkezinde dik yamaçlardan atlanır.;Kayak merkezinde kayakçılar tarafından dik yamaçlardan atlanır.;∅;kayakçılar tarafından;atlanır;passives
Antrenmanda son tur hızlı koşuldu.;Antrenmanda sporcular tarafından son tur hızlı koşuldu.;∅;sporcular tarafından;koşuldu;passives
Kışın bu gölde buz üstünde yürünür.;Kışın bölgedekiler tarafından bu gölde buz üstünde yürünür.;∅;bölgedekiler tarafından;yürünür;passives
Uzun uçuşlarda rahatça uyunur.;Uzun uçuşlarda yolcular tarafından rahatça uyunur.;∅;yolcular tarafından;uyunur;passives
Araştırma projesi için gece boyunca çalışıldı.;Araştırma projesi için asistanlar tarafından gece boyunca çalışıldı.;∅;asistanlar tarafından;çalışıldı;passives
Akıntılı sularda yüzülmez.;Akıntılı sularda insanlar tarafından yüzülmez.;∅;insanlar tarafından;yüzülmez;passives
Dağ yürüyüşünde dik yamaçlara tırmanılır.;Dağ yürüyüşünde gezginler tarafından dik yamaçlara tırmanılır.;∅;gezginler tarafından;tırmanılır;passives
Orman yangını söndürülürken duman altında kalındı.;Orman yangını söndürülürken itfaiyeciler tarafından duman altında kalındı.;∅;itfaiyeciler tarafından;kalındı;passives
Sınav öncesi kütüphanede hummalıca çalışıldı.;Sınav öncesi öğrenciler tarafından kütüphanede hummalıca çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Yamaç paraşütüyle uçurumdan atlandı.;Yamaç paraşütüyle maceracılar tarafından uçurumdan atlandı.;∅;maceracılar tarafından;atlandı;passives
Yaz aylarında bu plajda bol bol yüzülür.;Yaz aylarında tatilciler tarafından bu plajda bol bol yüzülür.;∅;tatilciler tarafından;yüzülür;passives
Yazın bu gölde serinlemek için yüzülür.;Yazın yerel halk tarafından bu gölde serinlemek için yüzülür.;∅;yerel halk tarafından;yüzülür;passives
Şehir parkında sabah erken saatlerde koşulur.;Şehir parkında halk tarafından sabah erken saatlerde koşulur.;∅;halk tarafından;koşulur;passives
Yatılı okulda erkenden uyunur.;Yatılı okulda öğrenciler tarafından erkenden uyunur.;∅;öğrenciler tarafından;uyunur;passives
Lunaparkta hızlı trenlerde çığlık atılır.;Lunaparkta çocuklar tarafından hızlı trenlerde çığlık atılır.;∅;çocuklar tarafından;çığlık atılır;passives
Köy meydanında davul zurna eşliğinde dans edildi.;Köy meydanında köylüler tarafından davul zurna eşliğinde dans edildi.;∅;köylüler tarafından;dans edildi;passives
Sıcak yaz günlerinde site havuzda serin serin yüzülür.;Sıcak yaz günlerinde site sakinleri tarafından site havuzda serin serin yüzülür.;∅;site sakinleri tarafından;yüzülür;passives
Uzay istasyonunda yerçekimsiz ortama alışılınca rahatça uyunur.;Uzay istasyonunda yerçekimsiz ortama alışılınca astronotlar tarafından rahatça uyunur.;∅;astronotlar tarafından;uyunur;passives
Antarktika'da -50 derecede hemen donulur.;Antarktika'da araştırmacılar tarafından -50 derecede hemen donulur.;∅;araştırmacılar tarafından;donulur;passives
Olimpiyat köyünde sabahın ilk ışıklarıyla koşulur.;Olimpiyat köyünde atletler tarafından sabahın ilk ışıklarıyla koşulur.;∅;atletler tarafından;koşulur;passives
Yeraltı mağarasında karanlıkta dikkatlice yürünür.;Yeraltı mağarasında mağaracılar tarafından karanlıkta dikkatlice yürünür.;∅;mağaracılar tarafından;yürünür;passives
Uçak gemisinin güvertesinden denize atlandı.;Uçak gemisinin güvertesinden denizciler tarafından denize atlandı.;∅;denizciler tarafından;atlandı;passives
Opera binasında akustik test sırasında dans edildi.;Opera binasında akustik test sırasında sanatçılar tarafından dans edildi.;∅;sanatçılar tarafından;dans edildi;passives
Biyolojik laboratuvarda steril ortamda çalışıldı.;Biyolojik laboratuvarda bilim insanları tarafından steril ortamda çalışıldı.;∅;bilim insanları tarafından;çalışıldı;passives
Volkanik gölde asitli suya kesinlikle girilmez.;Volkanik gölde turistler tarafından asitli suya kesinlikle girilmez.;∅;turistler tarafından;girilmez;passives
Uzay simülatöründe ağırlıksız ortama alışılınca rahatça uyunur.;Uzay simülatöründe adaylar tarafından ağırlıksız ortama alışılınca rahatça uyunur.;∅;adaylar tarafından;uyunur;passives
Formula 1 pistinde yarış öncesi hızlı bir tur atıldı.;Formula 1 pistinde pilotlar tarafından yarış öncesi hızlı bir tur atıldı.;∅;pilotlar tarafından;atıldı;passives
Derinlerde uzun süre çalışıldı.;Derinlerde dalgıçlar tarafından duzun süre çalışıldı.;∅;dalgıçlar tarafından;çalışıldı;passives
Nükleer santralde radyasyon alanlarına girilmez.;Nükleer santralde personel tarafından radyasyon alanlarına girilmez.;∅;personel tarafından;girilmez;passives
Uzay mekiğinde yerçekimi olmayınca tuhaf uyunur.;Uzay mekiğinde mürettebat tarafından yerçekimi olmayınca tuhaf uyunur.;∅;mürettebat tarafından;uyunur;passives
Mars kolonisinde basınçlı odalarda uyunur.;Mars kolonisinde koloniciler tarafından basınçlı odalarda uyunur.;∅;koloniciler tarafından;uyunur;passives
Yeraltı sığınağında haftalarca mahsur kalındı.;Yeraltı sığınağında insanlar tarafından haftalarca mahsur kalındı.;∅;insanlar tarafından;kalındı;passives
Ortaçağ kalesinin zindanlarında soğukta donuldu.;Ortaçağ kalesinin zindanlarında mahkumlar tarafından soğukta donuldu.;∅;mahkumlar tarafından;donuldu;passives
Stadyumda yapay çimde hızlı koşulur.;Stadyumda sporcular tarafından yapay çimde hızlı koşulur.;∅;sporcular tarafından;koşulur;passives
Serada nemli koridorlarda yürünür.;Serada işçiler tarafından nemli koridorlarda yürünür.;∅;işçiler tarafından;yürünür;passives
Dijital detoks kampında teknolojiden uzak yaşanır.;Dijital detoks kampında katılımcılar tarafından teknolojiden uzak yaşanır.;∅;katılımcılar tarafından;yaşanır;passives
Mercan resifinde renkli balıklarla yüzülür.;Mercan resifinde dalgıçlar tarafından renkli balıklarla yüzülür.;∅;dalgıçlar tarafından;yüzülür;passives
Ormanlık alanda dikkatlice koşulur.;Ormanlık alanda sporcular tarafından dikkatlice koşulur.;∅;sporcular tarafından;koşulur;passives
Karanlık odada kolayca uyunmaz.;Karanlık odada çocuklar tarafından kolayca uyunmaz.;∅;çocuklar tarafından;uyunmaz;passives
Şehir merkezinde gece geç saatlere kadar yürünür.;Şehir merkezinde gençler tarafından gece geç saatlere kadar yürünür.;∅;gençler tarafından;yürünür;passives
Sıcak yaz günlerinde gölgede uzanılır.;Sıcak yaz günlerinde insanlar tarafından gölgede uzanılır.;∅;insanlar tarafından;uzanılır;passives
Yarış pistinde son turda hızlanılır.;Yarış pistinde sürücüler tarafından son turda hızlanılır.;∅;sürücüler tarafından;hızlanılır;passives
Dağın zirvesine ulaşılınca sevinçle bağrılıyor.;Dağın zirvesine tırmananlar tarafından sevinçle bağrılıyor.;∅;tırmananlar tarafından;bağrılıyor;passives
Kütüphanede fısıltıyla bile konuşulmaz.;Kütüphanede öğrenciler tarafından fısıltıyla bile konuşulmaz.;∅;öğrenciler tarafından;konuşulmaz;passives
Deniz kenarında sabah erken saatte koşulur.;Deniz kenarında sporcular tarafından sabah erken saatte koşulur.;∅;sporcular tarafından;koşulur;passives
Kışın bu köyde erken yatılır.;Kışın köylüler tarafından bu köyde erken yatılır.;∅;köylüler tarafından;yatılır;passives
Karda kaymadan yürünmez.;Karda insanlar tarafından kaymadan yürünmez.;∅;insanlar tarafından;yürünmez;passives
Gençken daha çok eğlenilir.;Gençken insanlar tarafından daha çok eğlenilir.;∅;insanlar tarafından;eğlenilir;passives
Yaşlanınca daha erken yatılır.;Yaşlanınca insanlar tarafından daha erken yatılır.;∅;insanlar tarafından;yatılır;passives
Yazın ince giyinilir.;Yazın insanlar tarafından ince giyinilir.;∅;insanlar tarafından;giyinilir;passives
Kışın kalın giyinilir.;Kışın insanlar tarafından kalın giyinilir.;∅;insanlar tarafından;giyinilir;passives
Yorgunken daha çabuk uyunur.;Yorgunken insanlar tarafından daha çabuk uyunur.;∅;insanlar tarafından;uyunur;passives
Dertsizken daha çok gülünür.;Dertsizken insanlar tarafından daha çok gülünür.;∅;insanlar tarafından;gülünür;passives
Üzgünken daha az konuşulur.;Üzgünken insanlar tarafından daha az konuşulur.;∅;insanlar tarafından;konuşulur;passives
Yemekten sonra biraz dinlenilir.;Yemekten sonra misafirler tarafından biraz dinlenilir.;∅;misafirler tarafından;dinlenilir;passives
Hava güzelken daha çok dışarı çıkılır.;Hava güzelken herkes tarafından daha çok dışarı çıkılır.;∅;herkes tarafından;çıkılır;passives
Yağmur yağınca şemsiye ile yürünür.;Yağmur yağınca insanlar tarafından şemsiye ile yürünür.;∅;insanlar tarafından;yürünür;passives
Soğuk algınlığında bol bol uyunur.;Soğuk algınlığında hastalar tarafından bol bol uyunur.;∅;hastalar tarafından;uyunur;passives
Stresli zamanlarda daha çok sigara içilir.;Stresli zamanlarda insanlar tarafından daha çok sigara içilir.;∅;insanlar tarafından;içilir;passives
Yalnızken daha çok büyünür.;Yalnızken yalnızlar tarafından daha çok büyünür.;∅;yalnızlar tarafından;büyünür;passives
Sevilince daha çok gülümsenir.;Sevilince sevenler tarafından daha çok gülümsenir.;∅;sevenler tarafından;gülümsenir;passives
Yeni bir şey öğrenilince mutlu olunur.;Yeni bir şey öğrenilince öğrenenler tarafından mutlu olunur.;∅;öğrenenler tarafından;olunur;passives
Para kazanınca rahat yaşanır.;Para kazanınca zenginler tarafından rahat yaşanır.;∅;zenginler tarafından;yaşanır;passives
Her sabah okul bahçesinde koşuldu.;Her sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
İlk sabah okul bahçesinde koşuldu.;İlk sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Bu sabah okul bahçesinde koşuldu.;Bu sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Bir sabah okul bahçesinde koşuldu.;Bir sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Olay sabah okul bahçesinde koşuldu.;Olay sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Maç sabah okul bahçesinde koşuldu.;Maç sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Etkinlik sabah okul bahçesinde koşuldu.;Etkinlik sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Mücadele sabah okul bahçesinde koşuldu.;Mücadele sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Oyun sabah okul bahçesinde koşuldu.;Oyun sabah öğrenciler tarafından okul bahçesinde koşuldu.;∅;öğrenciler tarafından;koşuldu;passives
Türkiye her sene bir yaş daha büyünür.;Türkiye her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
Dünya her sene bir yaş daha büyünür.;Dünya her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
Amerika her sene bir yaş daha büyünür.;Amerika her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
İstanbul her sene bir yaş daha büyünür.;İstanbul her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
İnsanlar her sene bir yaş daha büyünür.;İnsanlar her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
Ankara her sene bir yaş daha büyünür.;Ankara her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
İnsan her sene bir yaş daha büyünür.;İnsan her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
Kadın her sene bir yaş daha büyünür.;Kadın her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
Ülke her sene bir yaş daha büyünür.;Ülke her sene çocuklar tarafından bir yaş daha büyünür.;∅;çocuklar tarafından;büyünür;passives
Bu kanalda hemen batılıyor.;Bu kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
2. kanalda hemen batılıyor.;2. kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
3. kanalda hemen batılıyor.;3. kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
5. kanalda hemen batılıyor.;5. kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
Kırmızı kanalda hemen batılıyor.;Kırmızı kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
4. kanalda hemen batılıyor.;4. kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
Beyaz kanalda hemen batılıyor.;Beyaz kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
Bir kanalda hemen batılıyor.;Bir kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
Yeşil kanalda hemen batılıyor.;Yeşil kanalda düşenler tarafından hemen batılıyor.;∅;düşenler tarafından;batılıyor;passives
Büyük akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;Büyük akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
Yüksek akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;Yüksek akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
Ani akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;Ani akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
Ağır akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;Ağır akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
Ayrıca akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;Ayrıca akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
3. akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;3. akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
Hızlı akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;Hızlı akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
Ancak akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;Ancak akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
– akıntı uyarısı yapılan kıyılarda katiyen yüzülmemeli.;– akıntı uyarısı yapılan kıyılarda gençler tarafından katiyen yüzülmemeli.;∅;gençler tarafından;yüzülmemeli;passives
Çocuklar alışınca çok gürültülü ortamlarda bile uyunur.;Çocuklar alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
İlk alışınca çok gürültülü ortamlarda bile uyunur.;İlk alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Sabah alışınca çok gürültülü ortamlarda bile uyunur.;Sabah alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Ama alışınca çok gürültülü ortamlarda bile uyunur.;Ama alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
İnsanlar alışınca çok gürültülü ortamlarda bile uyunur.;İnsanlar alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Fakat alışınca çok gürültülü ortamlarda bile uyunur.;Fakat alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Bir alışınca çok gürültülü ortamlarda bile uyunur.;Bir alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Ancak alışınca çok gürültülü ortamlarda bile uyunur.;Ancak alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Çok alışınca çok gürültülü ortamlarda bile uyunur.;Çok alışınca bebekler tarafından çok gürültülü ortamlarda bile uyunur.;∅;bebekler tarafından;uyunur;passives
Özellikle final döneminde eski kütüphanede çalışıldı.;Özellikle final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Yine final döneminde eski kütüphanede çalışıldı.;Yine final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Ayrıca final döneminde eski kütüphanede çalışıldı.;Ayrıca final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Sezon final döneminde eski kütüphanede çalışıldı.;Sezon final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
İlk final döneminde eski kütüphanede çalışıldı.;İlk final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Ve final döneminde eski kütüphanede çalışıldı.;Ve final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
İkinci final döneminde eski kütüphanede çalışıldı.;İkinci final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Proje final döneminde eski kütüphanede çalışıldı.;Proje final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Okul final döneminde eski kütüphanede çalışıldı.;Okul final döneminde öğrenciler tarafından eski kütüphanede çalışıldı.;∅;öğrenciler tarafından;çalışıldı;passives
Güzel boğaz havasında çok güzel yürünür.;Güzel boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
Uzun boğaz havasında çok güzel yürünür.;Uzun boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
Bu boğaz havasında çok güzel yürünür.;Bu boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
Bir boğaz havasında çok güzel yürünür.;Bir boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
2. boğaz havasında çok güzel yürünür.;2. boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
3. boğaz havasında çok güzel yürünür.;3. boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
• boğaz havasında çok güzel yürünür.;• boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
Yine boğaz havasında çok güzel yürünür.;Yine boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
2- boğaz havasında çok güzel yürünür.;2- boğaz havasında insanlar tarafından çok güzel yürünür.;∅;insanlar tarafından;yürünür;passives
Bu baloda saatlerce dans edildi.;Bu baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
Ardından baloda saatlerce dans edildi.;Ardından baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
Yapılan baloda saatlerce dans edildi.;Yapılan baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
Sonra baloda saatlerce dans edildi.;Sonra baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
Büyük baloda saatlerce dans edildi.;Büyük baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
Gece baloda saatlerce dans edildi.;Gece baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
Ayrıca baloda saatlerce dans edildi.;Ayrıca baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
O baloda saatlerce dans edildi.;O baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
Ünlü baloda saatlerce dans edildi.;Ünlü baloda davetliler tarafından saatlerce dans edildi.;∅;davetliler tarafından;dans edildi;passives
Kadınlar serbest dalışta 10 metreden atlanıyor.;Kadınlar serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
İlk serbest dalışta 10 metreden atlanıyor.;İlk serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
Yarış serbest dalışta 10 metreden atlanıyor.;Yarış serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
Erkek serbest dalışta 10 metreden atlanıyor.;Erkek serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
Sonra serbest dalışta 10 metreden atlanıyor.;Sonra serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
İkinci serbest dalışta 10 metreden atlanıyor.;İkinci serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
Start serbest dalışta 10 metreden atlanıyor.;Start serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
Final serbest dalışta 10 metreden atlanıyor.;Final serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
Oyun serbest dalışta 10 metreden atlanıyor.;Oyun serbest dalışta sporcular tarafından 10 metreden atlanıyor.;∅;sporcular tarafından;atlanıyor;passives
Bir otobüs yolda kalınca soğukta donuldu.;Bir otobüs yolda kalınca yolcular tarafından soğukta donuldu.;∅;yolcular tarafından;donuldu;passives
İki otobüs yolda kalınca soğukta donuldu.;İki otobüs yolda kalınca yolcular tarafından soğukta donuldu.;∅;yolcular tarafından;donuldu;passives
