good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Sınavda gözetmenin sessizce uyardığı öğrenciyi herkes gördü.,Sınavda gözetmeni sessizce uyardığı öğrenciyi herkes gördü.,gözetmenin,gözetmeni,uyardığı öğrenciyi,relative_clauses
Bakkala giderken komşuyu görmemiş gibi yapan çırak ustasından azar yedi.,Bakkala giderken komşunun görmemiş gibi yapan çırak ustasından azar yedi.,komşuyu,komşunun,yapan,relative_clauses
Bakkala giderken komşuyu görmemiş gibi yapan çırağı ustası azarladı.,Bakkala giderken komşunun görmemiş gibi yapan çırağı ustası azarladı.,komşuyu,komşunun,yapan,relative_clauses
Bakkala giderken komşunun görmemiş gibi yaptığı çırak ustasından azar yedi.,Bakkala giderken komşuyu görmemiş gibi yaptığı çırak ustasından azar yedi.,komşunun,komşuyu,yaptığı çırak,relative_clauses
Bakkala giderken komşunun görmemiş gibi yaptığı çırağı ustası azarladı.,Bakkala giderken komşuyu görmemiş gibi yaptığı çırağı ustası azarladı.,komşunun,komşuyu,yaptığı çırağı,relative_clauses
Geçen gün elemanı bir hışımla azarlayan müşteri şikayet etmeye gelmiş.,Geçen gün elemanın bir hışımla azarlayan müşteri şikayet etmeye gelmiş.,elemanı,elemanın,azarlayan,relative_clauses
Geçen gün elemanı bir hışımla azarlayan müşteriyi şikayet ettik.,Geçen gün elemanın bir hışımla azarlayan müşteriyi şikayet ettik.,elemanı,elemanın,azarlayan,relative_clauses
Geçen gün elemanın bir hışımla azarladığı müşteri şikayet etmeye gelmiş.,Geçen gün elemanı bir hışımla azarladığı müşteri şikayet etmeye gelmiş.,elemanın,elemanı,azarladığı müşteri,relative_clauses
Geçen gün elemanın bir hışımla azarladığı müşteriyi şikayet ettik.,Geçen gün elemanı bir hışımla azarladığı müşteriyi şikayet ettik.,elemanın,elemanı,azarladığı müşteriyi,relative_clauses
Arka bahçede kediyi sürekli kovalayan köpek aslında oyun oynuyor.,Arka bahçede kedinin sürekli kovalayan köpek aslında oyun oynuyor.,kediyi,kedinin,kovalayan,relative_clauses
Arka bahçede kediyi sürekli kovalayan köpeği seviyorum.,Arka bahçede kedinin sürekli kovalayan köpeği seviyorum.,kediyi,kedinin,kovalayan,relative_clauses
Arka bahçede kedinin sürekli kovaladığı köpek aslında oyun oynuyor.,Arka bahçede kediyi sürekli kovaladığı köpek aslında oyun oynuyor.,kedinin,kediyi,kovaladığı köpek,relative_clauses
Arka bahçede kedinin sürekli kovaladığı köpeği seviyorum.,Arka bahçede kediyi sürekli kovaladığı köpeği seviyorum.,kedinin,kediyi,kovaladığı köpeği,relative_clauses
Arka bahçede köpeği sürekli kovalayan kedi aslında oyun oynuyor.,Arka bahçede köpeğin sürekli kovalayan kedi aslında oyun oynuyor.,köpeği,köpeğin,kovalayan,relative_clauses
Arka bahçede köpeği sürekli kovalayan kediyi seviyorum.,Arka bahçede köpeğin sürekli kovalayan kediyi seviyorum.,köpeği,köpeğin,kovalayan,relative_clauses
Arka bahçede köpeğin sürekli kovaladığı kedi aslında oyun oynuyor.,Arka bahçede köpeği sürekli kovaladığı kedi aslında oyun oynuyor.,köpeğin,köpeği,kovaladığı kedi,relative_clauses
Arka bahçede köpeğin sürekli kovaladığı kediyi seviyorum.,Arka bahçede köpeği sürekli kovaladığı kediyi seviyorum.,köpeğin,köpeği,kovaladığı kediyi,relative_clauses
Sabah annesini hastanede gören küçük kız saatlerdir ağlıyor.,Sabah annesinin hastanede gören küçük kız saatlerdir ağlıyor.,annesini,annesinin,gören,relative_clauses
Sabah annesini hastanede gören küçük kızı bir türlü teselli edemediler.,Sabah annesinin hastanede gören küçük kızı bir türlü teselli edemediler.,annesini,annesinin,gören,relative_clauses
Sabah annesinin hastanede gördüğü küçük kız saatlerdir ağlıyor.,Sabah annesini hastanede gördüğü küçük kız saatlerdir ağlıyor.,annesinin,annesini,gördüğü küçük kız,relative_clauses
Sabah annesinin hastanede gördüğü küçük kızı bir türlü teselli edemediler.,Sabah annesini hastanede gördüğü küçük kızı bir türlü teselli edemediler.,annesinin,annesini,gördüğü küçük kızı,relative_clauses
Toplantıdan sonra beni eve bırakan arkadaşım size de selam söyledi.,Toplantıdan sonra benim eve bırakan arkadaşım size de selam söyledi.,beni,benim,bırakan,relative_clauses
Toplantıdan sonra beni eve bırakan arkadaşımı bir ara sizinle tanıştırayım.,Toplantıdan sonra benim eve bırakan arkadaşımı bir ara sizinle tanıştırayım.,beni,benim,bırakan,relative_clauses
Toplantıdan sonra benim eve bıraktığım arkadaşım size de selam söyledi.,Toplantıdan sonra beni eve bıraktığım arkadaşım size de selam söyledi.,benim,beni,bıraktığım arkadaşım,relative_clauses
Toplantıdan sonra benim eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.,Toplantıdan sonra beni eve bıraktığım arkadaşımı bir ara sizinle tanıştırayım.,benim,beni,bıraktığım arkadaşımı,relative_clauses
Tercih döneminde kızımla uzun uzun konuşan rehber öğretmen bize çok yardımcı oldu.,Tercih döneminde kızımın uzun uzun konuşan rehber öğretmen bize çok yardımcı oldu.,kızımla,kızımın,konuşan,relative_clauses
Tercih döneminde kızımla uzun uzun konuşan rehber öğretmene küçük bir hediye aldık.,Tercih döneminde kızımın uzun uzun konuşan rehber öğretmene küçük bir hediye aldık.,kızımla,kızımın,konuşan,relative_clauses
Tercih döneminde kızımın uzun uzun konuştuğu rehber öğretmen bize çok yardımcı oldu.,Tercih döneminde kızımla uzun uzun konuştuğu rehber öğretmen bize çok yardımcı oldu.,kızımın,kızımla,konuştuğu rehber öğretmen,relative_clauses
Tercih döneminde kızımın uzun uzun konuştuğu rehber öğretmene küçük bir hediye aldık.,Tercih döneminde kızımla uzun uzun konuştuğu rehber öğretmene küçük bir hediye aldık.,kızımın,kızımla,konuştuğu rehber öğretmene,relative_clauses
Sokağın başında berberi uzaktan gören terzi el salladı.,Sokağın başında berberin uzaktan gören terzi el salladı.,berberi,berberin,gören,relative_clauses
Sokağın başında berberi uzaktan gören terziyi müşterisi lafa tutuyordu.,Sokağın başında berberin uzaktan gören terziyi müşterisi lafa tutuyordu.,berberi,berberin,gören,relative_clauses
Sokağın başında berberin uzaktan gördüğü terzi el salladı.,Sokağın başında berberi uzaktan gördüğü terzi el salladı.,berberin,berberi,gördüğü terzi,relative_clauses
Sokağın başında berberin uzaktan gördüğü terziyi müşterisi lafa tutuyordu.,Sokağın başında berberi uzaktan gördüğü terziyi müşterisi lafa tutuyordu.,berberin,berberi,gördüğü terziyi,relative_clauses
Aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla öneren müteahhit bizimle görüşmeye geldi.,Aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla öneren müteahhit bizimle görüşmeye geldi.,emlakçıyı,emlakçının,öneren,relative_clauses
Aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla öneren müteahhiti iş yerinde ziyaret ettik.,Aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla öneren müteahhiti iş yerinde ziyaret ettik.,emlakçıyı,emlakçının,öneren,relative_clauses
Aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla önerdiği müteahhit bizimle görüşmeye geldi.,Aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla önerdiği müteahhit bizimle görüşmeye geldi.,emlakçının,emlakçıyı,önerdiği müteahhit,relative_clauses
Aylardır içimize sinen bir ev bulamadığımız için emlakçının ısrarla önerdiği müteahhiti iş yerinde ziyaret ettik.,Aylardır içimize sinen bir ev bulamadığımız için emlakçıyı ısrarla önerdiği müteahhiti iş yerinde ziyaret ettik.,emlakçının,emlakçıyı,önerdiği müteahhiti,relative_clauses
Muayenede hastayla sakince konuşan doktor herkesin ilgisini çekti.,Muayenede hastanın sakince konuşan doktor herkesin ilgisini çekti.,hastayla,hastanın,konuşan,relative_clauses
Muayenede hastayla sakince konuşan doktoru asistanlar dikkatle izledi.,Muayenede hastanın sakince konuşan doktoru asistanlar dikkatle izledi.,hastayla,hastanın,konuşan,relative_clauses
Muayenede hastanın sakince konuştuğu doktor herkesin ilgisini çekti.,Muayenede hastayla sakince konuştuğu doktor herkesin ilgisini çekti.,hastanın,hastayla,konuştuğu doktor,relative_clauses
Muayenede hastanın sakince konuştuğu doktoru asistanlar dikkatle izledi.,Muayenede hastayla sakince konuştuğu doktoru asistanlar dikkatle izledi.,hastanın,hastayla,konuştuğu doktoru,relative_clauses
Tartışma esnasında boksörü sertçe iten hakem çok tepki aldı.,Tartışma esnasında boksörün sertçe iten hakem çok tepki aldı.,boksörü,boksörün,iten,relative_clauses
Tartışma esnasında boksörü sertçe iten hakemi seyirci yuhaladı.,Tartışma esnasında boksörün sertçe iten hakemi seyirci yuhaladı.,boksörü,boksörün,iten,relative_clauses
Tartışma esnasında boksörün sertçe ittiği hakem çok tepki aldı.,Tartışma esnasında boksörü sertçe ittiği hakem çok tepki aldı.,boksörün,boksörü,ittiği hakem,relative_clauses
Tartışma esnasında boksörün sertçe ittiği hakemi seyirci yuhaladı.,Tartışma esnasında boksörü sertçe ittiği hakemi seyirci yuhaladı.,boksörün,boksörü,ittiği hakemi,relative_clauses
Koltukta uyumasın diye Ece’yi yatağına kadar taşıyan  kardeşi odada çok kalmadı.,Koltukta uyumasın diye Ece’nin yatağına kadar taşıyan  kardeşi odada çok kalmadı.,Ece’yi,Ece’nin,taşıyan,relative_clauses
Koltukta uyumasın diye Ece’yi yatağına kadar taşıyan kardeşine annesi çarşaf çıkardı.,Koltukta uyumasın diye Ece’nin yatağına kadar taşıyan kardeşine annesi çarşaf çıkardı.,Ece’yi,Ece’nin,taşıyan,relative_clauses
Koltukta uyumasın diye Ece’nin yatağına kadar taşıdığı kardeşi odada çok kalmadı.,Koltukta uyumasın diye Ece’yi yatağına kadar taşıdığı kardeşi odada çok kalmadı.,Ece’nin,Ece’yi,taşıdığı kardeşi,relative_clauses
Koltukta uyumasın diye Ece’nin yatağına kadar taşıdığı kardeşine annesi çarşaf çıkardı.,Koltukta uyumasın diye Ece’yi yatağına kadar taşıdığı kardeşine annesi çarşaf çıkardı.,Ece’nin,Ece’yi,taşıdığı kardeşine,relative_clauses
Otobüse binmeden annesine sıkıca sarılan çocuk çevredekileri duygulandırdı.,Otobüse binmeden annesinin sıkıca sarılan çocuk çevredekileri duygulandırdı.,annesine,annesinin,sarılan,relative_clauses
Otobüse binmeden annesine sıkıca sarılan çocuğu muavin tanıyormuş.,Otobüse binmeden annesinin sıkıca sarılan çocuğu muavin tanıyormuş.,annesine,annesinin,sarılan,relative_clauses
Otobüse binmeden annesinin sıkıca sarıldığı çocuk çevredekileri duygulandırdı.,Otobüse binmeden annesine sıkıca sarıldığı çocuk çevredekileri duygulandırdı.,annesinin,annesine,sarıldığı çocuk,relative_clauses
Otobüse binmeden annesinin sıkıca sarıldığı çocuğu muavin tanıyormuş.,Otobüse binmeden annesine sıkıca sarıldığı çocuğu muavin tanıyormuş.,annesinin,annesine,sarıldığı çocuğu,relative_clauses
Her hafta tango hocasıyla derste dans eden öğrenci kısa zamanda çok gelişme gösterdi.,Her hafta tango hocasının derste dans eden öğrenci kısa zamanda çok gelişme gösterdi.,tango hocasıyla,tango hocasının,dans eden,relative_clauses
Her hafta tango hocasıyla derste dans eden öğrenciyi yıl sonu gösterisine çağırdılar.,Her hafta tango hocasının derste dans eden öğrenciyi yıl sonu gösterisine çağırdılar.,tango hocasıyla,tango hocasının,dans eden,relative_clauses
Her hafta tango hocasının derste dans ettiği öğrenci kısa zamanda çok gelişme gösterdi.,Her hafta tango hocasıyla derste dans ettiği öğrenci kısa zamanda çok gelişme gösterdi.,tango hocasının,tango hocasıyla,dans ettiği öğrenci,relative_clauses
Her hafta tango hocasının derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.,Her hafta tango hocasıyla derste dans ettiği öğrenciyi yıl sonu gösterisine çağırdılar.,tango hocasının,tango hocasıyla,dans ettiği öğrenciyi,relative_clauses
Geçtiğimiz gün yöneticiyi sesini yükselterek ağlatan çalışan işi bıraktı.,Geçtiğimiz gün yöneticinin sesini yükselterek ağlatan çalışan işi bıraktı.,yöneticiyi,yöneticinin,ağlatan,relative_clauses
Geçtiğimiz gün yöneticiyi sesini yükselterek ağlatan çalışanı odasına çağırdı.,Geçtiğimiz gün yöneticinin sesini yükselterek ağlatan çalışanı odasına çağırdı.,yöneticiyi,yöneticinin,ağlatan,relative_clauses
Geçtiğimiz gün yöneticinin sesini yükselterek ağlattığı çalışan işi bıraktı.,Geçtiğimiz gün yöneticiyi sesini yükselterek ağlattığı çalışan işi bıraktı.,yöneticinin,yöneticiyi,ağlattığı çalışan,relative_clauses
Geçtiğimiz gün yöneticinin sesini yükselterek ağlattığı çalışanı odasına çağırdı.,Geçtiğimiz gün yöneticiyi sesini yükselterek ağlattığı çalışanı odasına çağırdı.,yöneticinin,yöneticiyi,ağlattığı çalışanı,relative_clauses
Yıllardır yönetmeni her projesinde destekleyen oyuncu ödülü ikisi için aldı.,Yıllardır yönetmenin her projesinde destekleyen oyuncu ödülü ikisi için aldı.,yönetmeni,yönetmenin,destekleyen,relative_clauses
Yıllardır yönetmeni her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.,Yıllardır yönetmenin her projesinde destekleyen oyuncuyu şimdi herkes tebrik ediyor.,yönetmeni,yönetmenin,destekleyen,relative_clauses
Yıllardır yönetmenin her projesinde desteklediği oyuncu ödülü ikisi için aldı.,Yıllardır yönetmeni her projesinde desteklediği oyuncu ödülü ikisi için aldı.,yönetmenin,yönetmeni,desteklediği oyuncu,relative_clauses
Yıllardır yönetmenin her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.,Yıllardır yönetmeni her projesinde desteklediği oyuncuyu şimdi herkes tebrik ediyor.,yönetmenin,yönetmeni,desteklediği oyuncuyu,relative_clauses
Sahada mühendisi bir şey sormak için arayan işçi önce yanındakilere danıştı.,Sahada mühendisin bir şey sormak için arayan işçi önce yanındakilere danıştı.,mühendisi,mühendisin,arayan,relative_clauses
Sahada mühendisi bir şey sormak için arayan işçiyi biraz bekletti.,Sahada mühendisin bir şey sormak için arayan işçiyi biraz bekletti.,mühendisi,mühendisin,arayan,relative_clauses
Sahada mühendisin bir şey sormak için aradığı işçi önce yanındakilere danıştı.,Sahada mühendisi bir şey sormak için aradığı işçi önce yanındakilere danıştı.,mühendisin,mühendisi,aradığı işçi,relative_clauses
Sahada mühendisin bir şey sormak için aradığı işçiyi biraz bekletti.,Sahada mühendisi bir şey sormak için aradığı işçiyi biraz bekletti.,mühendisin,mühendisi,aradığı işçiyi,relative_clauses
Geçtiğimiz ay ünlü yazarla nişanlanan muhabir kanala davetiye gönderdi.,Geçtiğimiz ay ünlü yazarın nişanlanan muhabir kanala davetiye gönderdi.,ünlü yazarla,ünlü yazarın,nişanlanan,relative_clauses
Geçtiğimiz ay ünlü yazarla nişanlanan muhabire tebrik mesajları geliyor.,Geçtiğimiz ay ünlü yazarın nişanlanan muhabire tebrik mesajları geliyor.,ünlü yazarla,ünlü yazarın,nişanlanan,relative_clauses
Geçtiğimiz ay ünlü yazarın nişanlandığı muhabir kanala davetiye gönderdi.,Geçtiğimiz ay ünlü yazarla nişanlandığı muhabir kanala davetiye gönderdi.,ünlü yazarın,ünlü yazarla,nişanlandığı muhabir,relative_clauses
Geçtiğimiz ay ünlü yazarın nişanlandığı muhabire tebrik mesajları geliyor.,Geçtiğimiz ay ünlü yazarla nişanlandığı muhabire tebrik mesajları geliyor.,ünlü yazarın,ünlü yazarla,nişanlandığı muhabire,relative_clauses
Yemekte onu yakından tanıyan kişiler söz aldı.,Yemekte onun yakından tanıyan kişiler söz aldı.,onu,onun,tanıyan,relative_clauses
Yemekte onu yakından tanıyan kişileri konuşturduk.,Yemekte onun yakından tanıyan kişileri konuşturduk.,onu,onun,tanıyan,relative_clauses
Yemekte onun yakından tanıdığı kişiler söz aldı.,Yemekte onu yakından tanıdığı kişiler söz aldı.,onun,onu,tanıdığı kişiler,relative_clauses
Yemekte onun yakından tanıdığı kişileri konuşturduk.,Yemekte onu yakından tanıdığı kişileri konuşturduk.,onun,onu,tanıdığı kişileri,relative_clauses
Her fırsatta öğrencilerini içtenlikle öven profesör ayrılmayı düşünmüyordu.,Her fırsatta öğrencilerinin içtenlikle öven profesör ayrılmayı düşünmüyordu.,öğrencilerini,öğrencilerinin,öven,relative_clauses
Her fırsatta öğrencilerini içtenlikle öven profesörü kulüp etkinliğine davet ettiler.,Her fırsatta öğrencilerinin içtenlikle öven profesörü kulüp etkinliğine davet ettiler.,öğrencilerini,öğrencilerinin,öven,relative_clauses
Her fırsatta öğrencilerinin içtenlikle övdüğü profesör ayrılmayı düşünmüyordu.,Her fırsatta öğrencilerini içtenlikle övdüğü profesör ayrılmayı düşünmüyordu.,öğrencilerinin,öğrencilerini,övdüğü profesör,relative_clauses
Her fırsatta öğrencilerinin içtenlikle övdüğü profesörü kulüp etkinliğine davet ettiler.,Her fırsatta öğrencilerini içtenlikle övdüğü profesörü kulüp etkinliğine davet ettiler.,öğrencilerinin,öğrencilerini,övdüğü profesörü,relative_clauses
Program boyunca gazeteciyi sorularla bunaltan sunucu sakinliğini korudu.,Program boyunca gazetecinin sorularla bunaltan sunucu sakinliğini korudu.,gazeteciyi,gazetecinin,bunaltan,relative_clauses
Program boyunca gazeteciyi sorularla bunaltan sunucuyu herkes çok eleştirdi.,Program boyunca gazetecinin sorularla bunaltan sunucuyu herkes çok eleştirdi.,gazeteciyi,gazetecinin,bunaltan,relative_clauses
Program boyunca gazetecinin sorularla bunalttığı sunucu sakinliğini korudu.,Program boyunca gazeteciyi sorularla bunalttığı sunucu sakinliğini korudu.,gazetecinin,gazeteciyi,bunalttığı sunucu,relative_clauses
Program boyunca gazetecinin sorularla bunalttığı sunucuyu herkes çok eleştirdi.,Program boyunca gazeteciyi sorularla bunalttığı sunucuyu herkes çok eleştirdi.,gazetecinin,gazeteciyi,bunalttığı sunucuyu,relative_clauses
