good_sentence,bad_sentence,good_cue,bad_cue,critical_region,phenomenon
Kardeşinin bu kadar sorumsuz davranmasına epey kızdı.,Kardeşinin bu kadar sorumsuz davrandığına epey kızdı.,davranmasına,davrandığına,kızdı,nominalization
Meyvelerin erken olgunlaşmasına sıcak havalar sebep oldu.,Meyvelerin erken olgunlaştığına sıcak havalar sebep oldu.,olgunlaşmasına,olgunlaştığına,sebep oldu,nominalization
Çamura saplanan arabanın çıkarılmasına hep birlikte yardım ettik.,Çamura saplanan arabanın çıkarıldığına hep birlikte yardım ettik.,çıkarılmasına,çıkarıldığına,yardım ettik,nominalization
Çatal bıçakların düzgün yerleştirilmesine ayrıca özen gösterirdi.,Çatal bıçakların düzgün yerleştirildiğine ayrıca özen gösterirdi.,yerleştirilmesine,yerleştirildiğine,özen gösterirdi,nominalization
Moderatörler konuşmacının tekrar söz almasına bir türlü fırsat vermedi.,Moderatörler konuşmacının tekrar söz aldığına bir türlü fırsat vermedi.,söz almasına,söz aldığına,fırsat vermedi,nominalization
Haklarınızın gasp edilmesine asla müsaade etmeyiz.,Haklarınızın gasp edildiğine asla müsaade etmeyiz.,gasp edilmesine,gasp edildiğine,müsaade etmeyiz,nominalization
Duygusal manipülasyon kişinin kendi akıl sağlığını sorgulamasına bile yol açabilir.,Duygusal manipülasyon kişinin kendi akıl sağlığını sorguladığına bile yol açabilir.,sorgulamasına,sorguladığına,yol açabilir,nominalization
Bu konuyu enine boyuna düşündüğünü biliyorum.,Bu konuyu enine boyuna düşünmesini biliyorum.,düşündüğünü,düşünmesini,biliyorum,nominalization
Onun bu işi başardığına inanıyorum.,Onun bu işi başarmasına inanıyorum.,başardığına,başarmasına,inanıyorum,nominalization
Arkadaşının ona yalan söylediğini öğrenmiş.,Arkadaşının ona yalan söylemesini öğrenmiş.,söylediğini,söylemesini,öğrenmiş,nominalization
Benim ona yardım ettiğimi bilmiyor.,Benim ona yardım etmemi bilmiyor,ettiğimi,etmemi,bilmiyor,nominalization
Bu kararın doğru olduğunu herkes kabul etti.,Bu kararın doğru olmasını herkes kabul etti.,olduğunu,olmasını,kabul etti,nominalization
Kitapları zamanında teslim ettiğini iddia etti.,Kitapları zamanında teslim etmesini iddia etti.,ettiğini,etmesini,iddia etti,nominalization
Konunun yeterince açık olduğunu düşünüyorum.,Konunun yeterince açık olmasını düşünüyorum.,olduğunu,olmasını,düşünüyorum,nominalization
Evini kesinlikle satmadığını zaten biliyorum.,Evini kesinlikle satmamasını zaten biliyorum.,satmadığını,satmamasını,biliyorum,nominalization
Öğrencilerin derse teşrif etmesini bekliyoruz.,Öğrencilerin derse teşrif ettiğini bekliyoruz.,etmesini,ettiğini,bekliyoruz,nominalization
Yönetimin alınan kararları gözden geçirmesini talep ettik.,Yönetimin alınan kararları gözden geçirdiğini talep ettik.,geçirmesini,geçirdiğini,talep ettik,nominalization
Misafirlerin etkinliğe katılmasını özellikle rica ettiler.,Misafirlerin etkinliğe katıldığını özellikle rica ettiler.,katılmasını,katıldığını,rica ettiler,nominalization
Yeni kuralın uygulanmasını herkes destekledi.,Yeni kuralın uygulandığını herkes destekledi.,uygulanmasını,uygulandığını,destekledi,nominalization
Komitenin önerilen değişiklikleri onaylamasını bekliyorduk.,Komitenin önerilen değişiklikleri onayladığını bekliyorduk.,onaylamasını,onayladığını,bekliyorduk,nominalization
Şirketin çalışanlara ek ödeme yapmasını talep ettik.,Şirketin çalışanlara ek ödeme yaptığını talep ettik.,yapmasını,yaptığını,talep ettik,nominalization
Tartışmanın daha fazla uzamasını istemiyoruz.,Tartışmanın daha fazla uzadığını istemiyoruz.,uzamasını,uzadığını,istemiyoruz,nominalization
Müşterilerin siparişlerini zamanında almasını sağlıyoruz.,Müşterilerin siparişlerini zamanında aldığını sağlıyoruz.,almasını,aldığını,sağlıyoruz,nominalization
Senin bu konuya daha fazla odaklanmanı öneririm.,Senin bu konuya daha fazla odaklandığını öneririm.,odaklanmanı,odaklandığını,öneririm,nominalization
Öğrencilerin sınavlara düzenli çalışmasını bekliyoruz.,Öğrencilerin sınavlara düzenli çalıştığını bekliyoruz.,çalışmasını,çalıştığını,bekliyoruz,nominalization
Konunun ayrıntılı bir şekilde tartışılmasını öneriyorum.,Konunun ayrıntılı bir şekilde tartışıldığını öneriyorum.,tartışılmasını,tartışıldığını,öneriyorum,nominalization
Yeni kuralların herkes tarafından kabul edilmesini bekliyoruz.,Yeni kuralların herkes tarafından kabul edildiğini bekliyoruz.,edilmesini,edildiğini,bekliyoruz,nominalization
Bütün belgelerin eksiksiz teslim edilmesini rica ediyoruz.,Bütün belgelerin eksiksiz teslim edildiğini rica ediyoruz.,edilmesini,edildiğini,rica ediyoruz,nominalization
Takımın maça odaklanmasını istiyoruz.,Takımın maça odaklandığını istiyoruz.,odaklanmasını,odaklandığını,istiyoruz,nominalization
Müdürün bu öneriyi desteklemesini bekliyorduk.,Müdürün bu öneriyi desteklediğini bekliyorduk.,desteklemesini,desteklediğini,bekliyorduk,nominalization
Yeni ürünün piyasaya sürülmesini heyecanla bekliyoruz.,Yeni ürünün piyasaya sürüldüğünü heyecanla bekliyoruz.,sürülmesini,sürüldüğünü,bekliyoruz,nominalization
Katılımcıların geri bildirim vermesini önemsiyoruz.,Katılımcıların geri bildirim verdiğini önemsiyoruz.,vermesini,verdiğini,önemsiyoruz,nominalization
Yönetimin bütçeyi dikkatlice incelemesini talep ettik.,Yönetimin bütçeyi dikkatlice incelediğini talep ettik.,incelemesini,incelediğini,talep ettik,nominalization
Öğretmenin öğrencilere rehberlik etmesini istiyoruz.,Öğretmenin öğrencilere rehberlik ettiğini istiyoruz.,etmesini,ettiğini,istiyoruz,nominalization
Doktorun hastalarla daha fazla ilgilenmesini bekliyoruz.,Doktorun hastalarla daha fazla ilgilendiğini bekliyoruz.,ilgilenmesini,ilgilendiğini,bekliyoruz,nominalization
Senin bu kararı desteklemeni bekliyordum.,Senin bu kararı desteklediğini bekliyordum.,desteklemeni,desteklediğini,bekliyordum,nominalization
Uzmanların bu konuda daha fazla araştırma yapmasını öneriyoruz.,Uzmanların bu konuda daha fazla araştırma yaptığını öneriyoruz.,yapmasını,yaptığını,öneriyoruz,nominalization
Öğrencilerin projelerini zamanında teslim etmesini istiyoruz.,Öğrencilerin projelerini zamanında teslim ettiğini istiyoruz.,etmesini,ettiğini,istiyoruz,nominalization
Projeye yeni bir boyut kazandırılmasına ekip lideri çok önem verdi.,Projeye yeni bir boyut kazandırıldığına ekip lideri çok önem verdi.,kazandırılmasına,kazandırıldığına,önem verdi,nominalization
Bu kadar yoğun çalışmasına rağmen işlerini aksatmaması takdir edildi.,Bu kadar yoğun çalışmasına rağmen işlerini aksatmadığı takdir edildi.,aksatmaması,aksatmadığı,takdir edildi,nominalization
Trafik kurallarına uyulması gerektiğini düşünüyorum.,Trafik kurallarına uyulması gerekmesini düşünüyorum.,gerektiğini,gerekmesini,düşünüyorum,nominalization
Yeni düzenlemelerin uygulanmasına sendikalar karşı çıktı.,Yeni düzenlemelerin uygulandığına sendikalar karşı çıktı.,uygulanmasına,uygulandığına,karşı çıktı,nominalization
Toplantının ertelenmesine katılımcılar tepki gösterdi.,Toplantının ertelendiğine katılımcılar tepki gösterdi.,ertelenmesine,ertelendiğine,tepki gösterdi,nominalization
Şirketin yatırım kararlarını hızla almasına çoğu çalışan şaşırdı.,Şirketin yatırım kararlarını hızla aldığına çoğu çalışan şaşırdı.,almasına,aldığına,şaşırdı,nominalization
Havanın birden soğumasına kimse hazırlıklı değildi.,Havanın birden soğuduğuna kimse hazırlıklı değildi.,soğumasına,soğuduğuna,hazırlıklı değildi,nominalization
Müdürün herkesin fikrini almasına çalışanlar çok şaşırdı.,Müdürün herkesin fikrini aldığına çalışanlar çok şaşırdı.,almasına,aldığına,şaşırdı,nominalization
Kanunların uygulanmamasına vatandaşlar tepki gösterdi.,Kanunların uygulanmadığına vatandaşlar tepki gösterdi.,uygulanmamasına,uygulanmadığına,tepki gösterdi,nominalization
Toplantının geç saatlere kadar sürmesine katılımcılar itiraz etti.,Toplantının geç saatlere kadar sürdüğüne katılımcılar itiraz etti.,sürmesine,sürdüğüne,itiraz etti,nominalization
Saatlerin geri alınmasına hemen adapte olduk.,Saatlerin geri alındığına hemen adapte olduk.,alınmasına,alındığına,adapte olduk,nominalization
Teknik ekibin sorunu hemencecik çözmesine hepimiz şaşırdık.,Teknik ekibin sorunu hemencecik çözdüğüne hepimiz şaşırdık.,çözmesine,çözdüğüne,şaşırdık,nominalization
Mesai bitmeden arayıp raporun zamanında teslim edildiğine emin oldu.,Mesai bitmeden arayıp raporun zamanında teslim edilmesine emin oldu.,edildiğine,edilmesine,emin oldu,nominalization
Bu konunun yeterince tartışıldığını düşünüyorum.,Bu konunun yeterince tartışılmasını düşünüyorum.,tartışıldığını,tartışılmasını,düşünüyorum,nominalization
Çocukların dışarıda oynamasını uzaktan izledik.,Çocukların dışarıda oynadığını uzaktan izledik.,oynamasını,oynadığını,izledik,nominalization
Öğrencilerin sınava hazır olduğunu düşünüyoruz.,Öğrencilerin sınava hazır olmasını düşünüyoruz.,olduğunu,olmasını,düşünüyoruz,nominalization
Kiralık dairenin dün satıldığını yeni öğrendim.,Kiralık dairenin dün satılmasını yeni öğrendim.,satıldığını,satılmasını,öğrendim,nominalization
Yeni kararların işleyişi nasıl değiştirdiğini henüz kestiremiyoruz.,Yeni kararların işleyişi nasıl değiştirmesini henüz kestiremiyoruz.,değiştirdiğini,değiştirmesini,kestiremiyoruz,nominalization
Planın kusursuz işlediğini sanıyorduk.,Planın kusursuz işlemesini sanıyorduk.,işlediğini,işlemesini,sanıyorduk,nominalization
Söylediklerimizin yanlış anlaşıldığını fark ettik.,Söylediklerimizin yanlış anlaşılmasını fark ettik.,anlaşıldığını,anlaşılmasını,fark ettik,nominalization
Misafirlerin restorandan memnun ayrıldığını öğrendik.,Misafirlerin restorandan memnun ayrılmasını öğrendik.,ayrıldığını,ayrılmasını,öğrendik,nominalization
Sunumun oldukça başarılı geçtiğini herkes kabul etti.,Sunumun oldukça başarılı geçmesini herkes kabul etti.,geçtiğini,geçmesini,kabul etti,nominalization
Onun her zaman dürüst olduğunu biliyorum.,Onun her zaman dürüst olmasını biliyorum.,olduğunu,olmasını,biliyorum,nominalization
Bu durumu kabullendiğini sanıyorum.,Bu durumu kabullenmesini sanıyorum.,kabullendiğini,kabullenmesini,sanıyorum,nominalization
Bu meseleyi enine boyuna değerlendirdiğini sanıyorum.,Bu meseleyi enine boyuna değerlendirmesini sanıyorum.,değerlendirdiğini,değerlendirmesini,sanıyorum,nominalization
Olayın aslında nasıl geliştiğini anlatıyorlar.,Olayın aslında nasıl gelişmesini anlatıyorlar.,geliştiğini,gelişmesini,anlatıyorlar,nominalization
Projeye büyük katkı sağladığını belirtti.,Projeye büyük katkı sağlamasını belirtti.,sağladığını,sağlamasını,belirtti,nominalization
Önerinin herkes tarafından desteklendiğini biliyorum.,Önerinin herkes tarafından desteklenmesini biliyorum.,desteklendiğini,desteklenmesini,biliyorum,nominalization
Teklifin mantıklı göründüğünü söyledi.,Teklifin mantıklı görünmesini söyledi.,göründüğünü,görünmesini,söyledi,nominalization
Yeni düzenlemelerin işleri kolaylaştırdığını belirtti.,Yeni düzenlemelerin işleri kolaylaştırmasını belirtti.,kolaylaştırdığını,kolaylaştırmasını,belirtti,nominalization
Yeni yöntemin verimli olduğunu iddia etti.,Yeni yöntemin verimli olmasını iddia etti.,olduğunu,olmasını,iddia etti,nominalization
Ürünün piyasada büyük ilgi gördüğünü ifade etti.,Ürünün piyasada büyük ilgi görmesini ifade etti.,gördüğünü,görmesini,ifade etti,nominalization
Yeni kuralların herkesi bağladığını belirtti.,Yeni kuralların herkesi bağlamasını belirtti.,bağladığını,bağlamasını,belirtti,nominalization
Çalışmalarının sonunda başarılı olduğunu belirtti.,Çalışmalarının sonunda başarılı olmasını belirtti.,olduğunu,olmasını,belirtti,nominalization
Yapılan analizlerin doğru sonuçlar verdiğini belirtti.,Yapılan analizlerin doğru sonuçlar vermesini belirtti.,verdiğini,vermesini,belirtti,nominalization
Mühendis yeni makinenin daha verimli çalıştığını belirtti.,Mühendis yeni makinenin daha verimli çalışmasını belirtti.,çalıştığını,çalışmasını,belirtti,nominalization
Ev sahibinin dairenin temiz olduğunu belirtti.,Ev sahibinin dairenin temiz olmasını belirtti.,olduğunu,olmasını,belirtti,nominalization
İş görüşmesinin oldukça başarılı geçtiğini ifade etti.,İş görüşmesinin oldukça başarılı geçmesini ifade etti.,geçtiğini,geçmesini,ifade etti,nominalization
Havayolu şirketinin uçuşların güvenli olduğunu belirtti.,Havayolu şirketinin uçuşların güvenli olmasını belirtti.,olduğunu,olmasını,belirtti,nominalization
